gram3_key	count	substr	term_1	term_2	term_3	lemma_1	lemma_2	lemma_3	pos_1	pos_2	pos_3
('il_il_DET', 'segreto_segreto_NOUN', 'di_di_ADP')	18	il segreto di	il	segreto	di	il	segreto	di	DET	NOUN	ADP
('a_a_ADP', 'carte_carta_NOUN', 'con_con_ADP')	18	a carte con	a	carte	con	a	carta	con	ADP	NOUN	ADP
('un_uno_DET', 'sandwich_sandwich_NOUN', 'al_a_ADP')	18	un sandwich al	un	sandwich	al	uno	sandwich	a	DET	NOUN	ADP
"('ho_avere_AUX', 'perso_perdere_VERB', ""l'_il_DET"")"	18	ho perso l'	ho	perso	l'	avere	perdere	il	AUX	VERB	DET
('sono_essere_AUX', 'molto_molto_ADV', 'fiera_fiera_NOUN')	18	sono molto fiera	sono	molto	fiera	essere	molto	fiera	AUX	ADV	NOUN
('può_potere_AUX', 'parlare_parlare_VERB', 'con_con_ADP')	18	può parlare con	può	parlare	con	potere	parlare	con	AUX	VERB	ADP
"('perso_perdere_VERB', 'un_uno_DET', ""po'_poco_PRON"")"	18	perso un po'	perso	un	po'	perdere	uno	poco	VERB	DET	PRON
('ho_avere_VERB', 'un_uno_DET', 'piano_piano_NOUN')	18	ho un piano	ho	un	piano	avere	uno	piano	VERB	DET	NOUN
('i_il_DET', 'bambini_bambino_NOUN', 'stanno_stare_AUX')	18	i bambini stanno	i	bambini	stanno	il	bambino	stare	DET	NOUN	AUX
('ho_avere_AUX', 'dato_dare_VERB', 'il_il_DET')	18	ho dato il	ho	dato	il	avere	dare	il	AUX	VERB	DET
('i_il_DET', 'loro_loro_DET', 'soldi_soldo_NOUN')	18	i loro soldi	i	loro	soldi	il	loro	soldo	DET	DET	NOUN
('quando_quando_SCONJ', 'è_essere_AUX', 'pronta_pronto_ADJ')	18	quando è pronta	quando	è	pronta	quando	essere	pronto	SCONJ	AUX	ADJ
('suo_suo_DET', 'esame_esame_NOUN', 'di_di_ADP')	18	suo esame di	suo	esame	di	suo	esame	di	DET	NOUN	ADP
('un_uno_DET', 'altro_altro_ADJ', 'paese_paese_NOUN')	18	un altro paese	un	altro	paese	uno	altro	paese	DET	ADJ	NOUN
('di_di_ADP', 'solito_solito_NOUN', 'va_andare_VERB')	18	di solito va	di	solito	va	di	solito	andare	ADP	NOUN	VERB
('ha_avere_VERB', 'bisogno_bisogno_NOUN', 'della_di_ADP')	18	ha bisogno della	ha	bisogno	della	avere	bisogno	di	VERB	NOUN	ADP
('parlare_parlare_VERB', 'più_più_ADV', 'lentamente_lentamente_ADV')	18	parlare più lentamente	parlare	più	lentamente	parlare	più	lentamente	VERB	ADV	ADV
('solo_solo_ADV', 'parlare_parlare_VERB', 'con_con_ADP')	18	solo parlare con	solo	parlare	con	solo	parlare	con	ADV	VERB	ADP
('non_non_ADV', 'ti_ti_PRON', 'senti_sentire_VERB')	18	non ti senti	non	ti	senti	non	ti	sentire	ADV	PRON	VERB
('preso_prendere_VERB', 'parte_parte_NOUN', 'alla_a_ADP')	18	preso parte alla	preso	parte	alla	prendere	parte	a	VERB	NOUN	ADP
('sto_stare_AUX', 'aspettando_aspettare_VERB', 'che_che_SCONJ')	18	sto aspettando che	sto	aspettando	che	stare	aspettare	che	AUX	VERB	SCONJ
('che_che_PRON', 'sta_stare_AUX', 'cercando_cercare_VERB')	18	che sta cercando	che	sta	cercando	che	stare	cercare	PRON	AUX	VERB
('con_con_ADP', 'la_il_DET', 'vostra_vostro_DET')	18	con la vostra	con	la	vostra	con	il	vostro	ADP	DET	DET
('non_non_ADV', 'aveva_avere_VERB', 'idea_idea_NOUN')	18	non aveva idea	non	aveva	idea	non	avere	idea	ADV	VERB	NOUN
('a_a_ADP', 'mia_mio_DET', 'sorella_sorella_NOUN')	18	a mia sorella	a	mia	sorella	a	mio	sorella	ADP	DET	NOUN
('ancora_ancora_ADV', 'aspettando_aspettare_VERB', 'che_che_SCONJ')	18	ancora aspettando che	ancora	aspettando	che	ancora	aspettare	che	ADV	VERB	SCONJ
('ha_avere_AUX', 'fatto_fare_VERB', 'a_a_ADP')	18	ha	ha	fatto	a	avere	fare	a	AUX	VERB	ADP
"('sta_stare_AUX', 'imparando_imparare_VERB', ""l'_il_DET"")"	18	sta imparando l'	sta	imparando	l'	stare	imparare	il	AUX	VERB	DET
('essere_essere_AUX', 'in_in_ADP', 'orario_orario_NOUN')	18	essere in orario	essere	in	orario	essere	in	orario	AUX	ADP	NOUN
('ho_avere_VERB', 'la_il_DET', 'mia_mio_DET')	18	ho la mia	ho	la	mia	avere	il	mio	VERB	DET	DET
('da_da_ADP', 'dove_dove_ADV', 'vengono_venire_VERB')	18	da dove vengono	da	dove	vengono	da	dove	venire	ADP	ADV	VERB
('che_che_SCONJ', 'era_essere_AUX', 'sposato_sposare_VERB')	18	che era sposato	che	era	sposato	che	essere	sposare	SCONJ	AUX	VERB
('non_non_ADV', 'ti_ti_PRON', 'è_essere_AUX')	18	non ti è	non	ti	è	non	ti	essere	ADV	PRON	AUX
('non_non_ADV', 'sei_essere_AUX', 'andata_andare_VERB')	18	non sei andata	non	sei	andata	non	essere	andare	ADV	AUX	VERB
('voglia_voglia_NOUN', 'di_di_ADP', 'parlare_parlare_VERB')	18	voglia di parlare	voglia	di	parlare	voglia	di	parlare	NOUN	ADP	VERB
('cosa_cosa_PRON', 'non_non_ADV', 'ti_ti_PRON')	18	cosa non ti	cosa	non	ti	cosa	non	ti	PRON	ADV	PRON
('la_la_PRON', 'pensa_pensare_VERB', 'così_così_ADV')	18	la pensa così	la	pensa	così	la	pensare	così	PRON	VERB	ADV
('ha_avere_AUX', 'nascosto_nascondere_VERB', 'la_il_DET')	18	ha nascosto la	ha	nascosto	la	avere	nascondere	il	AUX	VERB	DET
('le_il_DET', 'mie_mio_DET', 'braccia_braccio_NOUN')	18	le mie braccia	le	mie	braccia	il	mio	braccio	DET	DET	NOUN
('ho_avere_AUX', 'comprato_comprare_VERB', 'del_di_ADP')	18	ho comprato del	ho	comprato	del	avere	comprare	di	AUX	VERB	ADP
('fida_fidare_VERB', 'di_di_ADP', 'lei_lei_PRON')	18	fida di lei	fida	di	lei	fidare	di	lei	VERB	ADP	PRON
('lei_lei_PRON', 'è_essere_AUX', 'venuta_venire_VERB')	18	lei è venuta	lei	è	venuta	lei	essere	venire	PRON	AUX	VERB
('per_per_ADP', 'essere_essere_AUX', 'in_in_ADP')	18	per essere in	per	essere	in	per	essere	in	ADP	AUX	ADP
('è_essere_AUX', 'in_in_ADP', 'biblioteca_biblioteca_NOUN')	18	è in biblioteca	è	in	biblioteca	essere	in	biblioteca	AUX	ADP	NOUN
('non_non_ADV', 'mangiare_mangiare_VERB', 'troppo_troppo_ADV')	18	non mangiare troppo	non	mangiare	troppo	non	mangiare	troppo	ADV	VERB	ADV
"('non_non_ADV', 'sono_essere_AUX', ""l'_il_DET"")"	18	non sono l'	non	sono	l'	non	essere	il	ADV	AUX	DET
('perché_perché_ADV', 'ti_ti_PRON', 'piace_piacere_VERB')	18	perché ti piace	perché	ti	piace	perché	ti	piacere	ADV	PRON	VERB
('è_essere_AUX', 'piuttosto_piuttosto_ADV', 'bravo_bravo_ADJ')	18	è piuttosto bravo	è	piuttosto	bravo	essere	piuttosto	bravo	AUX	ADV	ADJ
('una_uno_DET', 'festa_festa_NOUN', 'per_per_ADP')	18	una festa per	una	festa	per	uno	festa	per	DET	NOUN	ADP
"(""po'_poco_PRON"", 'di_di_ADP', 'formaggio_formaggio_NOUN')"	18	po' di formaggio	po'	di	formaggio	poco	di	formaggio	PRON	ADP	NOUN
('mi_mi_PRON', 'scuso_scusare_VERB', 'per_per_ADP')	18	mi scuso per	mi	scuso	per	mi	scusare	per	PRON	VERB	ADP
('non_non_ADV', 'sono_essere_AUX', 'proprio_proprio_ADV')	18	non sono proprio	non	sono	proprio	non	essere	proprio	ADV	AUX	ADV
('andrà_andare_VERB', 'a_a_ADP', 'casa_casa_NOUN')	18	andrà a casa	andrà	a	casa	andare	a	casa	VERB	ADP	NOUN
('la_il_DET', 'mia_mio_DET', 'sorella_sorella_NOUN')	18	la mia sorella	la	mia	sorella	il	mio	sorella	DET	DET	NOUN
('è_essere_AUX', 'impegnata_impegnare_VERB', 'a_a_ADP')	18	è impegna	è	impegnata	a	essere	impegnare	a	AUX	VERB	ADP
('sono_essere_AUX', 'troppo_troppo_ADV', 'vecchia_vecchio_ADJ')	18	sono troppo vecchia	sono	troppo	vecchia	essere	troppo	vecchio	AUX	ADV	ADJ
('entrato_entrare_VERB', 'nella_in_ADP', 'stanza_stanza_NOUN')	18	entrato nella stanza	entrato	nella	stanza	entrare	in	stanza	VERB	ADP	NOUN
('in_in_ADP', 'modo_modo_NOUN', 'che_che_SCONJ')	18	in modo che	in	modo	che	in	modo	che	ADP	NOUN	SCONJ
('ci_ci_PRON', 'sono_essere_AUX', 'volute_volere_VERB')	18	ci sono volute	ci	sono	volute	ci	essere	volere	PRON	AUX	VERB
('non_non_ADV', 'ha_avere_AUX', 'dato_dare_VERB')	18	non ha dato	non	ha	dato	non	avere	dare	ADV	AUX	VERB
('ha_avere_AUX', 'riparato_riparare_VERB', 'la_il_DET')	18	ha riparato la	ha	riparato	la	avere	riparare	il	AUX	VERB	DET
('ha_avere_AUX', 'piovuto_piovere_VERB', 'per_per_ADP')	18	ha piovuto per	ha	piovuto	per	avere	piovere	per	AUX	VERB	ADP
('penso_pensare_VERB', 'che_che_SCONJ', 'sarò_essere_AUX')	18	penso che sarò	penso	che	sarò	pensare	che	essere	VERB	SCONJ	AUX
('mi_mi_PRON', 'sono_essere_AUX', 'sposato_sposare_VERB')	18	mi sono sposato	mi	sono	sposato	mi	essere	sposare	PRON	AUX	VERB
"(""l'_il_DET"", 'anno_anno_NOUN', 'scolastico_scolastico_ADJ')"	18	l'anno scolastico	l'	anno	scolastico	il	anno	scolastico	DET	NOUN	ADJ
('ad_a_ADP', 'essere_essere_AUX', 'un_uno_DET')	18	ad essere un	ad	essere	un	a	essere	uno	ADP	AUX	DET
('latte_latte_NOUN', 'nel_in_ADP', 'suo_suo_DET')	18	latte nel suo	latte	nel	suo	latte	in	suo	NOUN	ADP	DET
('non_non_ADV', 'ha_avere_AUX', 'lasciato_lasciare_VERB')	18	non ha lasciato	non	ha	lasciato	non	avere	lasciare	ADV	AUX	VERB
('da_da_ADP', 'parte_parte_NOUN', 'di_di_ADP')	18	da parte di	da	parte	di	da	parte	di	ADP	NOUN	ADP
('lei_lei_PRON', 'se_se_PRON', 'ne_ne_PRON')	18	lei se ne	lei	se	ne	lei	se	ne	PRON	PRON	PRON
('pronta_pronto_ADJ', 'per_per_ADP', 'la_il_DET')	18	pronta per la	pronta	per	la	pronto	per	il	ADJ	ADP	DET
('non_non_ADV', 'la_la_PRON', 'possiamo_potere_AUX')	18	non la possiamo	non	la	possiamo	non	la	potere	ADV	PRON	AUX
('si_si_PRON', 'comprò_comprare_VERB', 'un_uno_DET')	18	si comprò un	si	comprò	un	si	comprare	uno	PRON	VERB	DET
('stato_essere_AUX', 'ucciso_uccidere_VERB', 'da_da_ADP')	18	stato ucciso da	stato	ucciso	da	essere	uccidere	da	AUX	VERB	ADP
('al_a_ADP', 'suo_suo_DET', 'telefono_telefono_NOUN')	18	al suo telefono	al	suo	telefono	a	suo	telefono	ADP	DET	NOUN
('io_io_PRON', 'stavo_essere_AUX', 'pensando_pensare_VERB')	18	io stavo pensando	io	stavo	pensando	io	essere	pensare	PRON	AUX	VERB
('la_il_DET', 'tua_tuo_DET', 'morosa_moroso_NOUN')	18	la tua morosa	la	tua	morosa	il	tuo	moroso	DET	DET	NOUN
('non_non_ADV', 'sapeva_sapere_VERB', 'come_come_SCONJ')	18	non sapeva come	non	sapeva	come	non	sapere	come	ADV	VERB	SCONJ
('piace_piacere_VERB', 'lo_il_DET', 'yogurt_yogurt_NOUN')	18	piace lo yogurt	piace	lo	yogurt	piacere	il	yogurt	VERB	DET	NOUN
('non_non_ADV', 'ha_avere_AUX', 'chiamato_chiamare_VERB')	18	non ha chiamato	non	ha	chiamato	non	avere	chiamare	ADV	AUX	VERB
('hai_avere_AUX', 'provato_provare_VERB', 'a_a_ADP')	18	ha	hai	provato	a	avere	provare	a	AUX	VERB	ADP
('si_si_PRON', 'nascose_nascondere_VERB', 'dietro_dietro_ADP')	18	si nascose dietro	si	nascose	dietro	si	nascondere	dietro	PRON	VERB	ADP
('qualche_qualche_DET', 'idea_idea_NOUN', 'su_su_ADP')	18	qualche idea su	qualche	idea	su	qualche	idea	su	DET	NOUN	ADP
('tutta_tutto_DET', 'la_il_DET', 'vita_vita_NOUN')	18	tutta la vita	tutta	la	vita	tutto	il	vita	DET	DET	NOUN
('il_il_DET', 'gelato_gelato_NOUN', 'al_a_ADP')	18	il gelato al	il	gelato	al	il	gelato	a	DET	NOUN	ADP
('gelato_gelato_NOUN', 'al_a_ADP', 'cioccolato_cioccolato_NOUN')	18	gelato al cioccolato	gelato	al	cioccolato	gelato	a	cioccolato	NOUN	ADP	NOUN
('piacciono_piacere_VERB', 'davvero_davvero_ADV', 'i_il_DET')	18		piacciono	davvero	i	piacere	davvero	il	VERB	ADV	DET
('prendendo_prendere_VERB', 'gioco_gioco_NOUN', 'di_di_ADP')	18	prendendo gioco di	prendendo	gioco	di	prendere	gioco	di	VERB	NOUN	ADP
('bravo_bravo_ADJ', 'nel_in_ADP', 'suo_suo_DET')	18	bravo nel suo	bravo	nel	suo	bravo	in	suo	ADJ	ADP	DET
('piaceva_piacere_VERB', 'il_il_DET', 'vino_vino_NOUN')	18	piaceva il vino	piaceva	il	vino	piacere	il	vino	VERB	DET	NOUN
"(""l'_lo_PRON"", 'hai_avere_VERB', 'un_uno_DET')"	18	l'hai un	l'	hai	un	lo	avere	uno	PRON	VERB	DET
('è_essere_AUX', 'il_il_DET', 'punto_punto_NOUN')	18	è il punto	è	il	punto	essere	il	punto	AUX	DET	NOUN
('la_il_DET', 'sua_suo_DET', 'foto_foto_NOUN')	18	la sua foto	la	sua	foto	il	suo	foto	DET	DET	NOUN
('non_non_ADV', 'dirò_dire_VERB', 'a_a_ADP')	18	non dirò a	non	dirò	a	non	dire	a	ADV	VERB	ADP
('chiave_chiave_NOUN', 'le_il_DET', 'sue_suo_DET')	18	chiave le sue	chiave	le	sue	chiave	il	suo	NOUN	DET	DET
('osservare_osservare_VERB', 'gli_il_DET', 'uccelli_uccello_NOUN')	18	osservare gli uccelli	osservare	gli	uccelli	osservare	il	uccello	VERB	DET	NOUN
('mi_mi_PRON', 'piace_piacere_VERB', 'leggere_leggere_VERB')	18	mi piace leggere	mi	piace	leggere	mi	piacere	leggere	PRON	VERB	VERB
('su_su_ADP', 'una_uno_DET', 'buccia_buccia_NOUN')	18	su una buccia	su	una	buccia	su	uno	buccia	ADP	DET	NOUN
('una_uno_DET', 'buccia_buccia_NOUN', 'di_di_ADP')	18	una buccia di	una	buccia	di	uno	buccia	di	DET	NOUN	ADP
('buccia_buccia_NOUN', 'di_di_ADP', 'banana_banana_NOUN')	18	buccia di banana	buccia	di	banana	buccia	di	banana	NOUN	ADP	NOUN
"('dietro_dietro_ADP', ""l'_il_DET"", 'autobus_autobus_NOUN')"	18	dietro l'autobus	dietro	l'	autobus	dietro	il	autobus	ADP	DET	NOUN
('mi_mi_PRON', 'avete_avere_AUX', 'detto_dire_VERB')	18	mi avete detto	mi	avete	detto	mi	avere	dire	PRON	AUX	VERB
('quello_quello_PRON', 'che_che_PRON', 'devo_dovere_AUX')	18	quello che devo	quello	che	devo	quello	che	dovere	PRON	PRON	AUX
('le_il_DET', 'sue_suo_DET', 'porte_porta_NOUN')	18	le sue porte	le	sue	porte	il	suo	porta	DET	DET	NOUN
('la_il_DET', 'sua_suo_DET', 'innocenza_innocenza_NOUN')	18	la sua innocenza	la	sua	innocenza	il	suo	innocenza	DET	DET	NOUN
('di_di_ADP', 'mia_mio_DET', 'figlia_figlio_NOUN')	18	di mia figlia	di	mia	figlia	di	mio	figlio	ADP	DET	NOUN
('non_non_ADV', 'capisco_capire_VERB', 'la_il_DET')	18	non capisco la	non	capisco	la	non	capire	il	ADV	VERB	DET
('è_essere_AUX', 'una_uno_DET', 'cantante_cantante_NOUN')	18	è una cantante	è	una	cantante	essere	uno	cantante	AUX	DET	NOUN
('la_il_DET', 'chiave_chiave_NOUN', 'del_di_ADP')	18	la chiave del	la	chiave	del	il	chiave	di	DET	NOUN	ADP
('dare_dare_VERB', 'loro_loro_PRON', 'un_uno_DET')	18	dare loro un	dare	loro	un	dare	loro	uno	VERB	PRON	DET
('la_il_DET', 'tua_tuo_DET', 'canzone_canzone_NOUN')	18	la tua canzone	la	tua	canzone	il	tuo	canzone	DET	DET	NOUN
('un_uno_DET', 'buon_buono_ADJ', 'impiego_impiego_NOUN')	18	un buon impiego	un	buon	impiego	uno	buono	impiego	DET	ADJ	NOUN
('rimase_rimanere_VERB', 'in_in_ADP', 'silenzio_silenzio_NOUN')	18	rimase in silenzio	rimase	in	silenzio	rimanere	in	silenzio	VERB	ADP	NOUN
('a_a_ADP', 'togliersi_togliere_VERB', 'le_il_DET')	18	a a togliersi le	a	togliersi	le	a	togliere	il	ADP	VERB	DET
('ha_avere_AUX', 'scordato_scordare_VERB', 'di_di_ADP')	18	ha scordato di	ha	scordato	di	avere	scordare	di	AUX	VERB	ADP
('il_il_DET', 'mio_mio_DET', 'software_software_NOUN')	18	il mio software	il	mio	software	il	mio	software	DET	DET	NOUN
('fare_fare_VERB', 'le_il_DET', 'cose_cosa_NOUN')	18	fare le cose	fare	le	cose	fare	il	cosa	VERB	DET	NOUN
('è_essere_AUX', 'con_con_ADP', 'lei_lei_PRON')	18	è con lei	è	con	lei	essere	con	lei	AUX	ADP	PRON
('aver_avere_AUX', 'perso_perdere_VERB', 'il_il_DET')	18	aver perso il	aver	perso	il	avere	perdere	il	AUX	VERB	DET
('a_a_ADP', 'partire_partire_VERB', 'dal_da_ADP')	18	acciamo il burro a partire dal	a	partire	dal	a	partire	da	ADP	VERB	ADP
"(""un'_uno_DET"", 'occhiata_occhiata_NOUN', 'al_a_ADP')"	18	un'occhiata al	un'	occhiata	al	uno	occhiata	a	DET	NOUN	ADP
('dalla_da_ADP', 'sua_suo_DET', 'stanza_stanza_NOUN')	18	dalla sua stanza	dalla	sua	stanza	da	suo	stanza	ADP	DET	NOUN
('non_non_ADV', 'sarete_essere_AUX', 'mai_mai_ADV')	18	non sarete mai	non	sarete	mai	non	essere	mai	ADV	AUX	ADV
('sta_stare_AUX', 'imparando_imparare_VERB', 'il_il_DET')	18	sta imparando il	sta	imparando	il	stare	imparare	il	AUX	VERB	DET
('perché_perché_PRON', 'vi_vi_PRON', 'siete_essere_AUX')	18	perché vi siete	perché	vi	siete	perché	vi	essere	PRON	PRON	AUX
('era_essere_AUX', 'il_il_DET', 'vostro_vostro_DET')	18	era il vostro	era	il	vostro	essere	il	vostro	AUX	DET	DET
('lei_lei_PRON', 'che_che_DET', 'cosa_cosa_PRON')	18	lei che cosa	lei	che	cosa	lei	che	cosa	PRON	DET	PRON
('ha_avere_AUX', 'fatto_fare_VERB', 'cadere_cadere_VERB')	18	ha fatto cadere	ha	fatto	cadere	avere	fare	cadere	AUX	VERB	VERB
('voleva_volere_AUX', 'parlare_parlare_VERB', 'di_di_ADP')	18	voleva parlare di	voleva	parlare	di	volere	parlare	di	AUX	VERB	ADP
('io_io_PRON', 'ti_ti_PRON', 'ho_avere_AUX')	18	io ti ho	io	ti	ho	io	ti	avere	PRON	PRON	AUX
('sta_stare_AUX', 'diventando_diventare_VERB', 'più_più_ADV')	18	sta diventando più	sta	diventando	più	stare	diventare	più	AUX	VERB	ADV
('non_non_ADV', 'sono_essere_AUX', 'felice_felice_ADJ')	18	non sono felice	non	sono	felice	non	essere	felice	ADV	AUX	ADJ
('cane_cane_NOUN', 'di_di_ADP', 'sedersi_sedere_VERB')	18	cane di sedersi	cane	di	sedersi	cane	di	sedere	NOUN	ADP	VERB
('fare_fare_VERB', 'una_uno_DET', 'cosa_cosa_NOUN')	18	fare una cosa	fare	una	cosa	fare	uno	cosa	VERB	DET	NOUN
('orgogliosa_orgoglioso_ADJ', 'di_di_ADP', 'lui_lui_PRON')	18	orgogliosa di lui	orgogliosa	di	lui	orgoglioso	di	lui	ADJ	ADP	PRON
('è_essere_AUX', 'un_uno_DET', 'criminale_criminale_NOUN')	18	è un criminale	è	un	criminale	essere	uno	criminale	AUX	DET	NOUN
('perché_perché_SCONJ', 'stava_stare_AUX', 'piovendo_piovere_VERB')	18	perché stava piovendo	perché	stava	piovendo	perché	stare	piovere	SCONJ	AUX	VERB
('ha_avere_AUX', 'fatto_fare_VERB', 'molto_molto_ADV')	18	ha fatto molto	ha	fatto	molto	avere	fare	molto	AUX	VERB	ADV
('bisogno_bisogno_NOUN', 'di_di_ADP', 'te_te_PRON')	18	bisogno di te	bisogno	di	te	bisogno	di	te	NOUN	ADP	PRON
('lei_lei_PRON', 'era_essere_AUX', 'molto_molto_ADV')	18	lei era molto	lei	era	molto	lei	essere	molto	PRON	AUX	ADV
('me_me_PRON', 'dispiace_dispiacere_VERB', 'per_per_ADP')	18	me dispiace per	me	dispiace	per	me	dispiacere	per	PRON	VERB	ADP
('io_io_PRON', 'sono_essere_AUX', 'al_a_ADP')	18	io sono al	io	sono	al	io	essere	a	PRON	AUX	ADP
"('di_di_ADP', ""bell'_bello_ADJ"", 'aspetto_aspetto_NOUN')"	18	di bell'aspetto	di	bell'	aspetto	di	bello	aspetto	ADP	ADJ	NOUN
('del_di_ADP', 'tuo_tuo_PRON', 'meglio_meglio_NOUN')	18	del tuo meglio	del	tuo	meglio	di	tuo	meglio	ADP	PRON	NOUN
('mi_mi_PRON', 'diede_dare_VERB', 'il_il_DET')	18	mi diede il	mi	diede	il	mi	dare	il	PRON	VERB	DET
('cosa_cosa_PRON', 'gli_gli_PRON', 'ha_avere_AUX')	18	cosa gli ha	cosa	gli	ha	cosa	gli	avere	PRON	PRON	AUX
('lasciato_lasciare_VERB', 'la_il_DET', 'porta_porta_NOUN')	18	lasciato la porta	lasciato	la	porta	lasciare	il	porta	VERB	DET	NOUN
('lo_lo_PRON', 'conosco_conoscere_VERB', 'da_da_ADP')	18	lo conosco da	lo	conosco	da	lo	conoscere	da	PRON	VERB	ADP
('che_che_DET', 'ora_ora_NOUN', 'inizia_iniziare_VERB')	18	che ora inizia	che	ora	inizia	che	ora	iniziare	DET	NOUN	VERB
('riesco_riuscire_VERB', 'a_a_ADP', 'pagare_pagare_VERB')	18	riesco a pagare	riesco	a	pagare	riuscire	a	pagare	VERB	ADP	VERB
('sopportare_sopportare_VERB', 'il_il_DET', 'dolore_dolore_NOUN')	18	sopportare il dolore	sopportare	il	dolore	sopportare	il	dolore	VERB	DET	NOUN
('queste_questo_DET', 'mele_mela_NOUN', 'sono_essere_AUX')	18	queste mele sono	queste	mele	sono	questo	mela	essere	DET	NOUN	AUX
('i_il_DET', 'suoi_suo_DET', 'insegnanti_insegnante_NOUN')	18	i piacciono i suoi insegnanti	i	suoi	insegnanti	il	suo	insegnante	DET	DET	NOUN
('guarda_guardare_VERB', 'la_il_DET', 'tv_tv_NOUN')	18	guarda la tv	guarda	la	tv	guardare	il	tv	VERB	DET	NOUN
('migliore_migliore_ADJ', 'amico_amico_NOUN', 'di_di_ADP')	18	migliore amico di	migliore	amico	di	migliore	amico	di	ADJ	NOUN	ADP
"(""l'_lo_PRON"", 'ho_avere_AUX', 'lasciato_lasciare_VERB')"	18	l'ho lasciato	l'	ho	lasciato	lo	avere	lasciare	PRON	AUX	VERB
('potrei_potere_AUX', 'essere_essere_AUX', 'in_in_ADP')	18	potrei essere in	potrei	essere	in	potere	essere	in	AUX	AUX	ADP
('non_non_ADV', 'hanno_avere_VERB', 'paura_paura_NOUN')	18	non hanno paura	non	hanno	paura	non	avere	paura	ADV	VERB	NOUN
('non_non_ADV', 'vi_vi_PRON', 'siete_essere_AUX')	18	non vi siete	non	vi	siete	non	vi	essere	ADV	PRON	AUX
('mi_mi_PRON', 'potete_potere_AUX', 'aiutare_aiutare_VERB')	18	mi potete aiutare	mi	potete	aiutare	mi	potere	aiutare	PRON	AUX	VERB
"(""l'_lo_PRON"", 'ho_avere_AUX', 'data_dare_VERB')"	18	l'ho data	l'	ho	data	lo	avere	dare	PRON	AUX	VERB
('io_io_PRON', 'voglio_volere_VERB', 'del_di_ADP')	18	io voglio del	io	voglio	del	io	volere	di	PRON	VERB	ADP
('prima_prima_ADV', 'di_di_ADP', 'tutto_tutto_PRON')	18	prima di tutto	prima	di	tutto	prima	di	tutto	ADV	ADP	PRON
('la_il_DET', 'nostra_nostro_DET', 'moschea_moschea_NOUN')	18	la nostra moschea	la	nostra	moschea	il	nostro	moschea	DET	DET	NOUN
('piace_piacere_VERB', 'vivere_vivere_VERB', 'in_in_ADP')	18	piace vivere in	piace	vivere	in	piacere	vivere	in	VERB	VERB	ADP
('lei_lei_PRON', 'non_non_ADV', 'piaceva_piacere_VERB')	18	lei non piaceva	lei	non	piaceva	lei	non	piacere	PRON	ADV	VERB
('in_in_ADP', 'silenzio_silenzio_NOUN', 'per_per_ADP')	18	in silenzio per	in	silenzio	per	in	silenzio	per	ADP	NOUN	ADP
('che_che_SCONJ', 'lo_lo_PRON', 'faranno_fare_VERB')	18	che lo faranno	che	lo	faranno	che	lo	fare	SCONJ	PRON	VERB
"(""l'_il_DET"", 'un_uno_PRON', ""l'_il_DET"")"	18	l'	l'	un	l'	il	uno	il	DET	PRON	DET
('preoccupato_preoccupato_ADJ', 'per_per_ADP', 'i_il_DET')	18	preoccupato per i	preoccupato	per	i	preoccupato	per	il	ADJ	ADP	DET
('detto_dire_VERB', 'che_che_SCONJ', 'stava_stare_VERB')	18	detto che stava	detto	che	stava	dire	che	stare	VERB	SCONJ	VERB
('più_più_ADV', 'al_a_ADP', 'sicuro_sicuro_ADJ')	18	più al sicuro	più	al	sicuro	più	a	sicuro	ADV	ADP	ADJ
('essere_essere_AUX', 'in_in_ADP', 'anticipo_anticipo_NOUN')	18	essere in anticipo	essere	in	anticipo	essere	in	anticipo	AUX	ADP	NOUN
('è_essere_AUX', 'preparato_preparare_VERB', 'per_per_ADP')	18	è preparato per	è	preparato	per	essere	preparare	per	AUX	VERB	ADP
('la_il_DET', 'tua_tuo_DET', 'fidanzata_fidanzato_NOUN')	18	la tua fidanzata	la	tua	fidanzata	il	tuo	fidanzato	DET	DET	NOUN
('la_il_DET', 'vostra_vostro_DET', 'chiave_chiave_NOUN')	18	la vostra chiave	la	vostra	chiave	il	vostro	chiave	DET	DET	NOUN
('sono_essere_AUX', 'i_il_DET', 'nostri_nostro_DET')	18	sono i nostri	sono	i	nostri	essere	il	nostro	AUX	DET	DET
('ucciso_uccidere_VERB', 'in_in_ADP', 'un_uno_DET')	18	ucciso in un	ucciso	in	un	uccidere	in	uno	VERB	ADP	DET
('quindi_quindi_ADV', 'qual_lo_PRON', 'è_essere_AUX')	18	quindi qual è	quindi	qual	è	quindi	lo	essere	ADV	PRON	AUX
('sta_stare_AUX', 'andando_andare_VERB', 'il_il_DET')	18	sta andando il	sta	andando	il	stare	andare	il	AUX	VERB	DET
('dissero_dire_VERB', 'che_che_SCONJ', 'a_a_ADP')	18	dissero che a	dissero	che	a	dire	che	a	VERB	SCONJ	ADP
('un_uno_DET', 'cattivo_cattivo_ADJ', 'odore_odore_NOUN')	18	un cattivo odore	un	cattivo	odore	uno	cattivo	odore	DET	ADJ	NOUN
('è_essere_AUX', 'un_uno_DET', 'ingegnere_ingegnere_NOUN')	18	è un ingegnere	è	un	ingegnere	essere	uno	ingegnere	AUX	DET	NOUN
