gram2_key	count	substr	term_1	term_2	lemma_1	lemma_2	pos_1	pos_2
('scuola_scuola_NOUN', 'ieri_ieri_ADV')	10	scuola ieri	scuola	ieri	scuola	ieri	NOUN	ADV
('così_così_ADV', 'stupido_stupido_ADJ')	10	così stupido	così	stupido	così	stupido	ADV	ADJ
('che_che_SCONJ', 'hai_avere_AUX')	10	che hai	che	hai	che	avere	SCONJ	AUX
('hai_avere_AUX', 'perso_perdere_VERB')	10	hai perso	hai	perso	avere	perdere	AUX	VERB
('era_essere_AUX', 'sicuro_sicuro_ADJ')	10	era sicuro	era	sicuro	essere	sicuro	AUX	ADJ
('a_a_ADP', 'urlare_urlare_VERB')	10	a urlare	a	urlare	a	urlare	ADP	VERB
('sono_essere_AUX', 'innamorata_innamorare_VERB')	10	sono innamorata	sono	innamorata	essere	innamorare	AUX	VERB
('lo_lo_PRON', 'stai_stare_AUX')	10	lo stai	lo	stai	lo	stare	PRON	AUX
('sto_essere_AUX', 'provando_provare_VERB')	10	sto provando	sto	provando	essere	provare	AUX	VERB
('suo_suo_DET', 'successo_successo_NOUN')	10	suo successo	suo	successo	suo	successo	DET	NOUN
('forse_forse_ADV', 'è_essere_AUX')	10	forse è	forse	è	forse	essere	ADV	AUX
('la_il_DET', 'scelta_scelta_NOUN')	10	la scelta	la	scelta	il	scelta	DET	NOUN
('vi_vi_PRON', 'serve_servire_VERB')	10	vi serve	vi	serve	vi	servire	PRON	VERB
('ad_a_ADP', 'ascoltare_ascoltare_VERB')	10	ad ascoltare	ad	ascoltare	a	ascoltare	ADP	VERB
('stato_essere_AUX', 'colpito_colpire_VERB')	10	stato colpito	stato	colpito	essere	colpire	AUX	VERB
('alzato_alzare_VERB', 'la_il_DET')	10	alzato la	alzato	la	alzare	il	VERB	DET
('durante_durante_ADP', 'il_il_DET')	10	durante il	durante	il	durante	il	ADP	DET
('un_uno_DET', 'esempio_esempio_NOUN')	10	un esempio	un	esempio	uno	esempio	DET	NOUN
('sua_suo_DET', 'penna_penna_NOUN')	10	sua penna	sua	penna	suo	penna	DET	NOUN
('apra_aprire_VERB', 'la_il_DET')	10	apra la	apra	la	aprire	il	VERB	DET
('che_che_PRON', 'penso_pensare_VERB')	10	che penso	che	penso	che	pensare	PRON	VERB
('non_non_ADV', 'piangere_piangere_VERB')	10	non piangere	non	piangere	non	piangere	ADV	VERB
('sta_stare_AUX', 'sentendo_sentire_VERB')	10	sta sentendo	sta	sentendo	stare	sentire	AUX	VERB
('ricordi_ricordare_VERB', 'di_di_ADP')	10	ricordi	ricordi	di	ricordare	di	VERB	ADP
('quanti_quanto_DET', 'soldi_soldo_NOUN')	10	quanti soldi	quanti	soldi	quanto	soldo	DET	NOUN
('loro_loro_PRON', 'il_il_DET')	10	loro il	loro	il	loro	il	PRON	DET
('mettere_mettere_VERB', 'in_in_ADP')	10	mettere in	mettere	in	mettere	in	VERB	ADP
"(""l'_il_DET"", 'azienda_azienda_NOUN')"	10	l'azienda	l'	azienda	il	azienda	DET	NOUN
('erano_essere_AUX', 'davvero_davvero_ADV')	10	erano davvero	erano	davvero	essere	davvero	AUX	ADV
('venuto_venire_VERB', 'in_in_ADP')	10	venuto in	venuto	in	venire	in	VERB	ADP
('ho_avere_VERB', 'le_il_DET')	10	ho le	ho	le	avere	il	VERB	DET
('da_da_ADP', 'sua_suo_DET')	10	da sua	da	sua	da	suo	ADP	DET
('era_essere_AUX', 'mai_mai_ADV')	10	era mai	era	mai	essere	mai	AUX	ADV
"(""l'_il_DET"", 'errore_errore_NOUN')"	10	l'errore	l'	errore	il	errore	DET	NOUN
('solo_solo_ADV', 'per_per_ADP')	10	solo per	solo	per	solo	per	ADV	ADP
('offerto_offrire_VERB', 'di_di_ADP')	10	offerto di	offerto	di	offrire	di	VERB	ADP
('si_si_PRON', 'stavano_stare_AUX')	10	si stavano	si	stavano	si	stare	PRON	AUX
('è_essere_AUX', 'canadese_canadese_ADJ')	10	è canadese	è	canadese	essere	canadese	AUX	ADJ
('scorsa_scorso_ADJ', 'estate_estate_NOUN')	10	scorsa estate	scorsa	estate	scorso	estate	ADJ	NOUN
('leggendo_leggere_VERB', 'il_il_DET')	10	leggendo il	leggendo	il	leggere	il	VERB	DET
('suo_suo_DET', 'cavallo_cavallo_NOUN')	10	suo cavallo	suo	cavallo	suo	cavallo	DET	NOUN
('nessuno_nessuno_PRON', 'ti_ti_PRON')	10	nessuno ti	nessuno	ti	nessuno	ti	PRON	PRON
('piace_piacere_VERB', 'vivere_vivere_VERB')	10	piace vivere	piace	vivere	piacere	vivere	VERB	VERB
('qui_qui_ADV', 'ieri_ieri_ADV')	10	qui ieri	qui	ieri	qui	ieri	ADV	ADV
('dovete_dovere_AUX', 'fare_fare_VERB')	10	dovete fare	dovete	fare	dovere	fare	AUX	VERB
('in_in_ADP', 'aereo_aereo_NOUN')	10	in aereo	in	aereo	in	aereo	ADP	NOUN
"(""all'_a_ADP"", 'età_età_NOUN')"	10	all'età	all'	età	a	età	ADP	NOUN
('abbia_avere_VERB', 'un_uno_DET')	10	abbia un	abbia	un	avere	uno	VERB	DET
('io_io_PRON', 'vidi_vedere_VERB')	10	io vidi	io	vidi	io	vedere	PRON	VERB
('sapere_sapere_VERB', 'chi_chi_PRON')	10	sapere chi	sapere	chi	sapere	chi	VERB	PRON
('lo_lo_PRON', 'hanno_avere_AUX')	10	lo hanno	lo	hanno	lo	avere	PRON	AUX
('ha_avere_AUX', 'lavato_lavare_VERB')	10	ha lavato	ha	lavato	avere	lavare	AUX	VERB
('promise_promettere_VERB', 'di_di_ADP')	10	promise di	promise	di	promettere	di	VERB	ADP
('gli_il_DET', 'amici_amico_NOUN')	10	gli amici	gli	amici	il	amico	DET	NOUN
('ci_ci_PRON', 'dia_dare_VERB')	10	ci dia	ci	dia	ci	dare	PRON	VERB
('messaggio_messaggio_NOUN', 'per_per_ADP')	10	messaggio per	messaggio	per	messaggio	per	NOUN	ADP
('giù_giù_ADV', 'il_il_DET')	10	giù il	giù	il	giù	il	ADV	DET
('un_uno_DET', 'brutto_brutto_ADJ')	10	un brutto	un	brutto	uno	brutto	DET	ADJ
"(""dall'_da_ADP"", 'altra_altro_ADJ')"	10	dall'altra	dall'	altra	da	altro	ADP	ADJ
('invitato_invitare_VERB', 'alla_a_ADP')	10	invitato alla	invitato	alla	invitare	a	VERB	ADP
('dimenticato_dimenticare_VERB', 'il_il_DET')	10	dimenticato il	dimenticato	il	dimenticare	il	VERB	DET
('risolto_risolvere_VERB', 'il_il_DET')	10	risolto il	risolto	il	risolvere	il	VERB	DET
('una_uno_DET', 'scelta_scelta_NOUN')	10	una scelta	una	scelta	uno	scelta	DET	NOUN
('li_li_PRON', 'posso_potere_AUX')	10	li posso	li	posso	li	potere	PRON	AUX
('ha_avere_AUX', 'notato_notare_VERB')	10	ha notato	ha	notato	avere	notare	AUX	VERB
"(""nell'_in_ADP"", 'armadio_armadio_NOUN')"	10	nell'armadio	nell'	armadio	in	armadio	ADP	NOUN
('il_il_DET', 'link_link_NOUN')	10	il link	il	link	il	link	DET	NOUN
('ho_avere_AUX', 'mentito_mentire_VERB')	10	ho mentito	ho	mentito	avere	mentire	AUX	VERB
('scusare_scusare_VERB', 'con_con_ADP')	10	scusare con	scusare	con	scusare	con	VERB	ADP
('abbiamo_avere_AUX', 'preso_prendere_VERB')	10	abbiamo preso	abbiamo	preso	avere	prendere	AUX	VERB
('nulla_nu_ADV', 'del_di_ADP')	10	nulla del	nulla	del	nu	di	ADV	ADP
('può_potere_AUX', 'nuotare_nuotare_VERB')	10	può nuotare	può	nuotare	potere	nuotare	AUX	VERB
('comprare_comprare_VERB', 'del_di_ADP')	10	comprare del	comprare	del	comprare	di	VERB	ADP
('la_il_DET', 'stagione_stagione_NOUN')	10	la stagione	la	stagione	il	stagione	DET	NOUN
('era_essere_AUX', 'arrabbiato_arrabbiare_VERB')	10	era arrabbiato	era	arrabbiato	essere	arrabbiare	AUX	VERB
('devo_dovere_AUX', 'essere_essere_AUX')	10	devo essere	devo	essere	dovere	essere	AUX	AUX
('di_di_ADP', 'fermarsi_fermare_VERB')	10	di fermarsi	di	fermarsi	di	fermare	ADP	VERB
('ad_a_ADP', 'aprire_aprire_VERB')	10	ad aprire	ad	aprire	a	aprire	ADP	VERB
('si_si_PRON', 'prende_prendere_VERB')	10	si prende	si	prende	si	prendere	PRON	VERB
('hai_avere_AUX', 'parlato_parlare_VERB')	10	hai parlato	hai	parlato	avere	parlare	AUX	VERB
('suo_suo_DET', 'errore_errore_NOUN')	10	suo errore	suo	errore	suo	errore	DET	NOUN
('dal_da_ADP', 'dentista_dentista_NOUN')	10	dal dentista	dal	dentista	da	dentista	ADP	NOUN
('già_già_ADV', 'stata_essere_AUX')	10	già stata	già	stata	già	essere	ADV	AUX
('il_il_DET', 'miele_miele_NOUN')	10	il miele	il	miele	il	miele	DET	NOUN
('pensare_pensare_VERB', 'a_a_ADP')	10		pensare	a	pensare	a	VERB	ADP
('dice_dire_VERB', 'la_il_DET')	10	dice la	dice	la	dire	il	VERB	DET
('un_uno_DET', 'gentiluomo_gentiluomo_NOUN')	10	un gentiluomo	un	gentiluomo	uno	gentiluomo	DET	NOUN
('suo_suo_DET', 'comportamento_comportamento_NOUN')	10	suo comportamento	suo	comportamento	suo	comportamento	DET	NOUN
('mai_mai_ADV', 'niente_niente_PRON')	10	mai niente	mai	niente	mai	niente	ADV	PRON
"('sei_essere_AUX', ""l'_il_DET"")"	10	sei l'	sei	l'	essere	il	AUX	DET
('avere_avere_VERB', 'la_il_DET')	10	avere la	avere	la	avere	il	VERB	DET
('dopo_dopo_ADP', 'cena_cena_NOUN')	10	dopo cena	dopo	cena	dopo	cena	ADP	NOUN
('indossando_indossare_VERB', 'una_uno_DET')	10	indossando una	indossando	una	indossare	uno	VERB	DET
('ancora_ancora_ADV', 'più_più_ADV')	10	ancora più	ancora	più	ancora	più	ADV	ADV
('forse_forse_ADV', 'dovrei_dovere_AUX')	10	forse dovrei	forse	dovrei	forse	dovere	ADV	AUX
('tuo_tuo_DET', 'libro_libro_NOUN')	10	tuo libro	tuo	libro	tuo	libro	DET	NOUN
"('come_come_ADV', ""l'_lo_PRON"")"	10	come l'	come	l'	come	lo	ADV	PRON
('suoi_suo_DET', 'libri_libro_NOUN')	10	suoi libri	suoi	libri	suo	libro	DET	NOUN
('parte_parte_NOUN', 'vostra_vostro_DET')	10	parte vostra	parte	vostra	parte	vostro	NOUN	DET
('dovremmo_dovere_AUX', 'parlare_parlare_VERB')	10	dovremmo parlare	dovremmo	parlare	dovere	parlare	AUX	VERB
('noi_noi_PRON', 'andiamo_andare_VERB')	10	noi andiamo	noi	andiamo	noi	andare	PRON	VERB
('ammesso_ammettere_VERB', 'di_di_ADP')	10	ammesso di	ammesso	di	ammettere	di	VERB	ADP
('più_più_ADV', 'che_che_ADP')	10	più che	più	che	più	che	ADV	ADP
('non_non_ADV', 'averlo_avere_AUX')	10	non averlo	non	averlo	non	avere	ADV	AUX
('un_uno_DET', 'amante_amante_NOUN')	10	un amante	un	amante	uno	amante	DET	NOUN
('per_per_ADP', 'qualcosa_qualcosa_PRON')	10	per qualcosa	per	qualcosa	per	qualcosa	ADP	PRON
('altro_altro_ADJ', 'giorno_giorno_NOUN')	10	altro giorno	altro	giorno	altro	giorno	ADJ	NOUN
('impegnata_impegnare_VERB', 'per_per_ADP')	10	impegnata per	impegnata	per	impegnare	per	VERB	ADP
"(""cos'_cosa_PRON"", 'è_essere_VERB')"	10	cos'è	cos'	è	cosa	essere	PRON	VERB
('dovrebbe_dovere_AUX', 'parlare_parlare_VERB')	10	dovrebbe parlare	dovrebbe	parlare	dovere	parlare	AUX	VERB
('stato_essere_AUX', 'occupato_occupare_VERB')	10	stato occupato	stato	occupato	essere	occupare	AUX	VERB
('può_potere_AUX', 'fidare_fidare_VERB')	10	può fidare	può	fidare	potere	fidare	AUX	VERB
('è_essere_AUX', 'trasferito_trasferire_VERB')	10	è trasferito	è	trasferito	essere	trasferire	AUX	VERB
('piano_piano_NOUN', 'è_essere_AUX')	10	piano è	piano	è	piano	essere	NOUN	AUX
('dietro_dietro_ADP', 'le_il_DET')	10	dietro le	dietro	le	dietro	il	ADP	DET
('ho_avere_VERB', 'nulla_nu_ADV')	10	ho nulla	ho	nulla	avere	nu	VERB	ADV
('vostro_vostro_DET', 'computer_computer_NOUN')	10	vostro computer	vostro	computer	vostro	computer	DET	NOUN
('è_essere_AUX', 'nascosto_nascondere_VERB')	10	è nascosto	è	nascosto	essere	nascondere	AUX	VERB
('o_o_CCONJ', 'contro_contro_ADP')	10	o o contro	o	contro	o	contro	CCONJ	ADP
('in_in_ADP', 'autunno_autunno_NOUN')	10	in autunno	in	autunno	in	autunno	ADP	NOUN
('prendere_prendere_VERB', 'le_il_DET')	10	prendere le	prendere	le	prendere	il	VERB	DET
('avrò_avere_VERB', 'bisogno_bisogno_NOUN')	10	avrò bisogno	avrò	bisogno	avere	bisogno	VERB	NOUN
('tuo_tuo_DET', 'piano_piano_NOUN')	10	tuo piano	tuo	piano	tuo	piano	DET	NOUN
('fu_essere_AUX', 'un_uno_DET')	10	fu un	fu	un	essere	uno	AUX	DET
('nave_nave_NOUN', 'è_essere_AUX')	10	nave è	nave	è	nave	essere	NOUN	AUX
('disse_dire_VERB', 'mai_mai_ADV')	10	disse mai	disse	mai	dire	mai	VERB	ADV
('come_come_SCONJ', 'ti_ti_PRON')	10	come ti	come	ti	come	ti	SCONJ	PRON
('le_il_DET', 'amiche_amico_NOUN')	10	le amiche	le	amiche	il	amico	DET	NOUN
('ha_avere_AUX', 'tirato_tirare_VERB')	10	ha tirato	ha	tirato	avere	tirare	AUX	VERB
('il_il_DET', 'russo_russo_NOUN')	10	il russo	il	russo	il	russo	DET	NOUN
('dallo_da_ADP', 'zoo_zoo_NOUN')	10	dallo zoo	dallo	zoo	da	zoo	ADP	NOUN
('un_uno_DET', 'gioco_gioco_NOUN')	10	un gioco	un	gioco	uno	gioco	DET	NOUN
('devo_dovere_AUX', 'dire_dire_VERB')	10	devo dire	devo	dire	dovere	dire	AUX	VERB
('quella_quello_DET', 'lettera_lettera_NOUN')	10	quella lettera	quella	lettera	quello	lettera	DET	NOUN
('ha_avere_AUX', 'guidato_guidare_VERB')	10	ha guidato	ha	guidato	avere	guidare	AUX	VERB
('ha_avere_VERB', 'molta_molto_DET')	10	ha molta	ha	molta	avere	molto	VERB	DET
('alcune_alcuno_DET', 'cose_cosa_NOUN')	10	alcune cose	alcune	cose	alcuno	cosa	DET	NOUN
('insegnando_insegnare_VERB', 'il_il_DET')	10	insegnando il	insegnando	il	insegnare	il	VERB	DET
('mio_mio_DET', 'compleanno_compleanno_NOUN')	10	mio compleanno	mio	compleanno	mio	compleanno	DET	NOUN
('impegnato_impegnare_VERB', 'oggi_oggi_ADV')	10	impegnato oggi	impegnato	oggi	impegnare	oggi	VERB	ADV
('un_uno_DET', 'peccato_peccato_NOUN')	10	un peccato	un	peccato	uno	peccato	DET	NOUN
('sta_stare_AUX', 'piovendo_piovere_VERB')	10	sta piovendo	sta	piovendo	stare	piovere	AUX	VERB
('hai_avere_AUX', 'conosciuto_conoscere_VERB')	10	hai conosciuto	hai	conosciuto	avere	conoscere	AUX	VERB
('molto_molto_ADV', 'bella_bello_ADJ')	10	molto bella	molto	bella	molto	bello	ADV	ADJ
('un_uno_DET', 'pony_pony_NOUN')	10	un pony	un	pony	uno	pony	DET	NOUN
('come_come_ADV', 'potete_potere_AUX')	10	come potete	come	potete	come	potere	ADV	AUX
('me_me_PRON', 'stessa_stesso_ADJ')	10	me stessa	me	stessa	me	stesso	PRON	ADJ
('pronti_pronto_ADJ', 'ad_a_ADP')	10	pronti ad	pronti	ad	pronto	a	ADJ	ADP
('gli_gli_PRON', 'chiesi_chiedere_VERB')	10	gli chiesi	gli	chiesi	gli	chiedere	PRON	VERB
('visto_vedere_VERB', 'i_il_DET')	10	vi	visto	i	vedere	il	VERB	DET
('pensi_pensare_VERB', 'del_di_ADP')	10	pensi del	pensi	del	pensare	di	VERB	ADP
('ufficio_ufficio_NOUN', 'di_di_ADP')	10	ufficio di	ufficio	di	ufficio	di	NOUN	ADP
('lui_lui_PRON', 'ti_ti_PRON')	10	lui ti	lui	ti	lui	ti	PRON	PRON
"(""l'_il_DET"", 'offerta_offerta_NOUN')"	10	l'offerta	l'	offerta	il	offerta	DET	NOUN
('nascondendo_nascondere_VERB', 'da_da_ADP')	10	nascondendo da	nascondendo	da	nascondere	da	VERB	ADP
('appena_appena_ADV', 'fatto_fare_VERB')	10	appena fatto	appena	fatto	appena	fare	ADV	VERB
('male_male_ADV', 'la_il_DET')	10	male la	male	la	male	il	ADV	DET
('sto_essere_AUX', 'dando_dare_VERB')	10	sto dando	sto	dando	essere	dare	AUX	VERB
('chi_chi_PRON', 'vuole_volere_AUX')	10	chi vuole	chi	vuole	chi	volere	PRON	AUX
('sono_essere_AUX', 'completamente_completamente_ADV')	10	sono completamente	sono	completamente	essere	completamente	AUX	ADV
('se_se_SCONJ', 'mi_mi_PRON')	10		se	mi	se	mi	SCONJ	PRON
('mai_mai_ADV', 'giocato_giocare_VERB')	10	mai giocato	mai	giocato	mai	giocare	ADV	VERB
('sua_suo_DET', 'parola_parola_NOUN')	10	sua parola	sua	parola	suo	parola	DET	NOUN
('fare_fare_VERB', 'colazione_colazione_NOUN')	10	fare colazione	fare	colazione	fare	colazione	VERB	NOUN
('ascoltare_ascoltare_VERB', 'la_il_DET')	10	ascoltare la	ascoltare	la	ascoltare	il	VERB	DET
('chiave_chiave_NOUN', 'a_a_ADP')	10		chiave	a	chiave	a	NOUN	ADP
('lo_lo_PRON', 'ama_amare_VERB')	10	lo ama	lo	ama	lo	amare	PRON	VERB
('una_uno_DET', 'bugia_bugia_NOUN')	10	una bugia	una	bugia	uno	bugia	DET	NOUN
('lettera_lettera_NOUN', 'di_di_ADP')	10	lettera di	lettera	di	lettera	di	NOUN	ADP
('ed_e_CCONJ', 'è_essere_AUX')	10		ed	è	e	essere	CCONJ	AUX
('è_essere_AUX', 'quel_quello_DET')	10	è quel	è	quel	essere	quello	AUX	DET
('felice_felice_ADJ', 'con_con_ADP')	10	felice con	felice	con	felice	con	ADJ	ADP
('di_di_ADP', 'stomaco_stomaco_NOUN')	10	di stomaco	di	stomaco	di	stomaco	ADP	NOUN
('vecchia_vecchio_ADJ', 'di_di_ADP')	10	vecchia di	vecchia	di	vecchio	di	ADJ	ADP
"(""l'_il_DET"", 'ananas_ananas_NOUN')"	10	l'ananas	l'	ananas	il	ananas	DET	NOUN
('mi_mi_PRON', 'stava_stare_AUX')	10	mi stava	mi	stava	mi	stare	PRON	AUX
('volevo_volere_AUX', 'fare_fare_VERB')	10	volevo fare	volevo	fare	volere	fare	AUX	VERB
('state_essere_AUX', 'parlando_parlare_VERB')	10	state parlando	state	parlando	essere	parlare	AUX	VERB
('la_il_DET', 'batteria_batteria_NOUN')	10	la batteria	la	batteria	il	batteria	DET	NOUN
('vi_vi_PRON', 'posso_potere_AUX')	10	vi posso	vi	posso	vi	potere	PRON	AUX
('chiesto_chiedere_VERB', 'loro_loro_PRON')	10	chiesto loro	chiesto	loro	chiedere	loro	VERB	PRON
('dammi_dare_VERB', 'una_uno_DET')	10	dammi una	dammi	una	dare	uno	VERB	DET
('non_non_ADV', 'aver_avere_AUX')	10	non aver	non	aver	non	avere	ADV	AUX
('passi_passare_VERB', 'il_il_DET')	10	passi il	passi	il	passare	il	VERB	DET
('non_non_ADV', 'dovrei_dovere_AUX')	10	non dovrei	non	dovrei	non	dovere	ADV	AUX
('il_il_DET', 'rispetto_rispetto_NOUN')	10	il rispetto	il	rispetto	il	rispetto	DET	NOUN
('via_via_NOUN', 'della_di_ADP')	10	via della	via	della	via	di	NOUN	ADP
('ha_avere_AUX', 'distrutto_distruggere_VERB')	10	ha distrutto	ha	distrutto	avere	distruggere	AUX	VERB
('che_che_PRON', 'stava_stare_AUX')	10	che stava	che	stava	che	stare	PRON	AUX
"('rubato_rubare_VERB', ""l'_il_DET"")"	10	rubato l'	rubato	l'	rubare	il	VERB	DET
('continuate_continuare_VERB', 'a_a_ADP')	10	continua	continuate	a	continuare	a	VERB	ADP
('suo_suo_DET', 'avvocato_avvocato_NOUN')	10	suo avvocato	suo	avvocato	suo	avvocato	DET	NOUN
"(""l'_il_DET"", 'odore_odore_NOUN')"	10	l'odore	l'	odore	il	odore	DET	NOUN
('quando_quando_ADV', 'le_le_PRON')	10	quando le	quando	le	quando	le	ADV	PRON
('me_me_PRON', 'dispiace_dispiacere_VERB')	10	me dispiace	me	dispiace	me	dispiacere	PRON	VERB
('deve_dovere_AUX', 'dire_dire_VERB')	10	deve dire	deve	dire	dovere	dire	AUX	VERB
('abbia_avere_AUX', 'detto_dire_VERB')	10	abbia detto	abbia	detto	avere	dire	AUX	VERB
('a_a_ADP', 'quale_quale_DET')	10	a quale	a	quale	a	quale	ADP	DET
('sarà_essere_AUX', 'facile_facile_ADJ')	10	sarà facile	sarà	facile	essere	facile	AUX	ADJ
('dia_dare_VERB', 'il_il_DET')	10	dia il	dia	il	dare	il	VERB	DET
('prese_prendere_VERB', 'un_uno_DET')	10	prese un	prese	un	prendere	uno	VERB	DET
('ho_avere_VERB', 'abbastanza_abbastanza_ADV')	10	ho abbastanza	ho	abbastanza	avere	abbastanza	VERB	ADV
('il_il_DET', 'corpo_corpo_NOUN')	10	il corpo	il	corpo	il	corpo	DET	NOUN
('sta_stare_AUX', 'migliorando_migliorare_VERB')	10	sta migliorando	sta	migliorando	stare	migliorare	AUX	VERB
('una_uno_DET', 'lezione_lezione_NOUN')	10	una lezione	una	lezione	uno	lezione	DET	NOUN
('il_il_DET', 'dito_dito_NOUN')	10	il dito	il	dito	il	dito	DET	NOUN
('io_io_PRON', 'capisco_capire_VERB')	10	io capisco	io	capisco	io	capire	PRON	VERB
('siamo_essere_AUX', 'arrivate_arrivare_VERB')	10	siamo arrivate	siamo	arrivate	essere	arrivare	AUX	VERB
('per_per_ADP', 'chi_chi_PRON')	10	per chi	per	chi	per	chi	ADP	PRON
('lui_lui_PRON', 'per_per_ADP')	10	lui per	lui	per	lui	per	PRON	ADP
('stava_stare_AUX', 'fissando_fissare_VERB')	10	stava fissando	stava	fissando	stare	fissare	AUX	VERB
('il_il_DET', 'test_test_NOUN')	10	il test	il	test	il	test	DET	NOUN
('ha_avere_AUX', 'colpito_colpire_VERB')	10	ha colpito	ha	colpito	avere	colpire	AUX	VERB
('letto_leggere_VERB', 'questo_questo_DET')	10	letto questo	letto	questo	leggere	questo	VERB	DET
('buon_buono_ADJ', 'impiego_impiego_NOUN')	10	buon impiego	buon	impiego	buono	impiego	ADJ	NOUN
('mia_mio_DET', 'domanda_domanda_NOUN')	10	mia domanda	mia	domanda	mio	domanda	DET	NOUN
('a_a_ADP', 'ballare_ballare_VERB')	10	a ballare	a	ballare	a	ballare	ADP	VERB
('voglio_volere_AUX', 'soltanto_soltanto_ADV')	10	voglio soltanto	voglio	soltanto	volere	soltanto	AUX	ADV
('davvero_davvero_ADV', 'molto_molto_ADV')	10	davvero molto	davvero	molto	davvero	molto	ADV	ADV
"(""un'_uno_DET"", 'ambulanza_ambulanza_NOUN')"	10	un'ambulanza	un'	ambulanza	uno	ambulanza	DET	NOUN
('come_come_ADP', 'suo_suo_DET')	10	come suo	come	suo	come	suo	ADP	DET
('occupato_occupare_VERB', 'per_per_ADP')	10	occupato per	occupato	per	occupare	per	VERB	ADP
('molto_molto_ADV', 'fiero_fiero_ADJ')	10	molto fiero	molto	fiero	molto	fiero	ADV	ADJ
('mia_mio_DET', 'squadra_squadra_NOUN')	10	mia squadra	mia	squadra	mio	squadra	DET	NOUN
('sempre_sempre_ADV', 'il_il_DET')	10	sempre il	sempre	il	sempre	il	ADV	DET
('odia_odiare_VERB', 'le_il_DET')	10	odia le	odia	le	odiare	il	VERB	DET
('già_già_ADV', 'mangiato_mangiare_VERB')	10	già mangiato	già	mangiato	già	mangiare	ADV	VERB
('è_essere_AUX', 'triste_triste_ADJ')	10	è triste	è	triste	essere	triste	AUX	ADJ
('lei_lei_PRON', 'per_per_ADP')	10	lei per	lei	per	lei	per	PRON	ADP
('di_di_ADP', 'capire_capire_VERB')	10	di capire	di	capire	di	capire	ADP	VERB
('avete_avere_AUX', 'parlato_parlare_VERB')	10	avete parlato	avete	parlato	avere	parlare	AUX	VERB
('tuo_tuo_DET', 'cane_cane_NOUN')	10	tuo cane	tuo	cane	tuo	cane	DET	NOUN
('suo_suo_DET', 'orologio_orologio_NOUN')	10	suo orologio	suo	orologio	suo	orologio	DET	NOUN
"(""nell'_in_ADP"", 'acqua_acqua_NOUN')"	10	nell'acqua	nell'	acqua	in	acqua	ADP	NOUN
('il_il_DET', 'sogno_sogno_NOUN')	10	il sogno	il	sogno	il	sogno	DET	NOUN
('abituato_abituare_VERB', 'a_a_ADP')	10	a	abituato	a	abituare	a	VERB	ADP
('comprato_comprare_VERB', 'qualcosa_qualcosa_PRON')	10	comprato qualcosa	comprato	qualcosa	comprare	qualcosa	VERB	PRON
('al_a_ADP', 'nostro_nostro_DET')	10	al nostro	al	nostro	a	nostro	ADP	DET
('voi_voi_PRON', 'ci_ci_PRON')	10	voi ci	voi	ci	voi	ci	PRON	PRON
('che_che_SCONJ', 'può_potere_AUX')	10	che può	che	può	che	potere	SCONJ	AUX
('nella_in_ADP', 'folla_folla_NOUN')	10	nella folla	nella	folla	in	folla	ADP	NOUN
('piuttosto_piuttosto_ADV', 'sicuro_sicuro_ADJ')	10	piuttosto sicuro	piuttosto	sicuro	piuttosto	sicuro	ADV	ADJ
('di_di_ADP', 'fiori_fiore_NOUN')	10	di fiori	di	fiori	di	fiore	ADP	NOUN
('essere_essere_AUX', 'stata_essere_AUX')	10	essere stata	essere	stata	essere	essere	AUX	AUX
('non_non_ADV', 'eravamo_essere_AUX')	10	non eravamo	non	eravamo	non	essere	ADV	AUX
('voi_voi_PRON', 'potete_potere_AUX')	10	voi potete	voi	potete	voi	potere	PRON	AUX
('voglio_volere_AUX', 'guardare_guardare_VERB')	10	voglio guardare	voglio	guardare	volere	guardare	AUX	VERB
('dispiace_dispiacere_VERB', 'per_per_ADP')	10	dispiace per	dispiace	per	dispiacere	per	VERB	ADP
('di_di_ADP', 'vedermi_vedere_VERB')	10	di vedermi	di	vedermi	di	vedere	ADP	VERB
('pensavo_pensare_VERB', 'fossi_essere_AUX')	10	pensavo fossi	pensavo	fossi	pensare	essere	VERB	AUX
('il_il_DET', 'governo_governo_NOUN')	10	il governo	il	governo	il	governo	DET	NOUN
('è_essere_AUX', 'chiusa_chiudere_VERB')	10	è chiusa	è	chiusa	essere	chiudere	AUX	VERB
('che_che_PRON', 'vive_vivere_VERB')	10	che vive	che	vive	che	vivere	PRON	VERB
('ha_avere_AUX', 'piantato_piantare_VERB')	10	ha piantato	ha	piantato	avere	piantare	AUX	VERB
('ha_avere_AUX', 'nuotato_nuotare_VERB')	10	ha nuotato	ha	nuotato	avere	nuotare	AUX	VERB
('avete_avere_VERB', 'ancora_ancora_ADV')	10	avete ancora	avete	ancora	avere	ancora	VERB	ADV
('farlo_fare_VERB', 'senza_senza_ADP')	10	farlo senza	farlo	senza	fare	senza	VERB	ADP
('o_o_CCONJ', 'contrario_contrario_ADJ')	10	orevole o contrario	o	contrario	o	contrario	CCONJ	ADJ
('amano_amare_VERB', 'il_il_DET')	10	amano il	amano	il	amare	il	VERB	DET
('cui_cui_PRON', 'non_non_ADV')	10	cui non	cui	non	cui	non	PRON	ADV
('una_uno_DET', 'prenotazione_prenotazione_NOUN')	10	una prenotazione	una	prenotazione	uno	prenotazione	DET	NOUN
