gram3_key	count	substr	term_1	term_2	term_3	lemma_1	lemma_2	lemma_3	pos_1	pos_2	pos_3	translation_en
('di_di_ADP', 'sapere_sapere_VERB', 'cosa_cosa_PRON')	7	di sapere cosa	di	sapere	cosa	di	sapere	cosa	ADP	VERB	PRON	
('fai_fare_VERB', 'attenzione_attenzione_NOUN', 'a_a_ADP')	7	fa	fai	attenzione	a	fare	attenzione	a	VERB	NOUN	ADP	
('mangiare_mangiare_VERB', 'al_a_ADP', 'cane_cane_NOUN')	7	mangiare al cane	mangiare	al	cane	mangiare	a	cane	VERB	ADP	NOUN	
('ha_avere_AUX', 'vinto_vincere_VERB', 'il_il_DET')	7	ha vinto il	ha	vinto	il	avere	vincere	il	AUX	VERB	DET	
"(""po'_poco_ADV"", 'giovane_giovane_ADJ', 'per_per_ADP')"	7	po' giovane per	po'	giovane	per	poco	giovane	per	ADV	ADJ	ADP	
('pensavo_pensare_VERB', 'che_che_SCONJ', 'sarei_essere_AUX')	7	pensavo che sarei	pensavo	che	sarei	pensare	che	essere	VERB	SCONJ	AUX	
('scrisse_scrivere_VERB', 'una_uno_DET', 'lettera_lettera_NOUN')	7	scrisse una lettera	scrisse	una	lettera	scrivere	uno	lettera	VERB	DET	NOUN	
('con_con_ADP', 'sua_suo_DET', 'sorella_sorella_NOUN')	7	con sua sorella	con	sua	sorella	con	suo	sorella	ADP	DET	NOUN	
('si_si_PRON', 'sentiva_sentire_VERB', 'molto_molto_ADV')	7	si sentiva molto	si	sentiva	molto	si	sentire	molto	PRON	VERB	ADV	
('sarei_essere_AUX', 'felice_felice_ADJ', 'di_di_ADP')	7	sarei felice di	sarei	felice	di	essere	felice	di	AUX	ADJ	ADP	
('la_il_DET', 'festa_festa_NOUN', 'di_di_ADP')	7	la festa di	la	festa	di	il	festa	di	DET	NOUN	ADP	
('io_io_PRON', 'gioco_gioco_VERB', 'a_a_ADP')	7	io gioco a	io	gioco	a	io	gioco	a	PRON	VERB	ADP	
"(""dov'_dove_ADV"", 'era_essere_AUX', 'la_il_DET')"	7	dov'era la	dov'	era	la	dove	essere	il	ADV	AUX	DET	
('so_sapere_VERB', 'che_che_SCONJ', 'lei_lei_PRON')	7	so che lei	so	che	lei	sapere	che	lei	VERB	SCONJ	PRON	
('perso_perdere_VERB', 'la_il_DET', 'scommessa_scommessa_NOUN')	7	perso la scommessa	perso	la	scommessa	perdere	il	scommessa	VERB	DET	NOUN	
('il_il_DET', 'nostro_nostro_DET', 'lavoro_lavoro_NOUN')	7	il nostro lavoro	il	nostro	lavoro	il	nostro	lavoro	DET	DET	NOUN	
('come_come_ADV', 'si_si_PRON', 'dice_dire_VERB')	7	come si dice	come	si	dice	come	si	dire	ADV	PRON	VERB	
('mi_mi_PRON', 'ha_avere_AUX', 'parlato_parlare_VERB')	7	mi ha parlato	mi	ha	parlato	mi	avere	parlare	PRON	AUX	VERB	
('appena_appena_ADV', 'finito_finire_VERB', 'di_di_ADP')	7	appena finito di	appena	finito	di	appena	finire	di	ADV	VERB	ADP	
('non_non_ADV', 'hanno_avere_AUX', 'ancora_ancora_ADV')	7	non hanno ancora	non	hanno	ancora	non	avere	ancora	ADV	AUX	ADV	
('non_non_ADV', 'si_si_PRON', 'ricorda_ricordare_VERB')	7	non si ricorda	non	si	ricorda	non	si	ricordare	ADV	PRON	VERB	
('che_che_PRON', 'possiamo_potere_AUX', 'fare_fare_VERB')	7	che possiamo fare	che	possiamo	fare	che	potere	fare	PRON	AUX	VERB	
('cosa_cosa_PRON', 'vuoi_volere_AUX', 'fare_fare_VERB')	7	cosa vuoi fare	cosa	vuoi	fare	cosa	volere	fare	PRON	AUX	VERB	
('lasciato_lasciare_VERB', 'la_il_DET', 'sua_suo_DET')	7	lasciato la sua	lasciato	la	sua	lasciare	il	suo	VERB	DET	DET	
"('un_uno_DET', ""po'_poco_ADV"", 'in_in_ADP')"	7	un po' in	un	po'	in	uno	poco	in	DET	ADV	ADP	
('lavorando_lavorare_VERB', 'per_per_ADP', 'loro_loro_PRON')	7	lavorando per loro	lavorando	per	loro	lavorare	per	loro	VERB	ADP	PRON	
('in_in_ADP', 'prestito_prestito_NOUN', 'dei_di_ADP')	7	in prestito dei	in	prestito	dei	in	prestito	di	ADP	NOUN	ADP	
('prestito_prestito_NOUN', 'dei_di_ADP', 'soldi_soldo_NOUN')	7	prestito dei soldi	prestito	dei	soldi	prestito	di	soldo	NOUN	ADP	NOUN	
('detto_dire_VERB', 'a_a_ADP', 'nessuno_nessuno_PRON')	7	detto a nessuno	detto	a	nessuno	dire	a	nessuno	VERB	ADP	PRON	
('che_che_SCONJ', 'voi_voi_PRON', 'siete_essere_AUX')	7	che voi siete	che	voi	siete	che	voi	essere	SCONJ	PRON	AUX	
('non_non_ADV', 'hanno_avere_AUX', 'mai_mai_ADV')	7	non hanno mai	non	hanno	mai	non	avere	mai	ADV	AUX	ADV	
"(""l'_lo_PRON"", 'hai_avere_AUX', 'fatto_fare_VERB')"	7	l'hai fatto	l'	hai	fatto	lo	avere	fare	PRON	AUX	VERB	
('la_il_DET', 'sua_suo_DET', 'gatta_gatta_NOUN')	7	la sua gatta	la	sua	gatta	il	suo	gatta	DET	DET	NOUN	
('del_di_ADP', 'cibo_cibo_NOUN', 'a_a_ADP')	7		del	cibo	a	di	cibo	a	ADP	NOUN	ADP	
('compagno_compagno_NOUN', 'di_di_ADP', 'stanza_stanza_NOUN')	7	compagno di stanza	compagno	di	stanza	compagno	di	stanza	NOUN	ADP	NOUN	
('non_non_ADV', 'mi_mi_PRON', 'interessa_interessare_VERB')	7	non mi interessa	non	mi	interessa	non	mi	interessare	ADV	PRON	VERB	
('stai_stare_AUX', 'cercando_cercare_VERB', 'di_di_ADP')	7	stai cercando di	stai	cercando	di	stare	cercare	di	AUX	VERB	ADP	
('ha_avere_AUX', 'dato_dare_VERB', 'da_da_ADP')	7	ha da	ha	dato	da	avere	dare	da	AUX	VERB	ADP	
('libri_libro_NOUN', 'da_da_ADP', 'leggere_leggere_VERB')	7	libri da leggere	libri	da	leggere	libro	da	leggere	NOUN	ADP	VERB	
('è_essere_AUX', 'successo_succedere_VERB', 'davvero_davvero_ADV')	7	è successo davvero	è	successo	davvero	essere	succedere	davvero	AUX	VERB	ADV	
('non_non_ADV', 'posso_potere_AUX', 'fare_fare_VERB')	7	non posso fare	non	posso	fare	non	potere	fare	ADV	AUX	VERB	
"('ho_avere_VERB', ""un'_uno_DET"", 'amica_amico_NOUN')"	7	ho un'amica	ho	un'	amica	avere	uno	amico	VERB	DET	NOUN	
('io_io_PRON', 'sono_essere_AUX', 'nata_nascere_VERB')	7	io sono nata	io	sono	nata	io	essere	nascere	PRON	AUX	VERB	
('comprato_comprare_VERB', 'questo_questo_PRON', 'per_per_ADP')	7	comprato questo per	comprato	questo	per	comprare	questo	per	VERB	PRON	ADP	
('finire_finire_VERB', 'il_il_DET', 'lavoro_lavoro_NOUN')	7	finire il lavoro	finire	il	lavoro	finire	il	lavoro	VERB	DET	NOUN	
('lo_lo_PRON', 'dirò_dire_VERB', 'a_a_ADP')	7	lo dirò a	lo	dirò	a	lo	dire	a	PRON	VERB	ADP	
('sembra_sembrare_VERB', 'che_che_SCONJ', 'tu_tu_PRON')	7	sembra che tu	sembra	che	tu	sembrare	che	tu	VERB	SCONJ	PRON	
('nulla_nu_ADV', 'del_di_ADP', 'genere_genere_NOUN')	7	nulla del genere	nulla	del	genere	nu	di	genere	ADV	ADP	NOUN	
('lasciarmi_lasciare_VERB', 'da_da_ADP', 'sola_solo_ADJ')	7	lasciarmi da sola	lasciarmi	da	sola	lasciare	da	solo	VERB	ADP	ADJ	
('il_il_DET', 'sogno_sogno_NOUN', 'di_di_ADP')	7	il sogno di	il	sogno	di	il	sogno	di	DET	NOUN	ADP	
('a_a_ADP', 'trovare_trovare_VERB', 'un_uno_DET')	7	a a trovare un	a	trovare	un	a	trovare	uno	ADP	VERB	DET	
('trovare_trovare_VERB', 'un_uno_DET', 'lavoro_lavoro_NOUN')	7	trovare un lavoro	trovare	un	lavoro	trovare	uno	lavoro	VERB	DET	NOUN	
('mi_mi_PRON', 'può_potere_AUX', 'aiutare_aiutare_VERB')	7	mi può aiutare	mi	può	aiutare	mi	potere	aiutare	PRON	AUX	VERB	
('è_essere_AUX', 'morto_morire_VERB', 'il_il_DET')	7	è morto il	è	morto	il	essere	morire	il	AUX	VERB	DET	
('non_non_ADV', 'vai_andare_VERB', 'a_a_ADP')	7	non va	non	vai	a	non	andare	a	ADV	VERB	ADP	
('il_il_DET', 'ponte_ponte_NOUN', 'è_essere_AUX')	7	il ponte è	il	ponte	è	il	ponte	essere	DET	NOUN	AUX	
('non_non_ADV', 'era_essere_AUX', 'sicuro_sicuro_ADJ')	7	non era sicuro	non	era	sicuro	non	essere	sicuro	ADV	AUX	ADJ	
('una_uno_DET', 'brava_bravo_ADJ', 'persona_persona_NOUN')	7	una brava persona	una	brava	persona	uno	bravo	persona	DET	ADJ	NOUN	
('è_essere_AUX', 'già_già_ADV', 'stato_essere_AUX')	7	è già stato	è	già	stato	essere	già	essere	AUX	ADV	AUX	
"('ancora_ancora_ADV', 'un_uno_DET', ""po'_poco_ADV"")"	7	ancora un po'	ancora	un	po'	ancora	uno	poco	ADV	DET	ADV	
('di_di_ADP', 'non_non_ADV', 'venire_venire_VERB')	7	di non venire	di	non	venire	di	non	venire	ADP	ADV	VERB	
('non_non_ADV', 'le_le_PRON', 'posso_potere_AUX')	7	non le posso	non	le	posso	non	le	potere	ADV	PRON	AUX	
('lava_lavare_VERB', 'la_il_DET', 'sua_suo_DET')	7	lava la sua	lava	la	sua	lavare	il	suo	VERB	DET	DET	
('andare_andare_VERB', 'con_con_ADP', 'loro_loro_PRON')	7	andare con loro	andare	con	loro	andare	con	loro	VERB	ADP	PRON	
('a_a_ADP', 'casa_casa_NOUN', 'ora_ora_ADV')	7	a casa ora	a	casa	ora	a	casa	ora	ADP	NOUN	ADV	
('il_il_DET', 'mio_mio_DET', 'cappello_cappello_NOUN')	7	il mio cappello	il	mio	cappello	il	mio	cappello	DET	DET	NOUN	
('il_il_DET', 'cielo_cielo_NOUN', 'è_essere_AUX')	7	il cielo è	il	cielo	è	il	cielo	essere	DET	NOUN	AUX	
('un_uno_DET', 'animale_animale_NOUN', 'domestico_domestico_ADJ')	7	un animale domestico	un	animale	domestico	uno	animale	domestico	DET	NOUN	ADJ	
"(""c'_ci_PRON"", 'è_essere_VERB', 'in_in_ADP')"	7	c'è in	c'	è	in	ci	essere	in	PRON	VERB	ADP	
('ha_avere_AUX', 'chiesto_chiedere_VERB', 'la_il_DET')	7	ha chiesto la	ha	chiesto	la	avere	chiedere	il	AUX	VERB	DET	
('era_essere_AUX', 'preoccupata_preoccupare_VERB', 'per_per_ADP')	7	era preoccupata per	era	preoccupata	per	essere	preoccupare	per	AUX	VERB	ADP	
('trovato_trovare_VERB', 'un_uno_DET', 'lavoro_lavoro_NOUN')	7	trovato un lavoro	trovato	un	lavoro	trovare	uno	lavoro	VERB	DET	NOUN	
('sta_stare_AUX', 'facendo_fare_VERB', 'per_per_ADP')	7	sta facendo per	sta	facendo	per	stare	fare	per	AUX	VERB	ADP	
"(""com'_come_ADV"", 'è_essere_AUX', 'il_il_DET')"	7	com'è il	com'	è	il	come	essere	il	ADV	AUX	DET	
"(""l'_lo_PRON"", 'ha_avere_AUX', 'comprato_comprare_VERB')"	7	l'ha comprato	l'	ha	comprato	lo	avere	comprare	PRON	AUX	VERB	
('non_non_ADV', 'dimenticare_dimenticare_VERB', 'di_di_ADP')	7	non di	non	dimenticare	di	non	dimenticare	di	ADV	VERB	ADP	
('di_di_ADP', 'tempo_tempo_NOUN', 'per_per_ADP')	7	di tempo per	di	tempo	per	di	tempo	per	ADP	NOUN	ADP	
('sono_essere_AUX', 'ancora_ancora_ADV', 'in_in_ADP')	7	sono ancora in	sono	ancora	in	essere	ancora	in	AUX	ADV	ADP	
('o_o_CCONJ', 'contro_contro_ADP', 'il_il_DET')	7	o o contro il	o	contro	il	o	contro	il	CCONJ	ADP	DET	
('andare_andare_VERB', 'con_con_ADP', 'voi_voi_PRON')	7	andare con voi	andare	con	voi	andare	con	voi	VERB	ADP	PRON	
"('ce_ce_PRON', ""l'_lo_PRON"", 'hai_avere_VERB')"	7	ce l'hai	ce	l'	hai	ce	lo	avere	PRON	PRON	VERB	
('non_non_ADV', 'possiamo_potere_AUX', 'essere_essere_AUX')	7	non possiamo essere	non	possiamo	essere	non	potere	essere	ADV	AUX	AUX	
('tutti_tutto_DET', 'i_il_DET', 'nostri_nostro_DET')	7	tutti i nostri	tutti	i	nostri	tutto	il	nostro	DET	DET	DET	
('con_con_ADP', 'lei_lei_PRON', 'per_per_ADP')	7	con lei per	con	lei	per	con	lei	per	ADP	PRON	ADP	
('che_che_PRON', 'abita_abitare_VERB', 'a_a_ADP')	7		che	abita	a	che	abitare	a	PRON	VERB	ADP	
('un_uno_DET', 'computer_computer_NOUN', 'nuovo_nuovo_ADJ')	7	un computer nuovo	un	computer	nuovo	uno	computer	nuovo	DET	NOUN	ADJ	
('prima_prima_ADV', 'o_o_CCONJ', 'poi_poi_ADV')	7	prima o poi	prima	o	poi	prima	o	poi	ADV	CCONJ	ADV	
('non_non_ADV', 'mi_mi_PRON', 'posso_potere_AUX')	7	non mi posso	non	mi	posso	non	mi	potere	ADV	PRON	AUX	
('le_il_DET', 'mie_mio_DET', 'figlie_figlia_NOUN')	7	le mie figlie	le	mie	figlie	il	mio	figlia	DET	DET	NOUN	
('sei_essere_AUX', 'andato_andare_VERB', 'a_a_ADP')	7	sei a	sei	andato	a	essere	andare	a	AUX	VERB	ADP	
('i_il_DET', 'loro_loro_DET', 'compiti_compito_NOUN')	7	inirono i loro compiti	i	loro	compiti	il	loro	compito	DET	DET	NOUN	
('non_non_ADV', 'aveva_avere_VERB', 'molto_molto_DET')	7	non aveva molto	non	aveva	molto	non	avere	molto	ADV	VERB	DET	
('bisogno_bisogno_NOUN', 'di_di_ADP', 'vedere_vedere_VERB')	7	bisogno di vedere	bisogno	di	vedere	bisogno	di	vedere	NOUN	ADP	VERB	
('dove_dove_ADV', 'le_le_PRON', 'hai_avere_AUX')	7	dove le hai	dove	le	hai	dove	le	avere	ADV	PRON	AUX	
('non_non_ADV', 'ho_avere_AUX', 'dormito_dormire_VERB')	7	non ho dormito	non	ho	dormito	non	avere	dormire	ADV	AUX	VERB	
('io_io_PRON', 'sono_essere_AUX', 'solo_solo_ADV')	7	io sono solo	io	sono	solo	io	essere	solo	PRON	AUX	ADV	
('sono_essere_AUX', 'solo_solo_ADV', 'un_uno_DET')	7	sono solo un	sono	solo	un	essere	solo	uno	AUX	ADV	DET	
('prima_prima_ADV', 'di_di_ADP', 'cena_cena_NOUN')	7	prima di cena	prima	di	cena	prima	di	cena	ADV	ADP	NOUN	
('sia_sia_CCONJ', 'io_io_PRON', 'che_che_SCONJ')	7	sia io che	sia	io	che	sia	io	che	CCONJ	PRON	SCONJ	
('un_uno_DET', 'lavoro_lavoro_NOUN', 'per_per_ADP')	7	un lavoro per	un	lavoro	per	uno	lavoro	per	DET	NOUN	ADP	
('io_io_PRON', 'ero_essere_AUX', 'a_a_ADP')	7	io ero a	io	ero	a	io	essere	a	PRON	AUX	ADP	
('dice_dire_VERB', 'che_che_SCONJ', 'sarà_essere_AUX')	7	dice che sarà	dice	che	sarà	dire	che	essere	VERB	SCONJ	AUX	
"(""c'_ci_PRON"", 'è_essere_VERB', 'tempo_tempo_NOUN')"	7	c'è tempo	c'	è	tempo	ci	essere	tempo	PRON	VERB	NOUN	
('non_non_ADV', 'ero_essere_AUX', 'pronto_pronto_ADJ')	7	non ero pronto	non	ero	pronto	non	essere	pronto	ADV	AUX	ADJ	
('è_essere_AUX', 'la_il_DET', 'più_più_ADV')	7	è la più	è	la	più	essere	il	più	AUX	DET	ADV	
('i_il_DET', 'vostri_vostro_DET', 'genitori_genitore_NOUN')	7	i vostri genitori	i	vostri	genitori	il	vostro	genitore	DET	DET	NOUN	
('era_essere_AUX', 'piena_pieno_ADJ', 'di_di_ADP')	7	era piena di	era	piena	di	essere	pieno	di	AUX	ADJ	ADP	
('con_con_ADP', 'il_il_DET', 'latte_latte_NOUN')	7	con il latte	con	il	latte	con	il	latte	ADP	DET	NOUN	
('ci_ci_PRON', 'possiamo_potere_AUX', 'fidare_fidare_VERB')	7	ci possiamo fidare	ci	possiamo	fidare	ci	potere	fidare	PRON	AUX	VERB	
('la_il_DET', 'sua_suo_DET', 'voce_voce_NOUN')	7	la sua voce	la	sua	voce	il	suo	voce	DET	DET	NOUN	
('libro_libro_NOUN', 'è_essere_AUX', 'molto_molto_ADV')	7	libro è molto	libro	è	molto	libro	essere	molto	NOUN	AUX	ADV	
('è_essere_AUX', 'più_più_ADV', 'forte_forte_ADJ')	7	è più forte	è	più	forte	essere	più	forte	AUX	ADV	ADJ	
('me_me_PRON', 'non_non_ADV', 'serve_servire_VERB')	7	me non serve	me	non	serve	me	non	servire	PRON	ADV	VERB	
('il_il_DET', 'piano_piano_NOUN', 'di_di_ADP')	7	il piano di	il	piano	di	il	piano	di	DET	NOUN	ADP	
"('dove_dove_ADV', ""l'_lo_PRON"", 'hai_avere_AUX')"	7	dove l'hai	dove	l'	hai	dove	lo	avere	ADV	PRON	AUX	
('che_che_SCONJ', 'non_non_ADV', 'sarebbe_essere_AUX')	7	che non sarebbe	che	non	sarebbe	che	non	essere	SCONJ	ADV	AUX	
('giocare_giocare_VERB', 'bene_bene_ADV', 'a_a_ADP')	7		giocare	bene	a	giocare	bene	a	VERB	ADV	ADP	
('meglio_meglio_ADV', 'a_a_ADP', 'non_non_ADV')	7	meglio a non	meglio	a	non	meglio	a	non	ADV	ADP	ADV	
('molto_molto_ADV', 'il_il_DET', 'suo_suo_DET')	7	molto il suo	molto	il	suo	molto	il	suo	ADV	DET	DET	
('ha_avere_AUX', 'finito_finire_VERB', 'di_di_ADP')	7	ha finito di	ha	finito	di	avere	finire	di	AUX	VERB	ADP	
('questa_questo_DET', 'scatola_scatola_NOUN', 'è_essere_AUX')	7	questa scatola è	questa	scatola	è	questo	scatola	essere	DET	NOUN	AUX	
('lavato_lavare_VERB', 'la_il_DET', 'sua_suo_DET')	7	lavato la sua	lavato	la	sua	lavare	il	suo	VERB	DET	DET	
('ha_avere_VERB', 'la_il_DET', 'sua_suo_DET')	7	ha la sua	ha	la	sua	avere	il	suo	VERB	DET	DET	
('vuoi_volere_AUX', 'parlare_parlare_VERB', 'con_con_ADP')	7	vuoi parlare con	vuoi	parlare	con	volere	parlare	con	AUX	VERB	ADP	
('verità_verità_NOUN', 'è_essere_VERB', 'che_che_SCONJ')	7	verità è che	verità	è	che	verità	essere	che	NOUN	VERB	SCONJ	
('mi_mi_PRON', 'ha_avere_AUX', 'comprato_comprare_VERB')	7	mi ha comprato	mi	ha	comprato	mi	avere	comprare	PRON	AUX	VERB	
('è_essere_AUX', 'il_il_DET', 'figlio_figlio_NOUN')	7	è il figlio	è	il	figlio	essere	il	figlio	AUX	DET	NOUN	
('dicono_dire_VERB', 'di_di_ADP', 'essere_essere_AUX')	7	dicono di essere	dicono	di	essere	dire	di	essere	VERB	ADP	AUX	
('della_di_ADP', 'sua_suo_DET', 'vita_vita_NOUN')	7	della sua vita	della	sua	vita	di	suo	vita	ADP	DET	NOUN	
('piace_piacere_VERB', 'il_il_DET', 'tennis_tennis_NOUN')	7	piace il tennis	piace	il	tennis	piacere	il	tennis	VERB	DET	NOUN	
('è_essere_AUX', 'molto_molto_ADV', 'intelligente_intelligente_ADJ')	7	è molto intelligente	è	molto	intelligente	essere	molto	intelligente	AUX	ADV	ADJ	
('la_il_DET', 'tua_tuo_DET', 'età_età_NOUN')	7	la tua età	la	tua	età	il	tuo	età	DET	DET	NOUN	
('non_non_ADV', 'lo_lo_PRON', 'avrebbe_avere_AUX')	7	non lo avrebbe	non	lo	avrebbe	non	lo	avere	ADV	PRON	AUX	
('mi_mi_PRON', 'sono_essere_AUX', 'sempre_sempre_ADV')	7	mi sono sempre	mi	sono	sempre	mi	essere	sempre	PRON	AUX	ADV	
('dovuto_dovere_AUX', 'fidare_fidare_VERB', 'di_di_ADP')	7	dovuto fidare di	dovuto	fidare	di	dovere	fidare	di	AUX	VERB	ADP	
('cosa_cosa_PRON', 'dovrei_dovere_AUX', 'fare_fare_VERB')	7	cosa dovrei fare	cosa	dovrei	fare	cosa	dovere	fare	PRON	AUX	VERB	
('paura_paura_NOUN', 'di_di_ADP', 'me_me_PRON')	7	paura di me	paura	di	me	paura	di	me	NOUN	ADP	PRON	
('molto_molto_ADV', 'orgogliosa_orgoglioso_ADJ', 'di_di_ADP')	7	molto orgogliosa di	molto	orgogliosa	di	molto	orgoglioso	di	ADV	ADJ	ADP	
('che_che_SCONJ', 'voleva_volere_AUX', 'andare_andare_VERB')	7	che voleva andare	che	voleva	andare	che	volere	andare	SCONJ	AUX	VERB	
('il_il_DET', 'diritto_diritto_NOUN', 'di_di_ADP')	7	il di	il	diritto	di	il	diritto	di	DET	NOUN	ADP	
('era_essere_AUX', 'un_uno_DET', 'uomo_uomo_NOUN')	7	era un uomo	era	un	uomo	essere	uno	uomo	AUX	DET	NOUN	
('amo_amare_VERB', 'la_il_DET', 'musica_musica_NOUN')	7	amo la musica	amo	la	musica	amare	il	musica	VERB	DET	NOUN	
('disse_dire_VERB', 'che_che_SCONJ', 'pensava_pensare_VERB')	7	disse che pensava	disse	che	pensava	dire	che	pensare	VERB	SCONJ	VERB	
('detto_dire_VERB', 'che_che_SCONJ', 'la_il_DET')	7	detto che la	detto	che	la	dire	che	il	VERB	SCONJ	DET	
('si_si_PRON', 'è_essere_AUX', 'lavata_lavare_VERB')	7	si è lavata	si	è	lavata	si	essere	lavare	PRON	AUX	VERB	
('mi_mi_PRON', 'promise_promettere_VERB', 'che_che_SCONJ')	7	mi promise che	mi	promise	che	mi	promettere	che	PRON	VERB	SCONJ	
('ho_avere_AUX', 'fatto_fare_VERB', 'del_di_ADP')	7	ho fatto del	ho	fatto	del	avere	fare	di	AUX	VERB	ADP	
('la_la_PRON', 'sta_stare_AUX', 'aspettando_aspettare_VERB')	7	la sta aspettando	la	sta	aspettando	la	stare	aspettare	PRON	AUX	VERB	
('ha_avere_AUX', 'finito_finire_VERB', 'la_il_DET')	7	ha finito la	ha	finito	la	avere	finire	il	AUX	VERB	DET	
('io_io_PRON', 'voglio_volere_AUX', 'fare_fare_VERB')	7	io voglio fare	io	voglio	fare	io	volere	fare	PRON	AUX	VERB	
('dare_dare_VERB', 'da_da_ADP', 'mangiare_mangiare_VERB')	7	dare da mangiare	dare	da	mangiare	dare	da	mangiare	VERB	ADP	VERB	
('perché_perché_ADV', 'lo_lo_PRON', 'avete_avere_AUX')	7	perché lo avete	perché	lo	avete	perché	lo	avere	ADV	PRON	AUX	
('te_te_PRON', 'piacciono_piacere_VERB', 'i_il_DET')	7	te pi	te	piacciono	i	te	piacere	il	PRON	VERB	DET	
('la_il_DET', 'sua_suo_DET', 'gamba_gamba_NOUN')	7	la sua gamba	la	sua	gamba	il	suo	gamba	DET	DET	NOUN	
('è_essere_AUX', 'pronta_pronto_ADJ', 'a_a_ADP')	7	è pronta	è	pronta	a	essere	pronto	a	AUX	ADJ	ADP	
('sono_essere_AUX', 'interessato_interessato_ADJ', 'alla_a_ADP')	7	sono interessato alla	sono	interessato	alla	essere	interessato	a	AUX	ADJ	ADP	
('pensava_pensare_VERB', 'che_che_SCONJ', 'fosse_essere_AUX')	7	pensava che fosse	pensava	che	fosse	pensare	che	essere	VERB	SCONJ	AUX	
('lei_lei_PRON', 'è_essere_AUX', 'ancora_ancora_ADV')	7	lei è ancora	lei	è	ancora	lei	essere	ancora	PRON	AUX	ADV	
('ancora_ancora_ADV', 'che_che_SCONJ', 'io_io_PRON')	7	ancora che io	ancora	che	io	ancora	che	io	ADV	SCONJ	PRON	
('rimanere_rimanere_VERB', 'a_a_ADP', 'casa_casa_NOUN')	7	rimanere a casa	rimanere	a	casa	rimanere	a	casa	VERB	ADP	NOUN	
('ha_avere_VERB', 'molti_molto_DET', 'libri_libro_NOUN')	7	ha molti libri	ha	molti	libri	avere	molto	libro	VERB	DET	NOUN	
('aperto_aprire_VERB', 'la_il_DET', 'scatola_scatola_NOUN')	7	aperto la scatola	aperto	la	scatola	aprire	il	scatola	VERB	DET	NOUN	
('la_il_DET', 'vostra_vostro_DET', 'auto_auto_NOUN')	7	la vostra auto	la	vostra	auto	il	vostro	auto	DET	DET	NOUN	
('suonare_suonare_VERB', 'il_il_DET', 'piano_piano_NOUN')	7	suonare il piano	suonare	il	piano	suonare	il	piano	VERB	DET	NOUN	
('ha_avere_AUX', 'visto_vedere_VERB', 'un_uno_DET')	7	ha visto un	ha	visto	un	avere	vedere	uno	AUX	VERB	DET	
('innamorata_innamorare_VERB', 'di_di_ADP', 'lei_lei_PRON')	7	innamorata di lei	innamorata	di	lei	innamorare	di	lei	VERB	ADP	PRON	
('i_il_DET', 'suoi_suo_DET', 'sforzi_sforzo_NOUN')	7	i suoi sforzi	i	suoi	sforzi	il	suo	sforzo	DET	DET	NOUN	
('piace_piacere_VERB', 'veramente_veramente_ADV', 'il_il_DET')	7	piace veramente il	piace	veramente	il	piacere	veramente	il	VERB	ADV	DET	
('il_il_DET', 'mio_mio_DET', 'sogno_sogno_NOUN')	7	il mio sogno	il	mio	sogno	il	mio	sogno	DET	DET	NOUN	
('le_il_DET', 'loro_loro_DET', 'stanze_stanza_NOUN')	7	le loro stanze	le	loro	stanze	il	loro	stanza	DET	DET	NOUN	
('il_il_DET', 'suo_suo_DET', 'giardino_giardino_NOUN')	7	il suo giardino	il	suo	giardino	il	suo	giardino	DET	DET	NOUN	
('è_essere_AUX', 'per_per_ADP', 'voi_voi_PRON')	7	è per voi	è	per	voi	essere	per	voi	AUX	ADP	PRON	
('a_a_ADP', 'tutti_tutto_DET', 'noi_noi_PRON')	7	ancano a tutti noi	a	tutti	noi	a	tutto	noi	ADP	DET	PRON	
('penso_pensare_VERB', 'che_che_SCONJ', 'siate_essere_AUX')	7	penso che siate	penso	che	siate	pensare	che	essere	VERB	SCONJ	AUX	
('andare_andare_VERB', 'a_a_ADP', 'dormire_dormire_VERB')	7	andare a dormire	andare	a	dormire	andare	a	dormire	VERB	ADP	VERB	
('sto_essere_AUX', 'sentendo_sentire_VERB', 'molto_molto_ADV')	7	sto sentendo molto	sto	sentendo	molto	essere	sentire	molto	AUX	VERB	ADV	
('non_non_ADV', 'avrebbe_avere_AUX', 'dovuto_dovere_AUX')	7	non avrebbe dovuto	non	avrebbe	dovuto	non	avere	dovere	ADV	AUX	AUX	
('non_non_ADV', 'hai_avere_AUX', 'mai_mai_ADV')	7	non hai mai	non	hai	mai	non	avere	mai	ADV	AUX	ADV	
('fa_fare_VERB', 'male_male_ADV', 'la_il_DET')	7	fa male la	fa	male	la	fare	male	il	VERB	ADV	DET	
('è_essere_AUX', 'andata_andare_VERB', 'in_in_ADP')	7	è andata in	è	andata	in	essere	andare	in	AUX	VERB	ADP	
('il_il_DET', 'cane_cane_NOUN', 'ha_avere_AUX')	7	il cane ha	il	cane	ha	il	cane	avere	DET	NOUN	AUX	
('difficile_difficile_ADJ', 'per_per_ADP', 'me_me_PRON')	7	difficile per me	difficile	per	me	difficile	per	me	ADJ	ADP	PRON	
('che_che_PRON', 'devo_dovere_AUX', 'fare_fare_VERB')	7	che devo fare	che	devo	fare	che	dovere	fare	PRON	AUX	VERB	
('ti_ti_PRON', 'ho_avere_AUX', 'visto_vedere_VERB')	7	ti ho visto	ti	ho	visto	ti	avere	vedere	PRON	AUX	VERB	
