term_italian,is_base,base_lemma_italian,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
ti,false,ti,pronoun,yourself,"core,people,reflexive",reflexive,2s,n/a,singular,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Reflexive pronoun,Ti svegli presto.,You wake yourself early.
tu,true,tu,pronoun,you,"core,people,introductions",personal,2s,n/a,singular,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Informal singular you,Tu sei gentile.,You are kind.
vi,true,vi,pronoun,you (plural),"core,people,grammar",direct_object,2p,n/a,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Used as direct object,Vi sento.,I hear you (plural).
vi,false,vi,pronoun,you (plural),"core,people,grammar",indirect_object,2p,n/a,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Used as indirect object,Vi do un libro.,I give you (plural) a book.
vi,false,vi,pronoun,yourselves,"core,people,reflexive",reflexive,2p,n/a,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Reflexive pronoun,Vi preparate.,You (plural) get yourselves ready.
voi,true,voi,pronoun,you (plural),"core,people,introductions",personal,2p,n/a,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Used for second person plural,Voi siete studenti.,You (plural) are students.
voi,false,voi,pronoun,you (plural),"core,people,emphasis",stressed,2p,n/a,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Stressed pronoun,Vado con voi.,I go with you (plural).
chi,true,chi,pronoun,who,"core,questions,people",interrogative,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Used to ask about a person,Chi è alla porta?,Who is at the door?
chi,false,chi,pronoun,who,"core,grammar,people",relative,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Used as a relative pronoun,Non so chi ha parlato.,I don't know who spoke.
cui,true,cui,pronoun,"to whom, which, whose","core,grammar,relative",relative,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Used as an invariable relative pronoun to introduce relative clauses,La persona di cui ti ho parlato è qui.,The person about whom I told you is here.
qualcuno,true,qualcuno,pronoun,someone,"core,people,indefinite",indefinite,n/a,n/a,singular,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Used to refer to an unspecified person,Qualcuno è alla porta.,Someone is at the door.
qualcuno,false,qualcuno,pronoun,somebody,"core,people,indefinite",indefinite,n/a,n/a,singular,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Alternative translation with the same meaning,Qualcuno ha chiamato.,Somebody called.
andare,true,andare,verb,to go,"movement,travel",n/a,n/a,n/a,n/a,non-finite,infinitive,false,false,false,n/a,n/a,n/a,n/a,base lemma,Voglio andare al mercato.,I want to go to the market.
andando,false,andare,verb,going,"movement,travel",n/a,n/a,n/a,n/a,non-finite,gerund,false,false,false,n/a,n/a,n/a,n/a,n/a,Sto andando al supermercato.,I am going to the supermarket.
andata,false,andare,verb,gone (feminine singular),"movement,travel",n/a,n/a,feminine,singular,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'essere' to form compound tenses,È andata via ieri.,She went away yesterday.
andato,false,andare,verb,gone (masculine singular),"movement,travel",n/a,n/a,masculine,singular,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'essere' to form compound tenses,È andato al lavoro.,He went to work.
andati,false,andare,verb,gone (masculine plural),"movement,travel",n/a,n/a,masculine,plural,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'essere' to form compound tenses,Sono andati via.,They went away.
andate,false,andare,verb,gone (feminine plural),"movement,travel",n/a,n/a,feminine,plural,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'essere' to form compound tenses,Sono andate al concerto.,They (feminine) went to the concert.
vado,false,andare,verb,I go,"movement,travel",n/a,1s,n/a,singular,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Io vado al lavoro.,I go to work.
vai,false,andare,verb,you go,"movement,travel",n/a,2s,n/a,singular,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Tu vai a scuola.,You go to school.
va,false,andare,verb,he/she/it goes,"movement,travel",n/a,3s,n/a,singular,indicative,present,false,false,false,n/a,n/a,n/a,n/a,also 'you (formal)',Lui va al parco.,He goes to the park.
andiamo,false,andare,verb,we go,"movement,travel",n/a,1p,n/a,plural,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Noi andiamo al cinema.,We go to the cinema.
andate,false,andare,verb,you (plural) go,"movement,travel",n/a,2p,n/a,plural,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Voi andate in città.,You (plural) go to town.
vanno,false,andare,verb,they go,"movement,travel",n/a,3p,n/a,plural,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Loro vanno a scuola.,They go to school.
andavo,false,andare,verb,I was going / I used to go,"movement,travel",n/a,1s,n/a,singular,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Io andavo al mare ogni estate.,I used to go to the sea every summer.
andavi,false,andare,verb,you were going,"movement,travel",n/a,2s,n/a,singular,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Tu andavi spesso al mercato.,You often used to go to the market.
andava,false,andare,verb,he/she/it was going,"movement,travel",n/a,3s,n/a,singular,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,also 'you were going (formal)',Lui andava a scuola ogni giorno.,He used to go to school every day.
andavamo,false,andare,verb,we were going,"movement,travel",n/a,1p,n/a,plural,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Noi andavamo insieme.,We used to go together.
andavate,false,andare,verb,you (plural) were going,"movement,travel",n/a,2p,n/a,plural,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Voi andavate a Roma spesso.,You (plural) used to go to Rome often.
andavano,false,andare,verb,they were going,"movement,travel",n/a,3p,n/a,plural,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Loro andavano al cinema ogni sabato.,They used to go to the cinema every Saturday.
sono andata,false,andare,verb,I have gone / I went,"movement,travel",n/a,1s,feminine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,agreement by subject gender/number; used with auxiliary 'essere' to form compound tenses,Sono andata a casa ieri.,I went home yesterday.
sono andato,false,andare,verb,I have gone / I went,"movement,travel",n/a,1s,masculine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,agreement by subject gender/number; used with auxiliary 'essere' to form compound tenses,Sono andato a casa ieri.,I went home yesterday.
sei andata,false,andare,verb,you have gone / you went,"movement,travel",n/a,2s,feminine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,agreement by subject gender/number; used with auxiliary 'essere' to form compound tenses,Sei andata al negozio?,Did you go to the store?
sei andato,false,andare,verb,you have gone / you went,"movement,travel",n/a,2s,masculine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,agreement by subject gender/number; used with auxiliary 'essere' to form compound tenses,Sei andato al negozio?,Did you go to the store?
è andata,false,andare,verb,she has gone / she went,"movement,travel",n/a,3s,feminine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,agreement by subject gender/number; used with auxiliary 'essere' to form compound tenses; also 'you (formal)',È andata via presto.,She went away early.
è andato,false,andare,verb,he has gone / he went,"movement,travel",n/a,3s,masculine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,agreement by subject gender/number; used with auxiliary 'essere' to form compound tenses; also 'you (formal)',È andato via presto.,He went away early.
siamo andate,false,andare,verb,we have gone / we went,"movement,travel",n/a,1p,feminine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,agreement by subject gender/number; used with auxiliary 'essere' to form compound tenses,Siamo andate al mercato.,We (feminine) went to the market.
siamo andati,false,andare,verb,we have gone / we went,"movement,travel",n/a,1p,masculine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,agreement by subject gender/number; used with auxiliary 'essere' to form compound tenses,Siamo andati al mercato.,We went to the market.
siete andate,false,andare,verb,you (plural) have gone / you (plural) went,"movement,travel",n/a,2p,feminine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,agreement by subject gender/number; used with auxiliary 'essere' to form compound tenses,Siete andate al concerto?,"Did you (plural, feminine) go to the concert?"
siete andati,false,andare,verb,you (plural) have gone / you (plural) went,"movement,travel",n/a,2p,masculine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,agreement by subject gender/number; used with auxiliary 'essere' to form compound tenses,Siete andati al concerto?,Did you (plural) go to the concert?
sono andate,false,andare,verb,they have gone / they went,"movement,travel",n/a,3p,feminine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,agreement by subject gender/number; used with auxiliary 'essere' to form compound tenses,Sono andate al concerto.,They (feminine) went to the concert.
sono andati,false,andare,verb,they have gone / they went,"movement,travel",n/a,3p,masculine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,agreement by subject gender/number; used with auxiliary 'essere' to form compound tenses,Sono andati al lavoro.,They went to work.
avere,true,avere,verb,to have,"possession,relationships",n/a,n/a,n/a,n/a,non-finite,infinitive,false,false,false,n/a,n/a,n/a,n/a,base lemma,Voglio avere tempo.,I want to have time.
avendo,false,avere,verb,having,"possession,relationships",n/a,n/a,n/a,n/a,non-finite,gerund,false,false,false,n/a,n/a,n/a,n/a,n/a,Sto avendo problemi.,I am having problems.
avute,false,avere,verb,having had (feminine plural),"possession,relationships",n/a,n/a,feminine,plural,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses,Le ho avute.,I have had them.
avuta,false,avere,verb,having had (feminine singular),"possession,relationships",n/a,n/a,feminine,singular,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses,L'ho avuta ieri.,I had it yesterday.
avuti,false,avere,verb,having had (masculine plural),"possession,relationships",n/a,n/a,masculine,plural,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses,Li ho avuti.,I have had them.
avuto,false,avere,verb,having had (masculine singular),"possession,relationships",n/a,n/a,masculine,singular,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses,Ho avuto pazienza.,I have had patience.
ho,false,avere,verb,I have,"possession,relationships",n/a,1s,n/a,singular,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Io ho due libri.,I have two books.
hai,false,avere,verb,you have,"possession,relationships",n/a,2s,n/a,singular,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Tu hai tempo.,You have time.
ha,false,avere,verb,he/she/it has,"possession,relationships",n/a,3s,n/a,singular,indicative,present,false,false,false,n/a,n/a,n/a,n/a,also 'you (formal)',Ha una macchina.,He has a car.
abbiamo,false,avere,verb,we have,"possession,relationships",n/a,1p,n/a,plural,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Noi abbiamo idee.,We have ideas.
avete,false,avere,verb,you (plural) have,"possession,relationships",n/a,2p,n/a,plural,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Voi avete domande.,You (plural) have questions.
hanno,false,avere,verb,they have,"possession,relationships",n/a,3p,n/a,plural,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Loro hanno amici.,They have friends.
avevo,false,avere,verb,I had,"possession,relationships",n/a,1s,n/a,singular,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Io avevo fame.,I was hungry.
avevi,false,avere,verb,you had,"possession,relationships",n/a,2s,n/a,singular,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Tu avevi tempo.,You had time.
aveva,false,avere,verb,he/she/it had,"possession,relationships",n/a,3s,n/a,singular,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,also 'you (formal)',Aveva un sogno.,He had a dream.
avevamo,false,avere,verb,we had,"possession,relationships",n/a,1p,n/a,plural,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Noi avevamo dubbi.,We had doubts.
avevate,false,avere,verb,you (plural) had,"possession,relationships",n/a,2p,n/a,plural,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Voi avevate compiti.,You (plural) had homework.
avevano,false,avere,verb,they had,"possession,relationships",n/a,3p,n/a,plural,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Avevano paura.,They were afraid.
ho avuto,false,avere,verb,I had / I have had,"possession,relationships",n/a,1s,n/a,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; no agreement with subject,Ho avuto tempo.,I had time.
hai avuto,false,avere,verb,you had / you have had,"possession,relationships",n/a,2s,n/a,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; no agreement with subject,Hai avuto fortuna.,You had luck.
ha avuto,false,avere,verb,he/she/it had / he/she/it has had,"possession,relationships",n/a,3s,n/a,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; no agreement with subject; also 'you (formal)',Ha avuto problemi.,He has had problems.
abbiamo avuto,false,avere,verb,we had / we have had,"possession,relationships",n/a,1p,n/a,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; no agreement with subject,Abbiamo avuto idee.,We have had ideas.
avete avuto,false,avere,verb,you (plural) had / you (plural) have had,"possession,relationships",n/a,2p,n/a,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; no agreement with subject,Avete avuto tempo.,You (plural) have had time.
hanno avuto,false,avere,verb,they had / they have had,"possession,relationships",n/a,3p,n/a,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; no agreement with subject,Hanno avuto aiuto.,They have had help.
conoscere,true,conoscere,verb,to know (be acquainted with),"knowledge,relationships",n/a,n/a,n/a,n/a,non-finite,infinitive,false,false,false,n/a,n/a,n/a,n/a,base lemma,Voglio conoscere nuove persone.,I want to meet new people.
conoscendo,false,conoscere,verb,knowing,"knowledge,relationships",n/a,n/a,n/a,n/a,non-finite,gerund,false,false,false,n/a,n/a,n/a,n/a,n/a,Sto conoscendo meglio la città.,I am getting to know the city better.
conosciuto,false,conoscere,verb,known (masculine singular),"knowledge,relationships",n/a,n/a,masculine,singular,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,past participle; used with auxiliary 'avere' to form compound tenses; also used adjectivally,È un autore conosciuto.,He/She is a well-known author.
conosciuta,false,conoscere,verb,known (feminine singular),"knowledge,relationships",n/a,n/a,feminine,singular,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,past participle; used with auxiliary 'avere' to form compound tenses; also used adjectivally,È una canzone conosciuta.,It is a well-known song.
conosciuti,false,conoscere,verb,known (masculine plural),"knowledge,relationships",n/a,n/a,masculine,plural,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,past participle; used with auxiliary 'avere' to form compound tenses; also used adjectivally,Sono attori conosciuti.,They are well-known actors.
conosciute,false,conoscere,verb,known (feminine plural),"knowledge,relationships",n/a,n/a,feminine,plural,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,past participle; used with auxiliary 'avere' to form compound tenses; also used adjectivally,Sono artiste conosciute.,They are well-known artists.
conosco,false,conoscere,verb,I know (am acquainted with),"knowledge,relationships",n/a,1s,n/a,singular,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Io conosco Marco.,I know Marco.
conosci,false,conoscere,verb,you know (singular),"knowledge,relationships",n/a,2s,n/a,singular,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Tu conosci questa strada.,You know this road.
conosce,false,conoscere,verb,he/she/it knows,"knowledge,relationships",n/a,3s,n/a,singular,indicative,present,false,false,false,n/a,n/a,n/a,n/a,also 'you (formal)',Lei conosce la verità.,She knows the truth.
conosciamo,false,conoscere,verb,we know,"knowledge,relationships",n/a,1p,n/a,plural,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Noi conosciamo la risposta.,We know the answer.
conoscete,false,conoscere,verb,you (plural) know,"knowledge,relationships",n/a,2p,n/a,plural,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Voi conoscete la città?,Do you (plural) know the city?
conoscono,false,conoscere,verb,they know,"knowledge,relationships",n/a,3p,n/a,plural,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Loro conoscono il professore.,They know the professor.
conoscevo,false,conoscere,verb,I knew / I used to know,"knowledge,relationships",n/a,1s,n/a,singular,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Io conoscevo già quella canzone.,I already knew that song.
conoscevi,false,conoscere,verb,you knew,"knowledge,relationships",n/a,2s,n/a,singular,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Tu conoscevi i dettagli.,You knew the details.
conosceva,false,conoscere,verb,he/she/it knew,"knowledge,relationships",n/a,3s,n/a,singular,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,also 'you knew (formal)',Lui conosceva la storia.,He knew the story.
conoscevamo,false,conoscere,verb,we knew,"knowledge,relationships",n/a,1p,n/a,plural,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Noi conoscevamo molti luoghi.,We knew many places.
conoscevate,false,conoscere,verb,you (plural) knew,"knowledge,relationships",n/a,2p,n/a,plural,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Voi conoscevate quella famiglia.,You (plural) knew that family.
conoscevano,false,conoscere,verb,they knew,"knowledge,relationships",n/a,3p,n/a,plural,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Loro conoscevano la situazione.,They knew the situation.
ho conosciuto,false,conoscere,verb,I have known / I met,"knowledge,relationships",n/a,1s,masculine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; past participle normally does not agree with subject,Io ho conosciuto molti colleghi.,I have met many colleagues.
ho conosciuto,false,conoscere,verb,I have known / I met,"knowledge,relationships",n/a,1s,feminine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; past participle normally does not agree with subject,Io ho conosciuto molte colleghe.,I have met many (female) colleagues.
hai conosciuto,false,conoscere,verb,you have known / you met,"knowledge,relationships",n/a,2s,masculine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; past participle normally does not agree with subject,Hai conosciuto Marco?,Have you met Marco?
hai conosciuto,false,conoscere,verb,you have known / you met,"knowledge,relationships",n/a,2s,feminine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; past participle normally does not agree with subject,Hai conosciuto Maria?,Have you met Maria?
ha conosciuto,false,conoscere,verb,he/she/it has known,"knowledge,relationships",n/a,3s,masculine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; past participle normally does not agree with subject; also 'you (formal)',Lui ha conosciuto la verità.,He has discovered/learned the truth.
ha conosciuto,false,conoscere,verb,she/you (formal) has known,"knowledge,relationships",n/a,3s,feminine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; past participle normally does not agree with subject; also 'you (formal)',Lei ha conosciuto il dottore.,She/You (formal) have met the doctor.
abbiamo conosciuto,false,conoscere,verb,we have known / we met,"knowledge,relationships",n/a,1p,masculine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; past participle normally does not agree with subject,Noi abbiamo conosciuto molti posti.,We have visited/met many places.
abbiamo conosciuto,false,conoscere,verb,we have known / we met,"knowledge,relationships",n/a,1p,feminine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; past participle normally does not agree with subject,Noi abbiamo conosciuto molte persone.,We have met many people.
avete conosciuto,false,conoscere,verb,you (plural) have known / you met,"knowledge,relationships",n/a,2p,masculine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; past participle normally does not agree with subject,Voi avete conosciuto gli attori?,Have you (plural) met the actors?
avete conosciuto,false,conoscere,verb,you (plural) have known / you met,"knowledge,relationships",n/a,2p,feminine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; past participle normally does not agree with subject,Voi avete conosciuto le musiciste?,Have you (plural) met the (female) musicians?
hanno conosciuto,false,conoscere,verb,they have known / they met,"knowledge,relationships",n/a,3p,masculine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; past participle normally does not agree with subject,Loro hanno conosciuto molti colleghi.,They have met many colleagues.
hanno conosciuto,false,conoscere,verb,they have known / they met,"knowledge,relationships",n/a,3p,feminine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,uses auxiliary 'avere'; past participle normally does not agree with subject,Loro hanno conosciuto molte colleghe.,They have met many (female) colleagues.
dare,true,dare,verb,to give,"giving,transactions",n/a,n/a,n/a,n/a,non-finite,infinitive,false,false,false,n/a,n/a,n/a,n/a,base lemma,Voglio dare un regalo.,I want to give a gift.
dando,false,dare,verb,giving,"giving,transactions",n/a,n/a,n/a,n/a,non-finite,gerund,false,false,false,n/a,n/a,n/a,n/a,n/a,Sto dando un regalo.,I am giving a gift.
dato,false,dare,verb,given (masculine singular),"giving,transactions",n/a,n/a,masculine,singular,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses; agrees with subject when used in passive with 'essere',Il regalo è stato dato a Marco.,The gift was given to Marco.
data,false,dare,verb,given (feminine singular),"giving,transactions",n/a,n/a,feminine,singular,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses; agrees with subject when used in passive with 'essere',La risposta è stata data.,The answer was given.
dati,false,dare,verb,given (masculine plural),"giving,transactions",n/a,n/a,masculine,plural,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses; agrees with subject when used in passive with 'essere',I dettagli sono stati dati nel rapporto.,The details were given in the report.
date,false,dare,verb,given (feminine plural),"giving,transactions",n/a,n/a,feminine,plural,non-finite,participle,false,false,false,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses; agrees with subject when used in passive with 'essere',Le informazioni sono state date all'inizio.,The information was given at the beginning.
do,false,dare,verb,I give,"giving,transactions",n/a,1s,n/a,singular,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Io do il libro a Maria.,I give the book to Maria.
dai,false,dare,verb,you give,"giving,transactions",n/a,2s,n/a,singular,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Tu dai buoni consigli.,You give good advice.
dà,false,dare,verb,he/she/it gives,"giving,transactions",n/a,3s,n/a,singular,indicative,present,false,false,false,n/a,n/a,n/a,n/a,also 'you (formal)',Lui dà il regalo a lei.,He gives the gift to her.
diamo,false,dare,verb,we give,"giving,transactions",n/a,1p,n/a,plural,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Noi diamo una mano.,We give a hand.
date,false,dare,verb,you (plural) give,"giving,transactions",n/a,2p,n/a,plural,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Voi date troppa importanza.,You (plural) give too much importance.
danno,false,dare,verb,they give,"giving,transactions",n/a,3p,n/a,plural,indicative,present,false,false,false,n/a,n/a,n/a,n/a,n/a,Loro danno soldi ai bambini.,They give money to the children.
davo,false,dare,verb,I was giving,"giving,transactions",n/a,1s,n/a,singular,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Io davo il cibo al cane.,I was giving food to the dog.
davi,false,dare,verb,you were giving,"giving,transactions",n/a,2s,n/a,singular,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Tu davi sempre una mano.,You were always giving a hand.
dava,false,dare,verb,he/she/it was giving,"giving,transactions",n/a,3s,n/a,singular,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,also 'you were (formal)',Lui dava il suo tempo ai volontari.,He was giving his time to the volunteers.
davamo,false,dare,verb,we were giving,"giving,transactions",n/a,1p,n/a,plural,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Noi davamo regali ogni Natale.,We used to give presents every Christmas.
davate,false,dare,verb,you (plural) were giving,"giving,transactions",n/a,2p,n/a,plural,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Voi davate buoni consigli.,You (plural) were giving good advice.
davano,false,dare,verb,they were giving,"giving,transactions",n/a,3p,n/a,plural,indicative,imperfect,false,false,false,n/a,n/a,n/a,n/a,n/a,Loro davano importanza all'istruzione.,They were giving importance to education.
ho dato,false,dare,verb,I have given / I gave,"giving,transactions",n/a,1s,feminine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses; generally no agreement with subject,Io ho dato il libro.,I have given the book.
ho dato,false,dare,verb,I have given / I gave,"giving,transactions",n/a,1s,masculine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses; generally no agreement with subject,Io ho dato il libro.,I have given the book.
hai dato,false,dare,verb,you have given / you gave,"giving,transactions",n/a,2s,feminine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses; generally no agreement with subject,Tu hai dato il regalo.,You have given the gift.
hai dato,false,dare,verb,you have given / you gave,"giving,transactions",n/a,2s,masculine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses; generally no agreement with subject,Tu hai dato il regalo.,You have given the gift.
ha dato,false,dare,verb,she has given / she gave,"giving,transactions",n/a,3s,feminine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses; generally no agreement with subject; also 'you (formal)',Lei ha dato la risposta.,She has given the answer.
ha dato,false,dare,verb,he has given / he gave,"giving,transactions",n/a,3s,masculine,singular,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses; generally no agreement with subject; also 'you (formal)',Lui ha dato il suo tempo.,He has given his time.
abbiamo dato,false,dare,verb,we have given / we gave,"giving,transactions",n/a,1p,feminine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses; generally no agreement with subject,Noi abbiamo dato le informazioni.,We have given the information.
abbiamo dato,false,dare,verb,we have given / we gave,"giving,transactions",n/a,1p,masculine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses; generally no agreement with subject,Noi abbiamo dato i libri.,We have given the books.
avete dato,false,dare,verb,you (plural) have given / you (plural) gave,"giving,transactions",n/a,2p,feminine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses; generally no agreement with subject,Voi avete dato le risposte.,You (plural) have given the answers.
avete dato,false,dare,verb,you (plural) have given / you (plural) gave,"giving,transactions",n/a,2p,masculine,plural,indicative,passato_prossimo,false,false,true,n/a,n/a,n/a,n/a,used with auxiliary 'avere' to form compound tenses; generally no agreement with subject,Voi avete dato i regali.,You (plural) have given the gifts.
