term_italian,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
le ore,ora,now/hour,noun,the hours,time,,,f,p,,,False,False,False,definite,le,le,,,Le ore volano quando ci divertiamo.,The hours fly when we are having fun.,7adc50d055c65d829ae0cddc14548d5dc199d59fc0020865307969fb5b4b91a5,a8aa8f61719f98f5aba0feca140e6a3baab37dcf8e78893a6c57de5638dea34c
delle ore,ora,now/hour,noun,some hours,time,,,f,p,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ho aspettato delle ore.,I waited for hours.,de9b5d40ca8be1ab664c2ce84d12e33330a5f32b406bf37d6c634d89a9482180,e6011c9056215db936e9291f39d24ff1ed39d34cb8204bda13907146951a1330
dell'ora,ora,now/hour,noun,of the hour,time,,,f,s,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',Il prezzo dell'ora è alto.,The price of the hour is high.,71bd1ea114fb3786dab7fa35cc8109e2d38de9d85c52e3dbe93d0940f6338f65,0fa91907e5fd70d939c95f3b029fcecc2e53db9dcc79aaf439b1583cb38e3067
all'ora,ora,now/hour,noun,per hour,time,,,f,s,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Vado a sessanta chilometri all'ora.,I go at sixty kilometers per hour.,108c9d951aadc003701f2f8f036408c52c5c8f029acd7fbd09a766466cd65a98,d93014d111b7c56e6cd8a1395a1811b230916f0f25b0dd8e6488f7fb80f99263
alle ore,ora,now/hour,noun,at the hours,time,,,f,p,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,La riunione è alle ore 18.,The meeting is at 6 p.m.,b625431022959c7079702c4604c2bd53d91c5e87ef5e15a0a7dd36b4cc187b8d,efefb7c0d42d8acc32cb10e484c4fbe2d0becf44e58719adf56142f95f25675d
dall'ora,ora,now/hour,noun,from the hour,time,,,f,s,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',È passato molto tempo dall'ora fissata.,A long time has passed from the set time.,a9624080e0380d9ad8f048177d66639196f4e06331704779da673aef57f4c6bc,542671b4fb4142d8855a8864f22bbad9496871c4a425d396df405cb8f620b6b4
dalle ore,ora,now/hour,noun,from the hours,time,,,f,p,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Il negozio è chiuso dalle ore 13 alle 15.,The shop is closed from 1 p.m. to 3 p.m.,128f941842a7a2bf13c9d1209c93ea1770966db2ea2701ad10dc7940de64c324,872ebbbad15d5bcf8f7875e9852e83324778d64295df8333fe1f4a54186e694d
nell'ora,ora,now/hour,noun,in the hour,time,,,f,s,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',Riesco a finire tutto nell'ora di pranzo.,I manage to finish everything in the lunch hour.,e6b7c3f6d30415f81008229528315069dbc18b0e996ad57857b2a4a96b384292,aa43138cbd0146bac61c3f963b4f660947f058932c3ebdf552bab49040f5a471
nelle ore,ora,now/hour,noun,in the hours,time,,,f,p,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Studio meglio nelle ore serali.,I study better in the evening hours.,1da0de71792f7bc1eefa962e5f4d28462fa659d274e9572c3c448b6d53de630c,4903ebfabf2ab123343d463d3dde41bcddfec11b7e9b95c39a8e24b168c72c89
sull'ora,ora,now/hour,noun,around the hour,time,,,f,s,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',Partiremo sull'ora di pranzo.,We will leave around lunchtime.,00f4056525bf4601af89e43259f54a8f490a57d970e89b6d5ea277157f90b5b5,7512dacae61ce5f63af819515647947600df28a4e7a2394b5d671c23a2e0dbb1
sulle ore,ora,now/hour,noun,around the hours,time,,,f,p,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Ci sentiamo sulle ore dieci.,We will talk around ten o'clock.,661bbc23d4a78df530d8a555f961de02a52b92cb174cc25077fefde01b75ace8,aeb985abd3700cc3e38f5b42d68fb5cfe90284cd9822bfc16d9a78b612b042e1
con l'ora,ora,now/hour,noun,with the hour,time,,,f,s,,,False,False,False,articulated_preposition,l',con l',con,simple preposition + article (no contraction),Il prezzo varia con l'ora.,The price varies with the hour.,75a7740eb91ea635d6240c1b692e3459ab7711110768c6d6e1686d6e7a5d7ae1,2053b7bb617cdd891a1fd2757067eeb0e60af7873d29c0fb52f63e9ce9ba517e
con le ore,ora,now/hour,noun,with the hours,time,,,f,p,,,False,False,False,articulated_preposition,le,con le,con,simple preposition + article (no contraction),La luce cambia con le ore.,The light changes with the hours.,e6f8a6fb4c31ac68395d9d398b10d211a750f669f1260c0eaa26c94351759d35,d802d5987af11d23b5ee59ec319b20f6b6b154ec7fae6bd58c1f4c755ac9373b
orario,orario,schedule,noun,schedule,"time,planning",,,m,s,,,False,False,False,,,,,also 'timetable'/'opening hours',Cerco orario aggiornato.,I am looking for an updated schedule.,2450d091a8cc70c0fea84018f266880224b3483fda2dde5659f978b7c09a765f,935fd5e64b4e7390d444a8e22f98f4985645c7ab73248bd1e54df71b726f652c
un orario,orario,schedule,noun,a schedule,"time,planning",,,m,s,,,False,False,False,indefinite,un,un,,,Ho un orario flessibile.,I have a flexible schedule.,f89a66603c35a0c5005cb4d266627c01418c835438193b2b5c9f4c4a607cf7d1,135f1c356592ada20636837ae874878a7ade0323290791a1eccafa257c6f2534
l'orario,orario,schedule,noun,the schedule,"time,planning",,,m,s,,,False,False,False,definite,l',l',,,L'orario è cambiato.,The schedule has changed.,2d39dc33b47fc11916e9b780b7b94656d6825e23591572a6a6d66aede3fd5db8,5a119da2b07669bdd03418b5ac3c56f0f757ceb3fe015e85d69b7334e9fb1f10
orari,orario,schedule,noun,schedules,"time,planning",,,m,p,,,False,False,False,,,,,plural form,Orari nuovi sono online.,New schedules are online.,d9cc2796367e03493eb0716f120b053715537b5029128e67950af098a08be2d2,313d755ac6e6cac96e27adf09da7bdbf54d010013ac28ce75e13dcaa265d38db
gli orari,orario,schedule,noun,the schedules,"time,planning",,,m,p,,,False,False,False,definite,gli,gli,,,Gli orari sono sul sito.,The schedules are on the website.,2610345cba9ec553fba2909cc319ce8159bb749eac3bfddb3b494e54854af868,0b6cdf04bc1cb6e4bbccea50ad27969611ea85977171d0bcdbb27969a9415313
degli orari,orario,schedule,noun,some schedules,"time,planning",,,m,p,,,False,False,False,indefinite,gli,degli,di,partitive plural form,Ho visto degli orari diversi.,I saw some different schedules.,fd1066be25c783764b12ef54dff9ce0327682d778a783bea1dbef407c10443f3,c45f4ff13437434af72111eb33fa4008f9f3d4ba9efeec0bf2337fcf8b0924a7
dell'orario,orario,schedule,noun,of the schedule,"time,planning",,,m,s,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',L'aggiornamento dell'orario è online.,The update of the schedule is online.,850403fb119bb72b06866c6ed58bd3c6aeeaa3774a981a17b606a040c8170f02,6d9c5a3e32a6dd11e32ca2a83c0b3f17265465253ad6a85bed3944f0c3da8beb
all'orario,orario,schedule,noun,to the schedule,"time,planning",,,m,s,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Vai all'orario del bus.,Go to the bus schedule.,d5aab329f542be7359925d3371bb535531a82d29031e6f484bc0b9e666aac9e1,003246f89cb5460659f1e6d91e65a4d60e90896d474d16f9f1bfcb2cbafef270
agli orari,orario,schedule,noun,to the schedules,"time,planning",,,m,p,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,Presta attenzione agli orari.,Pay attention to the schedules.,25bbccdd5852326d48d0edce1ec5da85690862fee8f09eb2d1642cf7330080b4,627bc01c3445d3bc34341775d73ce4a26ec1375ab5ddaa12004240805c7601fc
dall'orario,orario,schedule,noun,from the schedule,"time,planning",,,m,s,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Non uscire dall'orario consentito.,Do not go outside the permitted schedule.,b32391e838aa13b7b0ceb881d944f73126e3f99207fc1c25981081050658e645,16a3e61e9ee9d6192fb98dd88480e37041ef0d49610bc8657c044d31d1d1834f
dagli orari,orario,schedule,noun,from the schedules,"time,planning",,,m,p,,,False,False,False,articulated_preposition,gli,dagli,da,contraction of da + gli,Le regole dipendono dagli orari.,The rules depend on the schedules.,ad538d4e5c9408e56edf5ee0c70ef64db250861b583b2a7c555dd23c3bd6004e,2dc9e1374bfff837d6f82233e9612f6a2f937d90feaca63e83fa141b86fdc3fa
nell'orario,orario,schedule,noun,in the schedule,"time,planning",,,m,s,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',È scritto nell'orario.,It is written in the schedule.,85f7e921dad2a9ef8388fbb645e9c490be58dd1c74d6cb287642f6ce64c244ee,71e4e060365f13e43e2b783b9000d66b25b24cafcf3a6072f1efe486a9e3048b
negli orari,orario,schedule,noun,in the schedules,"time,planning",,,m,p,,,False,False,False,articulated_preposition,gli,negli,in,contraction of in + gli,C'è un errore negli orari.,There is an error in the schedules.,ceebcd17cef94d43fe7ed00440f3ac18fe7ab58424615cc57ce795e15d7b5de9,9f6194bd56518224cc36860eff5c4a77d5c55f2a00b0b6536255b1035d57718b
sull'orario,orario,schedule,noun,about the schedule,"time,planning",,,m,s,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',Ho un dubbio sull'orario.,I have a doubt about the schedule.,9c1aed508f584252efbd3c7c29b43ba8c520aef64eb47d45c6c818d1140d6d13,a37ee4859e85afbcabbeb45a18c05096314ecf630210a4a22c85df867349bb8f
sugli orari,orario,schedule,noun,about the schedules,"time,planning",,,m,p,,,False,False,False,articulated_preposition,gli,sugli,su,contraction of su + gli,Hanno deciso sugli orari.,They decided about the schedules.,0e860514caa9a2c62c69c54c98e6035a0bcfdb3521c124ca4d5c1ac6c0bf6f3d,104c0d087d47d8648e5b138b121ba1519d70551154995dbaed5c72964c8724e9
con l'orario,orario,schedule,noun,with the schedule,"time,planning",,,m,s,,,False,False,False,articulated_preposition,l',con l',con,simple preposition + article,Sono a posto con l'orario.,I am fine with the schedule.,b1ae5fedb866ea48dd1617dd044fda4f071e7487ac23762ad641d7dae91f53d1,c6db43caa11572fa94348a64843ba2b23e3d760f062e46f4aed14b2a84772103
con gli orari,orario,schedule,noun,with the schedules,"time,planning",,,m,p,,,False,False,False,articulated_preposition,gli,con gli,con,simple preposition + article,Abbiamo problemi con gli orari.,We have problems with the schedules.,28fae029583049a2619599ecd07836540d971bebdd3dd350b0949ddf29523537,f1fa9898e506a63cd5e616028227c00b3e9a71263bc7af6953d05a10af42d01d
oro,oro,gold,noun,gold,"materials,jewelry",,,m,s,,,False,False,False,,,,,mass noun; plural ori used for jewelry,Cerco oro puro.,I am looking for pure gold.,74a0c4377db849cf501ca14e3e200a2e0ddcb889306fb686dd09aa4c9f4361c9,88b8e0cf96e3c1d1ee67abcd4f320918bef8e5e3affd5f27bd083403485b660d
un oro,oro,gold,noun,a gold,"materials,jewelry",,,m,s,,,False,False,False,indefinite,un,un,,rare; used for medals,Ha vinto un oro alle Olimpiadi.,He won a gold at the Olympics.,db3bd1f13b0ebb082e4e506c3dfcb6c2c7672583a055653c30285a6a342f4faa,b8fe42480d8b142a0d4f95ae6e6e1932c8dfbd13b97092e047d4b9498c41c6e2
l'oro,oro,gold,noun,the gold,"materials,jewelry",,,m,s,,,False,False,False,definite,l',l',,,L'oro è salito di prezzo.,Gold has gone up in price.,1739c95b43b1f28da6e3b930c6de201cf1bcc3483fcb9d7d9f7b06921e219142,c96df41d7ca99c637de023948bc981cc37f2a1c7870c42aee0dcfe40be0ec12f
ori,oro,gold,noun,golds,"materials,jewelry",,,m,p,,,False,False,False,,,,,plural refers to gold items,Espongono ori antichi.,They display ancient golds.,be84bb3b04ff0219cb1dd5e8948ce4f3b5002f020565a5221746ce857151892c,1d42d1c8ae7e458ee707e9134c2d17c11d9c251ae2549dfc1409171e2539b540
gli ori,oro,gold,noun,the golds,"materials,jewelry",,,m,p,,,False,False,False,definite,gli,gli,,,Gli ori brillano in vetrina.,The golds shine in the shop window.,b2cf7a038447fb53d58281955eb02a20504b283a269e186577dc713c00773913,a56bc16b5cdd1452c3ecee08ef717d4be6df5796971d625688553dc3c345a380
degli ori,oro,gold,noun,some golds,"materials,jewelry",,,m,p,,,False,False,False,indefinite,gli,degli,di,partitive plural form,Ho visto degli ori rari.,I saw some rare golds.,ff2f0205b22bdb710b655a73a66d9152616dc3db0913b079ec2859c9e55e9bcd,9e19ab0c1cb94a6b560f101a299f0d207df67764d6cb5150396ff51f77db6356
d'oro,oro,gold,noun,of gold,"materials,jewelry",,,m,s,,,False,False,False,,,d',di,elision of di before vowel,È un anello d'oro.,It is a gold ring.,224363d4c4c4ac7253cb65911258b3740d15270b36b6bfc9aee3b6f32dc6d51d,e7b89e7eb2d9c3368f809ec3f095eb7543a164c705b3c5a860b7c3ae6d870ca7
dell'oro,oro,gold,noun,of the gold,"materials,jewelry",,,m,s,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',Il prezzo dell'oro aumenta.,The price of gold is rising.,2b5e40517fa372308250d092d600dd3d8638133fafdff5f58b63f440bd0e1c50,9a8880869e46dd8e3862f8214b25e81d78a8c5c162c91e3c4c2cb8c4d70d3aa6
all'oro,oro,gold,noun,to the gold,"materials,jewelry",,,m,s,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Sono allergico all'oro.,I am allergic to gold.,be242e39ac9a31ed74144679fd045fbea580fb8994fe1991651e1de6852c4d01,3e4cc6247a3e63f0c25675d9834e62fd5d6ad9cf9d28d2d16db3e58285d67cdb
agli ori,oro,gold,noun,to the golds,"materials,jewelry",,,m,p,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,Facciamo attenzione agli ori.,We pay attention to the golds.,eec0f138a003aeb32612b724035d0468db04abf7ebd5cdb008816eac6f7203c9,5eb99b5510472e033d1b24b707449565c966ae4424c18cbba9f1824d769fac85
dall'oro,oro,gold,noun,from the gold,"materials,jewelry",,,m,s,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Un riflesso caldo viene dall'oro.,A warm reflection comes from the gold.,596b355f24ed6eecc0b58c7e44e0373b5256f2ad2d4add5edddbc573d0e61bc0,14f22161723884ae011fd8e3e2d51acfb9263dbb6cffb180b575bfad2f5402be
dagli ori,oro,gold,noun,from the golds,"materials,jewelry",,,m,p,,,False,False,False,articulated_preposition,gli,dagli,da,contraction of da + gli,Il valore deriva dagli ori antichi.,The value comes from ancient golds.,065b79af7c9e2a07cb58aabaac3e0d85a05380c6a0c425364cb32ff2071a1d29,42eab1b283b3502c95ef556f9aa067454d6fbb968f23c0518e45ba1189367faa
nell'oro,oro,gold,noun,in the gold,"materials,jewelry",,,m,s,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',La statuetta è fusa nell'oro.,The statuette is cast in gold.,291318bef141c28ae92cc9ea43f73d0d69c607fd5a4aac087523e929322d2bdb,7a3251dbce2ee002e929d316340d3733bf50ca61e3390feeb98fefd74540f93a
negli ori,oro,gold,noun,in the golds,"materials,jewelry",,,m,p,,,False,False,False,articulated_preposition,gli,negli,in,contraction of in + gli,Ci sono impurità negli ori.,There are impurities in the golds.,36aee914c289e1cff77919cddc4daac36aded181135c649410c12e6a62de3e97,fdf05e9ad4cd83d63324b96367314b56e8ce33d7646d89f2558f281103fe04d6
sull'oro,oro,gold,noun,on the gold,"materials,jewelry",,,m,s,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',Ho letto un libro sull'oro.,I read a book about gold.,30016e36206a188c24ab37ab552eece793b7d1baf4384e977a2c3d6f39615e36,199007d3b693c8913b6226463e73a3d97f1a466011ecec3cb7f842bc6a6099d8
sugli ori,oro,gold,noun,on the golds,"materials,jewelry",,,m,p,,,False,False,False,articulated_preposition,gli,sugli,su,contraction of su + gli,Il museo prepara una mostra sugli ori etruschi.,The museum is preparing an exhibition about Etruscan golds.,5742d3378679ca19f799cbc21eaea8595ccb1ecd88e6f053ca10994044e373bc,78b5ceb9180ff5c81653f9a1dae952dfe51e1f466b2802b2500038f3f69135d1
coll'oro,oro,gold,noun,with the gold,"materials,jewelry",,,m,s,,,False,False,False,articulated_preposition,l',coll',con,contraction of con + l',Lavora coll'oro ogni giorno.,He works with gold every day.,9719682557732263177cb78f7ac1d9361730f0b4f5a1537f98b73aa768d79116,ba3d537747018b20cae4cf9e2a3aeffdd2514456d4b6829f274c689eea0d03f6
cogli ori,oro,gold,noun,with the golds,"materials,jewelry",,,m,p,,,False,False,False,articulated_preposition,gli,cogli,con,contraction of con + gli; less common,Il restauro si fa cogli ori originali.,The restoration is done with the original golds.,f73b916538dc3aa0832154b4f63a10e33e0ce6ac72661e4e97840c8780dc1acc,5d3b0ce654255bc0cd21f259ef3e68063ee05f1586914f1d1b8130758aa4d78b
pane,pane,bread,noun,bread,"food,cooking",,,m,s,,,False,False,False,,,,,base lemma; mass noun,Mangio pane fresco.,I eat fresh bread.,4ab2c6fb2fa2e22bea578c29d4fc215da862f08ca1dd4aee299f8b209164f401,22115f73a4566a26ef34a89d42936f9ca01cebdee24b8890aacbf5962a8da162
un pane,pane,bread,noun,a loaf of bread,"food,cooking",,,m,s,,,False,False,False,indefinite,un,un,,indicates one loaf,Prendo un pane integrale.,I get a whole-wheat loaf.,b3b7bbacdc676eaf724cfb0143dbd23ee0f3b4f72e26d22413e22786d6521741,f42758f2850a61dde2125dd352260eb73d3894d7ea0e86637099c51526b74b5c
il pane,pane,bread,noun,the bread,"food,cooking",,,m,s,,,False,False,False,definite,il,il,,,Il pane è caldo.,The bread is warm.,a2fe418d7529679ccff603bfcc61990758b62b9a4d2eb7c7147cfc32c5ee9fc0,a9520f137e538a4204585df58e0bd96753ddc8416c6dc348a6e516c498e1738d
pani,pane,bread,noun,breads,"food,cooking",,,m,p,,,False,False,False,,,,,plural form,Pani diversi hanno sapori unici.,Different breads have unique flavors.,20f723ad655ddf2e52567ac56b3c1ac17b697f3117c95b379eabfd299a95e35f,d95302941b89a97ef07df560d10ca1988bb60aea380719fe90b0cbeb139c5ad6
i pani,pane,bread,noun,the breads,"food,cooking",,,m,p,,,False,False,False,definite,i,i,,,I pani sono pronti.,The breads are ready.,35f88e65ee0853a79e58e5dd66732aba3e9e8c07813b347d74acf2a56e7988ff,13fd5eb1a878bec2176f17c97d56db0b7fa27d1ec1b67402da8acdeb41953503
dei pani,pane,bread,noun,some breads,"food,cooking",,,m,p,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho assaggiato dei pani artigianali.,I tasted some artisanal breads.,ba1a240c5e8a24911303a1ca8915ecffa4865547ec6b5f74e7efa5f158e1536d,6ff9bf4b308fac14a4f5985ecd20d641354d6e0dfe728a2f2783b5381fbee063
del pane,pane,bread,noun,of the bread,"food,cooking",,,m,s,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,L'odore del pane è delizioso.,The smell of the bread is delightful.,d6fce21e9fc88558e4cf4ab9abe3539768758cf8f60cecbafac7acdc00cbf866,d6db9cdc789636d823ad205e60310d2e275ba43288e24784ef646e11093731c4
al pane,pane,bread,noun,to the bread,"food,cooking",,,m,s,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Aggiungo burro al pane.,I add butter to the bread.,635c88241a4b92144f42dc0c16fd1d5a5e662bd0f742fa3fbb4183cba6eb7645,9dc87192f3ffe5dca1e059419be924d157977046d538cbc51090cd37a9b6cb13
ai pani,pane,bread,noun,to the breads,"food,cooking",,,m,p,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Do forma ai pani.,I shape the loaves.,b44fc6a8fb6e7868aae2604296d6eea80d2eaf8bf0aa62e72dd2dab83688f640,713c15a5b43815572127680c978fe39693c093d0ff72fd1c78618dfeea726f33
dal pane,pane,bread,noun,from the bread,"food,cooking",,,m,s,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Tolgo la crosta dal pane.,I remove the crust from the bread.,f49d230ca41ad48abe711ed977054be36a4ef9b8fcd9d04c462c30805d980162,773dac89bef3d0e72ed580f7667944324e19d2a8e6c7b1361e3faa38afa34cae
dai pani,pane,bread,noun,from the breads,"food,cooking",,,m,p,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Esce profumo dai pani caldi.,A wonderful smell comes from the warm loaves.,56dba299825525b0974c60314da2db0b12deb791dffbc0cf5431b636fb9f184b,6b0303de5800a3111f843d4069dba60d96f1caf4ad7f5e4cf5ff3659e1922fbd
nel pane,pane,bread,noun,in the bread,"food,cooking",,,m,s,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,C'è uvetta nel pane.,There are raisins in the bread.,88432003b5edd1656c6d74c60a1f11e1fe243f2610b2b763989a36cac99a235e,833a84ef39b8da3c0818154defbcd7f0c106ee7fad138611336ac3ddc9a417e3
nei pani,pane,bread,noun,in the breads,"food,cooking",,,m,p,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Mettono semi nei pani.,They put seeds in the breads.,4d401d0abeb1bc8dec398d375f129c325149bcee5bae142d0123953f7f5126c4,10d8dd9d4d4fd31ee684a52bd2b8a76bc562d1b8271c3dd4ac57aeac73e75738
sul pane,pane,bread,noun,on the bread,"food,cooking",,,m,s,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Spalmo marmellata sul pane.,I spread jam on the bread.,002444919d11060733162aef8eae9aa4e5aa50993e75d0972b6205e0546f01d9,dcb450b6254bb16e7a72bd553c60a9d4942f9ffbcf71ce52da19f043a739b9e3
sui pani,pane,bread,noun,on the breads,"food,cooking",,,m,p,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Spruzzo acqua sui pani.,I spray water on the loaves.,62c71b7775d0433a81dd3bc6e71a9cb7f0e2ec73e3300de8f609105d851119b8,d18dc5c33d4c8298f02233b48d25219843c9b5521968a49f7308d0c157e738cc
col pane,pane,bread,noun,with the bread,"food,cooking",,,m,s,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Servo il formaggio col pane.,I serve cheese with the bread.,d2a6a8d9fdc84e6200a53f8cadd23a637fb02219eb6183a93780a46d4469a2c2,cabe5dae310d77771e22bd09da5cd0cdebfccf53ac00f533d6e050412de30e8a
coi pani,pane,bread,noun,with the breads,"food,cooking",,,m,p,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Lavorano coi pani appena sfornati.,They work with the freshly baked loaves.,60a0b2b9291d096e7d625318e88fb989692e88870c547357ccc0a66792ee5451,025e740ed41edccc55f9d2289d00aaa3c209428f5572a226d0eadae7a825f7c6
pasta,pasta,pasta,noun,pasta,"food,cooking",,,f,s,,,False,False,False,,,,,mass noun; plural 'paste' often means 'pastries',Mangio pasta spesso.,I eat pasta often.,fc2ad49c267aa79dc3f39ee7a7d7e9ba319ede7179ea5b231d3e04e6e4fe4ce2,e4941531889c4c57886f90fe23c30d92e3b7f9a8268085eb885015a03c1e7ab0
una pasta,pasta,pasta,noun,a pastry,"food,cooking",,,f,s,,,False,False,False,indefinite,una,una,,often means a pastry at cafes,Prendo una pasta al bar.,I get a pastry at the cafe.,7ab2933863ae5a75ce7c0e2813f071d933723236228dd1b235eccc8ba088fee1,9f5a49704edf49dd688f4e749c6549661cad1993f06e4dbad4eb7f5a2d887a3f
la pasta,pasta,pasta,noun,the pasta,"food,cooking",,,f,s,,,False,False,False,definite,la,la,,,La pasta è pronta.,The pasta is ready.,deef38514e54d527bf4614bc1a94bf413db85cdfcbd55cd2b9a5ef8285fd2080,4929531df3322e2c80f3a42d789e931e68df19571a21fdd108a993dc93e6ca05
paste,pasta,pasta,noun,pastries,"food,cooking",,,f,p,,,False,False,False,,,,,plural form; often pastries,Paste fresche sono in vetrina.,Fresh pastries are in the display.,efcde8027c5de6baf22c08cfa5fc33c315da4060c1f3a401ea160d4d0d66e9a7,0ddbdc9cd4e4daef67ebce172a7e8fca7f08397fc226d1daf4e88d788847e8fd
le paste,pasta,pasta,noun,the pastries,"food,cooking",,,f,p,,,False,False,False,definite,le,le,,,Le paste sono finite.,The pastries are gone.,fe9efac4b250a7ca3ce2275e8f7f685ad5d28e5a97603e5e930bd4190916a735,8565b68bf2f9c32ad852f49b75b15be70041e6e33b7f87603c41ed927a107b3c
delle paste,pasta,pasta,noun,some pastries,"food,cooking",,,f,p,,,False,False,False,indefinite,le,delle,di,partitive plural form,Porto delle paste domani.,I will bring some pastries tomorrow.,3da2b509e0126090a8d7153a728fabbeb5db65fc0fe9b8e54bad15ce77f1bdcd,eb49b7bcc776d54a7c1544270c4292e8b5f6f525177918f442895b51d3d385e8
della pasta,pasta,pasta,noun,of the pasta,"food,cooking",,,f,s,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il colore della pasta è giallo.,The color of the pasta is yellow.,8c23676ce17b6a44341956ee5041a6bdf4b7b136a82cf309f4fa8115558ef3b0,cef7c3fa3a7e394745235c0863ee5897c07f9ea82773b1d601a66f4efc0d701c
alla pasta,pasta,pasta,noun,to the pasta,"food,cooking",,,f,s,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Aggiungo sale alla pasta.,I add salt to the pasta.,fbc446c2b9911286ec915ac08c111110d7fb2ae037c87b6a9184d9514837285b,420724b0c5f9b2711089aea4d23c5654d9d2b9e5ccf11439ff5c7a4161393447
alle paste,pasta,pasta,noun,to the pastries,"food,cooking",,,f,p,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Sono allergico alle paste con noci.,I am allergic to pastries with nuts.,01ce44d70ce6f1d23e42bf063a173281bf2c3ddef8cc0847e9021df8a9dd4665,3d9ffefdf382db79467e115169541d10c52843d0552c4f50e4dc5c3b2180be0e
dalla pasta,pasta,pasta,noun,from the pasta,"food,cooking",,,f,s,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Comincio dalla pasta.,I start with the pasta.,06437e3382ba49d49600169f6bc1e55bb50c27718b73ab8360cccd2dc00f245a,09295ee6988e3b0d2899b89f8f36a7c48adcd46556df6a272592d58657c2f1e3
dalle paste,pasta,pasta,noun,from the pastries,"food,cooking",,,f,p,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Sento profumo dalle paste.,I smell fragrance from the pastries.,dbb9e0b91529a159e7aade5e8104d3720eca078a76ec2f235259e3009d54c380,ba9c32452bd67f093432fd09e5e72ca7c8e2c0cb609ff018089c09df4e3e5991
nella pasta,pasta,pasta,noun,in the pasta,"food,cooking",,,f,s,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Metto il tonno nella pasta.,I put tuna in the pasta.,8ba25de776f2974d89c8da8954c668716d976a7362a7a3eaad2d7b775d7a5a03,efb25ce002303d817a83e6f41a44fb11e47650d3c493314459cdb28e5a92394d
nelle paste,pasta,pasta,noun,in the pastries,"food,cooking",,,f,p,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,C'è crema nelle paste.,There is cream in the pastries.,db2c50fcaead56b1bca342249d3fd6306eca45466a27549b320823a90ae1f780,fbfe85f5d2caf7182f9cea6378609f765d702b44af4da14773ed42d599b94677
sulla pasta,pasta,pasta,noun,on the pasta,"food,cooking",,,f,s,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Metto il sugo sulla pasta.,I put the sauce on the pasta.,a2b5097921aa4cf73129475dd07d16e4bbe7fa7b8eff368da809e55b4dd4acc3,3ebf958c5ba6954b73237901c4fc9d3d02e77b219cd9c15b5397e8106dc3877a
sulle paste,pasta,pasta,noun,on the pastries,"food,cooking",,,f,p,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Mettono zucchero a velo sulle paste.,They put powdered sugar on the pastries.,6fcb460d98d3485ec1226f7ed1b32311047bb26442bee1661bac8f0e75a3277d,dfea1a007601f27b581f0cea2f40ed9c36e0b6f65c43085afd638082bf6d3434
