term_italian,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
con l'uomo,uomo,man,noun,with the man,"core,people",,,m,s,,,False,False,False,articulated_preposition,l',con l',con,no contraction,Parlo con l'uomo.,I talk with the man.,,
degli uomini,uomo,man,noun,of the men,"core,people",,,m,p,,,False,False,False,articulated_preposition,gli,degli,di,contraction of di + gli,Conosco le storie degli uomini.,I know the stories of the men.,,
agli uomini,uomo,man,noun,to the men,"core,people",,,m,p,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,Scrivo agli uomini del team.,I write to the men of the team.,,
dagli uomini,uomo,man,noun,from the men,"core,people",,,m,p,,,False,False,False,articulated_preposition,gli,dagli,da,contraction of da + gli,Le regole sono decise dagli uomini.,The rules are decided by the men.,,
negli uomini,uomo,man,noun,in men,"core,people",,,m,p,,,False,False,False,articulated_preposition,gli,negli,in,contraction of in + gli,Il farmaco funziona negli uomini.,The drug works in men.,,
sugli uomini,uomo,man,noun,about the men,"core,people",,,m,p,,,False,False,False,articulated_preposition,gli,sugli,su,contraction of su + gli,Ci sono studi sugli uomini anziani.,There are studies about elderly men.,,
con gli uomini,uomo,man,noun,with the men,"core,people",,,m,p,,,False,False,False,articulated_preposition,gli,con gli,con,no contraction,Lavoro con gli uomini.,I work with the men.,,
uscita,uscita,exit,noun,exit,"travel,places",,,f,s,,,False,False,False,,,,,base lemma,Cerco uscita vicina.,I am looking for a nearby exit.,,
un'uscita,uscita,exit,noun,an exit,"travel,places",,,f,s,,,False,False,False,indefinite,un',un',,,C'è un'uscita sul retro.,There is an exit at the back.,,
l'uscita,uscita,exit,noun,the exit,"travel,places",,,f,s,,,False,False,False,definite,l',l',,,Dov'è l'uscita?,Where is the exit?,,
uscite,uscita,exit,noun,exits,"travel,places",,,f,p,,,False,False,False,,,,,plural form,Uscite di sicurezza aperte.,Emergency exits are open.,,
le uscite,uscita,exit,noun,the exits,"travel,places",,,f,p,,,False,False,False,definite,le,le,,,Le uscite sono a sinistra.,The exits are on the left.,,
delle uscite,uscita,exit,noun,some exits,"travel,places",,,f,p,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ho visto delle uscite laterali.,I saw some side exits.,,
dell'uscita,uscita,exit,noun,of the exit,"travel,places",,,f,s,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',L'indicazione dell'uscita è chiara.,The indication of the exit is clear.,,
all'uscita,uscita,exit,noun,to the exit/at the exit,"travel,places",,,f,s,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Ci vediamo all'uscita.,See you at the exit.,,
alle uscite,uscita,exit,noun,to the exits/at the exits,"travel,places",,,f,p,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Le mappe sono alle uscite.,The maps are at the exits.,,
dall'uscita,uscita,exit,noun,from the exit,"travel,places",,,f,s,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Esci dall'uscita laterale.,Exit from the side exit.,,
dalle uscite,uscita,exit,noun,from the exits,"travel,places",,,f,p,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Esce fumo dalle uscite di servizio.,Smoke comes out from the service exits.,,
nell'uscita,uscita,exit,noun,in the exit,"travel,places",,,f,s,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',C'è una luce nell'uscita.,There is a light in the exit.,,
nelle uscite,uscita,exit,noun,in the exits,"travel,places",,,f,p,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Polvere nelle uscite di emergenza.,Dust in the emergency exits.,,
sull'uscita,uscita,exit,noun,on the exit/about the exit,"travel,places",,,f,s,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',C'è un cartello sull'uscita.,There is a sign on the exit.,,
sulle uscite,uscita,exit,noun,on the exits/about the exits,"travel,places",,,f,p,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Le regole sono sulle uscite.,The rules are on the exits.,,
con l'uscita,uscita,exit,noun,with the exit,"travel,places",,,f,s,,,False,False,False,articulated_preposition,l',con l',con,preposition with article l',Finisco con l'uscita principale.,I finish with the main exit.,,
con le uscite,uscita,exit,noun,with the exits,"travel,places",,,f,p,,,False,False,False,articulated_preposition,le,con le,con,preposition with article le,Lavorano con le uscite di sicurezza.,They work with the emergency exits.,,
quell'uscita,uscita,exit,noun,that exit,"travel,places",,,f,s,,,False,False,False,,,,,elides before vowel (feminine singular),Prendiamo quell'uscita.,We take that exit.,,
vecchio,vecchio,old,noun,old man,"quality,age",,,m,s,,,False,False,False,,,,,as a noun; can sound pejorative,Cerco vecchio saggio.,I am looking for a wise old man.,,
un vecchio,vecchio,old,noun,an old man,"quality,age",,,m,s,,,False,False,False,indefinite,un,un,,,Ho visto un vecchio sul ponte.,I saw an old man on the bridge.,,
il vecchio,vecchio,old,noun,the old man,"quality,age",,,m,s,,,False,False,False,definite,il,il,,,Il vecchio racconta storie.,The old man tells stories.,,
vecchi,vecchio,old,noun,old men,"quality,age",,,m,p,,,False,False,False,,,,,,Aiuto vecchi ogni giorno.,I help old men every day.,,
i vecchi,vecchio,old,noun,the old men,"quality,age",,,m,p,,,False,False,False,definite,i,i,,,I vecchi giocano a carte.,The old men play cards.,,
dei vecchi,vecchio,old,noun,some old men,"quality,age",,,m,p,,,False,False,False,indefinite,i,dei,di,partitive plural form,Conosco dei vecchi molto attivi.,I know some very active old men.,,
del vecchio,vecchio,old,noun,of the old man,"quality,age",,,m,s,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Ricordo il nome del vecchio.,I remember the old man's name.,,
al vecchio,vecchio,old,noun,to the old man,"quality,age",,,m,s,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Parlo al vecchio con calma.,I speak to the old man calmly.,,
ai vecchi,vecchio,old,noun,to the old men,"quality,age",,,m,p,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Scrivo ai vecchi del quartiere.,I write to the old men of the neighborhood.,,
dal vecchio,vecchio,old,noun,from the old man,"quality,age",,,m,s,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Prendo consigli dal vecchio.,I take advice from the old man.,,
dai vecchi,vecchio,old,noun,from the old men,"quality,age",,,m,p,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Imparo dai vecchi del paese.,I learn from the old men of the town.,,
nel vecchio,vecchio,old,noun,in the old man,"quality,age",,,m,s,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Nel vecchio c'è saggezza.,In the old man there is wisdom.,,
nei vecchi,vecchio,old,noun,in the old men,"quality,age",,,m,p,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Nei vecchi vedo forza.,In old men I see strength.,,
sul vecchio,vecchio,old,noun,about the old man,"quality,age",,,m,s,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Leggo un libro sul vecchio.,I read a book about the old man.,,
sui vecchi,vecchio,old,noun,about the old men,"quality,age",,,m,p,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Lavoro su un progetto sui vecchi.,I am working on a project about old men.,,
col vecchio,vecchio,old,noun,with the old man,"quality,age",,,m,s,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Parlo col vecchio domani.,I talk with the old man tomorrow.,,
coi vecchi,vecchio,old,noun,with the old men,"quality,age",,,m,p,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Esco coi vecchi del club.,I go out with the old men from the club.,,
verità,verità,truth,noun,truth,"core,ideas",,,f,s,,,False,False,False,,,,,base lemma; invariable; accent on final 'à',Cerco verità.,I seek truth.,,
una verità,verità,truth,noun,a truth,"core,ideas",,,f,s,,,False,False,False,indefinite,una,una,,,Questa è una verità scomoda.,This is an uncomfortable truth.,,
la verità,verità,truth,noun,the truth,"core,ideas",,,f,s,,,False,False,False,definite,la,la,,,Dimmi la verità.,Tell me the truth.,,
verità,verità,truth,noun,truths,"core,ideas",,,f,p,,,False,False,False,,,,,invariable plural; same as singular,Raccogliamo verità.,We collect truths.,,
le verità,verità,truth,noun,the truths,"core,ideas",,,f,p,,,False,False,False,definite,le,le,,,Le verità verranno fuori.,The truths will come out.,,
delle verità,verità,truth,noun,some truths,"core,ideas",,,f,p,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ho scoperto delle verità nuove.,I have discovered some new truths.,,
della verità,verità,truth,noun,of the truth,"core,ideas",,,f,s,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il peso della verità è grande.,The weight of the truth is great.,,
alla verità,verità,truth,noun,to the truth,"core,ideas",,,f,s,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Arriviamo alla verità.,We arrive at the truth.,,
dalla verità,verità,truth,noun,from the truth,"core,ideas",,,f,s,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Non si scappa dalla verità.,You cannot escape from the truth.,,
nella verità,verità,truth,noun,in the truth,"core,ideas",,,f,s,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Credo nella verità.,I believe in the truth.,,
sulla verità,verità,truth,noun,about the truth,"core,ideas",,,f,s,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Scrive un saggio sulla verità.,He writes an essay about the truth.,,
con la verità,verità,truth,noun,with the truth,"core,ideas",,,f,s,,,False,False,False,articulated_preposition,la,con la,con,no contraction with la,Agiamo con la verità.,We act with the truth.,,
delle verità,verità,truth,noun,of the truths,"core,ideas",,,f,p,,,False,False,False,articulated_preposition,le,delle,di,contraction of di + le,Parliamo delle verità scomode.,We talk about the uncomfortable truths.,,
alle verità,verità,truth,noun,to the truths,"core,ideas",,,f,p,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Ci affidiamo alle verità storiche.,We rely on the historical truths.,,
dalle verità,verità,truth,noun,from the truths,"core,ideas",,,f,p,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Imparo dalle verità che scopro.,I learn from the truths I discover.,,
nelle verità,verità,truth,noun,in the truths,"core,ideas",,,f,p,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Cerchiamo senso nelle verità altrui.,We seek meaning in other people's truths.,,
sulle verità,verità,truth,noun,about the truths,"core,ideas",,,f,p,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Il documentario indaga sulle verità taciute.,The documentary investigates the hidden truths.,,
con le verità,verità,truth,noun,with the truths,"core,ideas",,,f,p,,,False,False,False,articulated_preposition,le,con le,con,no contraction with le,Con le verità possiamo cambiare.,With the truths we can change.,,
versione,versione,version,noun,version,"media,language",,,f,s,,,False,False,False,,,,,base lemma,Cerco versione aggiornata.,I am looking for an updated version.,,
una versione,versione,version,noun,a version,"media,language",,,f,s,,,False,False,False,indefinite,una,una,,indefinite singular,Ho una versione diversa.,I have a different version.,,
la versione,versione,version,noun,the version,"media,language",,,f,s,,,False,False,False,definite,la,la,,definite singular,La versione è corretta.,The version is correct.,,
versioni,versione,version,noun,versions,"media,language",,,f,p,,,False,False,False,,,,,plural form,Versioni nuove escono spesso.,New versions come out often.,,
le versioni,versione,version,noun,the versions,"media,language",,,f,p,,,False,False,False,definite,le,le,,definite plural,Le versioni sono pronte.,The versions are ready.,,
delle versioni,versione,version,noun,some versions,"media,language",,,f,p,,,False,False,False,indefinite,le,delle,di,partitive plural form,Pubblico delle versioni beta.,I publish some beta versions.,,
della versione,versione,version,noun,of the version,"media,language",,,f,s,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il titolo della versione è cambiato.,The title of the version has changed.,,
alla versione,versione,version,noun,to the version,"media,language",,,f,s,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Accedo alla versione online.,I access the online version.,,
dalla versione,versione,version,noun,from the version,"media,language",,,f,s,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Parto dalla versione base.,I start from the basic version.,,
nella versione,versione,version,noun,in the version,"media,language",,,f,s,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Errore nella versione attuale.,Error in the current version.,,
sulla versione,versione,version,noun,about the version,"media,language",,,f,s,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Trovi note sulla versione.,You find notes about the version.,,
con la versione,versione,version,noun,with the version,"media,language",,,f,s,,,False,False,False,articulated_preposition,la,con la,con,no contraction with feminine,Lavoro con la versione 2.0.,I work with version 2.0.,,
alle versioni,versione,version,noun,to the versions,"media,language",,,f,p,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Accedo alle versioni precedenti.,I access the previous versions.,,
dalle versioni,versione,version,noun,from the versions,"media,language",,,f,p,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Imparo dalle versioni passate.,I learn from the past versions.,,
nelle versioni,versione,version,noun,in the versions,"media,language",,,f,p,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Ci sono errori nelle versioni vecchie.,There are errors in the old versions.,,
sulle versioni,versione,version,noun,about the versions,"media,language",,,f,p,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Lavoriamo sulle versioni future.,We are working on the future versions.,,
con le versioni,versione,version,noun,with the versions,"media,language",,,f,p,,,False,False,False,articulated_preposition,le,con le,con,no contraction with feminine plural,Con le versioni nuove va meglio.,With the new versions it goes better.,,
vestito,vestito,dress,noun,dress,"clothing,shopping",,,m,s,,,False,False,False,,,,,base lemma,Cerco vestito elegante.,I am looking for an elegant dress.,,
un vestito,vestito,dress,noun,a dress,"clothing,shopping",,,m,s,,,False,False,False,indefinite,un,un,,,Voglio un vestito comodo.,I want a comfortable dress.,,
il vestito,vestito,dress,noun,the dress,"clothing,shopping",,,m,s,,,False,False,False,definite,il,il,,,Il vestito è caro.,The dress is expensive.,,
vestiti,vestito,dress,noun,clothes,"clothing,shopping",,,m,p,,,False,False,False,,,,,plural form,Vestiti nuovi costano molto.,New clothes cost a lot.,,
i vestiti,vestito,dress,noun,the clothes,"clothing,shopping",,,m,p,,,False,False,False,definite,i,i,,,I vestiti sono puliti.,The clothes are clean.,,
dei vestiti,vestito,dress,noun,some clothes,"clothing,shopping",,,m,p,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho comprato dei vestiti.,I bought some clothes.,,
del vestito,vestito,dress,noun,of the dress,"clothing,shopping",,,m,s,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il colore del vestito è blu.,The color of the dress is blue.,,
al vestito,vestito,dress,noun,to the dress,"clothing,shopping",,,m,s,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Abbino la cintura al vestito.,I match the belt to the dress.,,
ai vestiti,vestito,dress,noun,to the clothes,"clothing,shopping",,,m,p,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Do un'occhiata ai vestiti.,I take a look at the clothes.,,
dal vestito,vestito,dress,noun,from the dress,"clothing,shopping",,,m,s,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Tolgo l'etichetta dal vestito.,I remove the tag from the dress.,,
dai vestiti,vestito,dress,noun,from the clothes,"clothing,shopping",,,m,p,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Tolgo le macchie dai vestiti.,I remove the stains from the clothes.,,
nel vestito,vestito,dress,noun,in the dress,"clothing,shopping",,,m,s,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,C'è un buco nel vestito.,There is a hole in the dress.,,
nei vestiti,vestito,dress,noun,in the clothes,"clothing,shopping",,,m,p,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Ho trovato soldi nei vestiti.,I found money in the clothes.,,
sul vestito,vestito,dress,noun,on the dress,"clothing,shopping",,,m,s,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,C'è una macchia sul vestito.,There is a stain on the dress.,,
sui vestiti,vestito,dress,noun,on the clothes,"clothing,shopping",,,m,p,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,I peli sui vestiti sono fastidiosi.,Hairs on clothes are annoying.,,
col vestito,vestito,dress,noun,with the dress,"clothing,shopping",,,m,s,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Vado col vestito nero.,I am going with the black dress.,,
coi vestiti,vestito,dress,noun,with the clothes,"clothing,shopping",,,m,p,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Esci coi vestiti bagnati?,Are you going out with wet clothes?,,
vicino,vicino,neighbor,noun,neighbor (masculine),"people,home",,,m,s,,,False,False,False,,,,,often used with 'di casa' for clarity,Cerco vicino disponibile.,I am looking for a helpful neighbor.,,
un vicino,vicino,neighbor,noun,a neighbor (masculine),"people,home",,,m,s,,,False,False,False,indefinite,un,un,,,Ho un vicino rumoroso.,I have a noisy neighbor.,,
il vicino,vicino,neighbor,noun,the neighbor (masculine),"people,home",,,m,s,,,False,False,False,definite,il,il,,,Il vicino suona il piano.,The neighbor plays the piano.,,
vicini,vicino,neighbor,noun,neighbors (masculine),"people,home",,,m,p,,,False,False,False,,,,,plural form,Vicini cordiali aiutano spesso.,Friendly neighbors often help.,,
i vicini,vicino,neighbor,noun,the neighbors (masculine),"people,home",,,m,p,,,False,False,False,definite,i,i,,,I vicini organizzano una festa.,The neighbors are organizing a party.,,
dei vicini,vicino,neighbor,noun,some neighbors (masculine),"people,home",,,m,p,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho dei vicini gentili.,I have some kind neighbors.,,
del vicino,vicino,neighbor,noun,of the neighbor (masculine),"people,home",,,m,s,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il cane del vicino abbaia.,The neighbor's dog barks.,,
al vicino,vicino,neighbor,noun,to the neighbor (masculine),"people,home",,,m,s,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Parlo al vicino.,I speak to the neighbor.,,
ai vicini,vicino,neighbor,noun,to the neighbors (masculine),"people,home",,,m,p,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Scrivo ai vicini.,I write to the neighbors.,,
dal vicino,vicino,neighbor,noun,from the neighbor (masculine),"people,home",,,m,s,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Prendo il sale dal vicino.,I get the salt from the neighbor.,,
dai vicini,vicino,neighbor,noun,from the neighbors (masculine),"people,home",,,m,p,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Arriva musica dai vicini.,Music comes from the neighbors.,,
nel vicino,vicino,neighbor,noun,in the neighbor (masculine),"people,home",,,m,s,,,False,False,False,articulated_preposition,il,nel,in,elliptical for 'in casa del vicino',Entro nel vicino per avvisarlo.,I go into the neighbor's to let him know.,,
nei vicini,vicino,neighbor,noun,in the neighbors (masculine),"people,home",,,m,p,,,False,False,False,articulated_preposition,i,nei,in,elliptical/context-dependent,Mi fermo nei vicini dopo cena.,I stop by the neighbors' places after dinner.,,
sul vicino,vicino,neighbor,noun,about the neighbor (masculine),"people,home",,,m,s,,,False,False,False,articulated_preposition,il,sul,su,,Leggo un post sul vicino.,I read a post about the neighbor.,,
sui vicini,vicino,neighbor,noun,about the neighbors (masculine),"people,home",,,m,p,,,False,False,False,articulated_preposition,i,sui,su,,Circolano voci sui vicini.,Rumors circulate about the neighbors.,,
col vicino,vicino,neighbor,noun,with the neighbor (masculine),"people,home",,,m,s,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Parlo col vicino.,I talk with the neighbor.,,
coi vicini,vicino,neighbor,noun,with the neighbors (masculine),"people,home",,,m,p,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Ceniamo coi vicini.,We have dinner with the neighbors.,,
vicina,vicino,neighbor,noun,neighbor (feminine),"people,home",,,f,s,,,False,False,False,,,,,often used with 'di casa' for clarity,Cerco vicina affidabile.,I am looking for a reliable neighbor.,,
una vicina,vicino,neighbor,noun,a neighbor (feminine),"people,home",,,f,s,,,False,False,False,indefinite,la,una,,,Ho una vicina simpatica.,I have a nice neighbor.,,
la vicina,vicino,neighbor,noun,the neighbor (feminine),"people,home",,,f,s,,,False,False,False,definite,la,la,,,La vicina cucina bene.,The neighbor cooks well.,,
vicine,vicino,neighbor,noun,neighbors (feminine),"people,home",,,f,p,,,False,False,False,,,,,plural form,Vicine gentili aiutano tutti.,Kind neighbors help everyone.,,
le vicine,vicino,neighbor,noun,the neighbors (feminine),"people,home",,,f,p,,,False,False,False,definite,le,le,,,Le vicine salutano spesso.,The neighbors often say hello.,,
delle vicine,vicino,neighbor,noun,some neighbors (feminine),"people,home",,,f,p,,,False,False,False,indefinite,le,delle,di,partitive plural form,Conosco delle vicine simpatiche.,I know some friendly neighbors.,,
della vicina,vicino,neighbor,noun,of the neighbor (feminine),"people,home",,,f,s,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il gatto della vicina dorme.,The neighbor's cat is sleeping.,,
alla vicina,vicino,neighbor,noun,to the neighbor (feminine),"people,home",,,f,s,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Scrivo alla vicina.,I write to the neighbor.,,
alle vicine,vicino,neighbor,noun,to the neighbors (feminine),"people,home",,,f,p,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Parlo alle vicine.,I speak to the neighbors.,,
dalla vicina,vicino,neighbor,noun,from the neighbor (feminine),"people,home",,,f,s,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Prendo il caffè dalla vicina.,I get coffee from the neighbor.,,
dalle vicine,vicino,neighbor,noun,from the neighbors (feminine),"people,home",,,f,p,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Arrivano risate dalle vicine.,Laughter comes from the neighbors.,,
nella vicina,vicino,neighbor,noun,in the neighbor (feminine),"people,home",,,f,s,,,False,False,False,articulated_preposition,la,nella,in,elliptical for 'in casa della vicina',Entro nella vicina per un minuto.,I go into the neighbor's for a minute.,,
nelle vicine,vicino,neighbor,noun,in the neighbors (feminine),"people,home",,,f,p,,,False,False,False,articulated_preposition,le,nelle,in,elliptical/context-dependent,Mi fermo nelle vicine dopo cena.,I stop by the neighbors' places after dinner.,,
sulla vicina,vicino,neighbor,noun,about the neighbor (feminine),"people,home",,,f,s,,,False,False,False,articulated_preposition,la,sulla,su,,Leggo un messaggio sulla vicina.,I read a message about the neighbor.,,
sulle vicine,vicino,neighbor,noun,about the neighbors (feminine),"people,home",,,f,p,,,False,False,False,articulated_preposition,le,sulle,su,,Ci sono pettegolezzi sulle vicine.,There is gossip about the neighbors.,,
con la vicina,vicino,neighbor,noun,with the neighbor (feminine),"people,home",,,f,s,,,False,False,False,articulated_preposition,la,con la,con,no contraction,Parlo con la vicina.,I talk with the neighbor.,,
con le vicine,vicino,neighbor,noun,with the neighbors (feminine),"people,home",,,f,p,,,False,False,False,articulated_preposition,le,con le,con,no contraction,Esco con le vicine.,I go out with the neighbors.,,
villaggio,villaggio,village,noun,village,"places,travel",,,m,s,,,False,False,False,,,,,base lemma,Cerco villaggio tranquillo.,I am looking for a quiet village.,,
un villaggio,villaggio,village,noun,a village,"places,travel",,,m,s,,,False,False,False,indefinite,un,un,,,Conosco un villaggio carino.,I know a nice village.,,
il villaggio,villaggio,village,noun,the village,"places,travel",,,m,s,,,False,False,False,definite,il,il,,,Il villaggio è antico.,The village is ancient.,,
villaggi,villaggio,village,noun,villages,"places,travel",,,m,p,,,False,False,False,,,,,plural form,Villaggi nuovi nascono qui.,New villages are emerging here.,,
i villaggi,villaggio,village,noun,the villages,"places,travel",,,m,p,,,False,False,False,definite,i,i,,,I villaggi sono vicini.,The villages are nearby.,,
dei villaggi,villaggio,village,noun,some villages,"places,travel",,,m,p,,,False,False,False,indefinite,i,dei,di,partitive plural form,Conosco dei villaggi pittoreschi.,I know some picturesque villages.,,
del villaggio,villaggio,village,noun,of the village,"places,travel",,,m,s,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,La piazza del villaggio è centrale.,The village square is central.,,
al villaggio,villaggio,village,noun,to the village,"places,travel",,,m,s,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Andiamo al villaggio.,We are going to the village.,,
ai villaggi,villaggio,village,noun,to the villages,"places,travel",,,m,p,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Prenoto ai villaggi locali.,I book at the local villages.,,
dal villaggio,villaggio,village,noun,from the village,"places,travel",,,m,s,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Vengo dal villaggio vicino.,I come from the nearby village.,,
dai villaggi,villaggio,village,noun,from the villages,"places,travel",,,m,p,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,I profumi dai villaggi sono invitanti.,The scents from the villages are inviting.,,
nel villaggio,villaggio,village,noun,in the village,"places,travel",,,m,s,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Vivo nel villaggio.,I live in the village.,,
nei villaggi,villaggio,village,noun,in the villages,"places,travel",,,m,p,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Non c'è internet nei villaggi.,There is no internet in the villages.,,
sul villaggio,villaggio,village,noun,about the village,"places,travel",,,m,s,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Leggo un articolo sul villaggio.,I am reading an article about the village.,,
sui villaggi,villaggio,village,noun,about the villages,"places,travel",,,m,p,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Ho dati sui villaggi rurali.,I have data about rural villages.,,
col villaggio,villaggio,village,noun,with the village,"places,travel",,,m,s,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Collaboro col villaggio locale.,I collaborate with the local village.,,
coi villaggi,villaggio,village,noun,with the villages,"places,travel",,,m,p,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Lavoriamo coi villaggi vicini.,We work with the nearby villages.,,
vino,vino,wine,noun,wine,"food,drink",,,m,s,,,False,False,False,,,,,mass noun; plural 'vini' for types,Bevo vino la sera.,I drink wine in the evening.,,
un vino,vino,wine,noun,a wine,"food,drink",,,m,s,,,False,False,False,indefinite,un,un,,,Prendo un vino rosso.,I will have a red wine.,,
il vino,vino,wine,noun,the wine,"food,drink",,,m,s,,,False,False,False,definite,il,il,,,Il vino è freddo.,The wine is cold.,,
vini,vino,wine,noun,wines,"food,drink",,,m,p,,,False,False,False,,,,,plural form,Conosco vini toscani.,I know Tuscan wines.,,
i vini,vino,wine,noun,the wines,"food,drink",,,m,p,,,False,False,False,definite,i,i,,,I vini italiani sono famosi.,Italian wines are famous.,,
dei vini,vino,wine,noun,some wines,"food,drink",,,m,p,,,False,False,False,indefinite,i,dei,di,partitive plural form,Assaggio dei vini locali.,I taste some local wines.,,
del vino,vino,wine,noun,of the wine,"food,drink",,,m,s,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Parliamo del vino.,We talk about the wine.,,
al vino,vino,wine,noun,to the wine,"food,drink",,,m,s,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Brindo al vino nuovo.,I toast to the new wine.,,
ai vini,vino,wine,noun,to the wines,"food,drink",,,m,p,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Abbiniamo i piatti ai vini.,We pair the dishes with the wines.,,
dal vino,vino,wine,noun,from the wine,"food,drink",,,m,s,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Il profumo viene dal vino.,The aroma comes from the wine.,,
dai vini,vino,wine,noun,from the wines,"food,drink",,,m,p,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Questi aromi provengono dai vini.,These aromas come from the wines.,,
nel vino,vino,wine,noun,in the wine,"food,drink",,,m,s,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Metto le spezie nel vino.,I put the spices in the wine.,,
nei vini,vino,wine,noun,in the wines,"food,drink",,,m,p,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Trovo note fruttate nei vini.,I find fruity notes in the wines.,,
