text_it	text_en	hash	text_it_length	text_en_length
Mary mi ha detto che aveva paura dei serpenti.	Mary told me she was afraid of snakes.	1af1194c-be29-5d18-9faf-b3a435163476	46	38
Mary mi disse che aveva paura dei serpenti.	Mary told me she was afraid of snakes.	fdb82430-428d-5711-8103-400960319495	43	38
Mary ha detto che non fuma più.	Mary said she doesn't smoke anymore.	f88a64c9-e1da-58c0-9d41-42af07bde7ec	31	36
Mary ha detto di non fumare più.	Mary said she doesn't smoke anymore.	880fefd8-9d5e-5a80-b620-a86d937dfea4	32	36
Mary ha detto che le stava bene.	Mary said that was fine with her.	a7ef2138-9583-5374-bad6-04de90df3644	32	33
Mary disse che le stava bene.	Mary said that was fine with her.	dd928621-8566-572c-8045-5200d69847b0	29	33
Mary dice che è brava in francese.	Mary says she's good at French.	dfd5d007-0463-51f9-8547-be6398d9a38b	34	31
Mary ha detto di essere brava in francese.	Mary says she's good at French.	20cd7419-520d-5fbd-8a85-4e22d8a2a994	42	31
Mary è ancora nella squadra, vero?	Mary is still on the team, isn't she?	9ad65d93-9a56-543e-bb94-a01fc6fe6c68	34	37
Mary mi ha detto che era una poetessa.	Mary told me she was a poet.	629862ba-46ae-541a-b6a6-7b653731090a	38	28
Mary mi disse che era una poetessa.	Mary told me she was a poet.	20c6d664-65d6-5010-8416-f369cb73c3f9	35	28
Mary è annegata nella sua piscina.	Mary drowned in her swimming pool.	9b80b4e7-1773-5d3c-92a2-252cd9f404f7	34	34
Mary annegò nella sua piscina.	Mary drowned in her swimming pool.	b9641141-7464-5176-957e-1ac987267bad	30	34
Mary ha detto a Tom che doveva parlare con John.	Mary told Tom she had to talk to John.	1d041371-85f0-5381-bd93-f0b36ae02e40	48	38
Mary disse a Tom che doveva parlare con John.	Mary told Tom she had to talk to John.	19bcba70-8d8a-5570-98bf-6ae72c967499	45	38
Mary ha riempito il suo bicchiere di vino.	Mary filled her glass with wine.	54204580-2075-5792-98bc-617d65262505	42	32
Mary riempì il suo bicchiere di vino.	Mary filled her glass with wine.	a10f977c-3518-56b0-9b49-f6219a309f7f	37	32
Mary vuole che tu vada a Boston con lei.	Mary wants you to go to Boston with her.	6a7f32c6-8e52-5543-93f1-7cea0d340794	40	40
Mary vuole che lei vada a Boston con lei.	Mary wants you to go to Boston with her.	91911f78-c702-5e09-9e1f-63125dd27765	41	40
Mary vuole che andiate a Boston con lei.	Mary wants you to go to Boston with her.	11fb7542-611a-5a1e-bf61-dc29b2ceacee	40	40
Mary vuole che voi andiate a Boston con lei.	Mary wants you to go to Boston with her.	ad12ee77-26a4-567d-90f8-28c73c076ce7	44	40
Quale emoji usi di più?	Which emoji do you use the most?	c411d691-be07-54c1-8422-64b41c993e58	23	32
Quale emoji utilizzi di più?	Which emoji do you use the most?	1957a20b-7927-5bce-bc59-7689653ed24b	28	32
Quale emoji usa di più?	Which emoji do you use the most?	5c7e2d3d-ca7c-5611-a9a8-bbec62abb4cd	23	32
Quale emoji utilizza di più?	Which emoji do you use the most?	b3f72be2-c76b-53db-adb3-750dc3c95aaf	28	32
Quale emoji usate di più?	Which emoji do you use the most?	cc90501c-72f9-5b14-8705-c69b8a80ef38	25	32
Quale emoji utilizzate di più?	Which emoji do you use the most?	b1210401-a3d1-52e9-bc8e-853e6c2220b6	30	32
Qual è la tua emoji preferita?	What's your favorite emoji?	accc5c89-b331-5d0f-b769-e61206679fdf	30	27
Qual è la sua emoji preferita?	What's your favorite emoji?	cf14a54d-3e7b-57bd-9b54-a8390e2aaff3	30	27
Qual è la vostra emoji preferita?	What's your favorite emoji?	b816da3b-2d69-51f7-b7a0-909df6d15b57	33	27
Sami ha mandato un'emoji a Layla.	Sami sent Layla an emoji.	6a6ea6d5-2ee6-5dca-bf7c-7b0ff0dcc24b	33	25
Sami mandò un'emoticon a Layla.	Sami sent Layla an emoji.	801e8dd7-bcaf-523b-83d1-f47d1c79a1cc	31	25
Sami ha iniziato ad usare delle emoji strane.	Sami started using strange emojis.	3ad513d4-d2fb-5b6a-9cfe-3f59eb35d8db	45	34
Sami ha cominciato ad usare delle emoji strane.	Sami started using strange emojis.	8aca408c-f8a6-51a7-9997-064e605f2e06	47	34
Sami ha iniziato ad utilizzare delle emoji strane.	Sami started using strange emojis.	dcc4a0c7-1d28-594c-a0ae-7e9b0302a94d	50	34
Sami iniziò ad utilizzare delle emoji strane.	Sami started using strange emojis.	7fd5e5ed-c51d-5b27-b932-dd1052f51dbe	45	34
Sami cominciò ad utilizzare delle emoji strane.	Sami started using strange emojis.	5d1601e7-423f-5987-b8a9-c15a4bed72c2	47	34
Sami iniziò ad usare delle emoji strane.	Sami started using strange emojis.	e88de051-0d61-5ccd-a8bb-54022aaa6bf9	40	34
Sami cominciò ad usare delle emoji strane.	Sami started using strange emojis.	c14b2535-bdad-599d-8430-fd8209168685	42	34
Ci sono più di 2.800 emoji fra cui scegliere.	There are more than 2,800 emojis to choose from.	ca23a034-5cdf-57d0-a572-490d6ae6d261	45	48
Mary dice che non può cantare bene.	Mary says she can't sing well.	6e6d8080-fe60-5f27-8aae-3182f532cbc7	35	30
Mary dice che non riesce a cantare bene.	Mary says she can't sing well.	80a4ac47-c7ff-5120-ad3d-3050801cc3b9	40	30
Mary pensa che la sua casa sia infestata.	Mary thinks her house is haunted.	01111695-c458-5349-bff7-400197570473	41	33
Era così ricca.	She was so rich.	3fcc791e-84c4-5812-aec5-eb22f06fba18	15	16
Lei era così ricca.	She was so rich.	94f8d117-9f6b-5e69-a178-491d20770b9f	19	16
Ha fatto così tanti soldi.	She made so much money.	34a9fe17-40ad-5847-855b-ae8bf9bd6f7d	26	23
Fece così tanti soldi.	She made so much money.	6bb32e09-399c-5f29-820a-443e737c4629	22	23
Ha fatto così tanto denaro.	She made so much money.	6a1e7b55-8c56-5529-9a7c-3df44f920c2e	27	23
Fece così tanto denaro.	She made so much money.	13415772-a7ea-5d54-b774-4f86b035d597	23	23
È salita nel SUV.	She got into the SUV.	7168ae21-38de-5068-89ef-8c18e39732f2	17	21
Salì nel SUV.	She got into the SUV.	863e2c6e-4d53-5b45-94b1-051d52da4b6f	13	21
Ha accettato il suggerimento.	He accepted the suggestion.	163b8d9d-33f9-5d9a-b312-3df1938f3b8c	29	27
Accettò il suggerimento.	He accepted the suggestion.	46a0f310-fe3b-54f5-afc9-828aaa38a97d	24	27
Parli correntemente il tedesco.	You speak fluent German.	d3e249d1-b506-5557-b055-caa6d640191e	31	24
Il tempo è relativo.	Time is relative.	d4f12105-9b80-5238-860c-8b0547c97a2d	20	17
Tom ha creato Minecraft.	Tom created Minecraft.	e6112dd5-34d6-5f23-9b81-26e1e78b8853	24	22
Tom creò Minecraft.	Tom created Minecraft.	6b9589f8-ccc1-5b60-99fc-9cbf44c50618	19	22
Tom gioca a Minecraft.	Tom plays Minecraft.	210a04ee-cfa5-53d3-8f4c-048f6beada27	22	20
Giochiamo a Minecraft!	Let's play Minecraft!	22f9896a-ae26-547c-a0fb-05058f185eca	22	21
Hatsune Miku ha creato Minecraft.	Hatsune Miku created Minecraft.	be20cbd8-833f-5f16-831e-f485d02a2904	33	31
Hatsune Miku creò Minecraft.	Hatsune Miku created Minecraft.	413ba2f2-ece4-58fc-a97e-f62536f2bbc5	28	31
Hai scaricato Minecraft?	Did you download Minecraft?	09c7e53f-fa5f-538d-a06c-203530d3c0e2	24	27
Ha scaricato Minecraft?	Did you download Minecraft?	d5c24b09-304f-51f4-bd90-dcd73c22e582	23	27
Avete scaricato Minecraft?	Did you download Minecraft?	c7090b24-9342-5e74-8600-fd0651584b42	26	27
Matthew ha scaricato Minecraft oggi.	Matthew downloaded Minecraft today.	992a8c80-5317-50bd-8ae0-027de9afb96e	36	35
Ziri ha sentito di Minecraft.	Ziri has heard of Minecraft.	80821cd6-7ddf-5205-87bd-fb285cde6a48	29	28
Ziri ha giocato a Minecraft per ore.	Ziri played Minecraft for hours.	fe8a33e6-44b3-5780-829d-edf23fc983a4	36	32
Ziri giocò a Minecraft per ore.	Ziri played Minecraft for hours.	67af7eec-f6c1-5ceb-b9ab-5e3424ec5bf3	31	32
Tom e Mary hanno giocato a Minecraft assieme.	Tom and Mary played Minecraft together.	15c4ae29-17d0-585b-aa1f-222b1d2aa7dc	45	39
Tom e Mary giocarono a Minecraft assieme.	Tom and Mary played Minecraft together.	5b21a5fb-ba94-56b1-865a-9e5faf8a736c	41	39
Tom ha giocato a Minecraft con i suoi amici.	Tom played Minecraft with his friends.	1c575030-9ae2-5f0c-a1f4-de15bb2b57c3	44	38
Tom giocò a Minecraft con i suoi amici.	Tom played Minecraft with his friends.	906bea5f-14c4-5173-bef4-a8b2e7d72464	39	38
Tom ha giocato a Minecraft con le sue amiche.	Tom played Minecraft with his friends.	32d22098-d615-5dff-9c81-9991a63292af	45	38
Tom giocò a Minecraft con le sue amiche.	Tom played Minecraft with his friends.	14371b69-02d6-5bf4-b985-35eaa7a043de	40	38
Leon stava giocando a Minecraft sul suo computer.	Leon was playing Minecraft on his computer.	0fbf9f46-2311-56da-bbf3-6c5b64a15db9	49	43
Trovare un nome su Roblox era... fastidioso.	Finding a name on Roblox was... annoying.	19c2a918-577d-5b22-8a50-cdf8017865ff	44	41
Tom mi ha chiesto di svegliarlo per la colazione.	Tom asked me to wake him up for breakfast.	f7c2fe53-f945-5ebe-8d7f-9b4f40a372b9	49	42
Tom mi chiese di svegliarlo per la colazione.	Tom asked me to wake him up for breakfast.	55aa8408-5d63-564b-b4b3-241161ec8ab8	45	42
Com'era la colazione?	How was breakfast?	a7a7292a-6306-5094-a7dd-140039d6a5e6	21	18
Com'è stata la colazione?	How was breakfast?	ca9469a0-ae1c-5a96-965e-629761a53a21	25	18
Come è stata la colazione?	How was breakfast?	36bb948b-6e50-5d34-b544-b06f0b0132e4	26	18
Boldi ha rifiutato la colazione.	Boldi refused breakfast.	3a83b13d-aefd-598c-884d-680e4a66c12c	32	24
Boldi rifiutò la colazione.	Boldi refused breakfast.	75736bcf-04b2-5df7-96d1-677fbe6b0ea8	27	24
Tutti volevano la colazione.	Everybody wanted breakfast.	25ce2e43-2463-5ccd-a47f-4073b0bc9fb6	28	27
Tony ha cucinato la colazione.	Tony cooked breakfast.	323f1cac-b85c-527e-ba94-1d48fffb5312	30	22
Tony cucinò la colazione.	Tony cooked breakfast.	214128ed-a2a0-51e4-94b7-5ef78ec99521	25	22
Buona colazione.	Enjoy your breakfast.	004d7708-b498-5a7b-b991-d6af1ef0ddd2	16	21
Goditi la colazione.	Enjoy your breakfast.	6d739015-a79e-5970-a34d-0f4322d4be72	20	21
Si goda la colazione.	Enjoy your breakfast.	6327ca84-94b5-58ab-99bd-7caa12ee64ef	21	21
Godetevi la colazione.	Enjoy your breakfast.	75a7abac-a0a4-5064-8828-a90328554284	22	21
La colazione è un buffet.	Breakfast is a smorgasbord.	6d4abfd1-d165-58ae-85c3-7cb8fb3f1b99	25	27
Ti piace l'okra?	Do you like okra?	f6e0fb8a-9daf-5764-b256-f012efcda04f	16	17
Vi piace l'okra?	Do you like okra?	01b34be8-ebf5-5889-a31b-431ca45abb49	16	17
Le piace l'okra?	Do you like okra?	f2c0e768-d929-5eb3-84a0-5c85217d5307	16	17
A te piace l'okra?	Do you like okra?	7d3512d5-7328-599d-80b3-e73f287177fd	18	17
A voi piace l'okra?	Do you like okra?	f4116654-b4c9-5560-a48c-cfd2b411ceb3	19	17
A lei piace l'okra?	Do you like okra?	19a28145-fbaf-57cc-8ef6-514163960c69	19	17
A Ziri è piaciuta la colazione.	Ziri enjoyed the breakfast.	f9a7751c-8ab0-50bd-9177-6793dcf950b8	31	27
A Ziri piacque la colazione.	Ziri enjoyed the breakfast.	a990994b-e6e8-5251-87a7-dfc1c890bf14	28	27
Vorrei la colazione.	I'd like breakfast.	7251de01-d6a5-578d-9506-5dc5f4e9a2c3	20	19
Ho iniziato a preparare la colazione.	I started preparing breakfast.	14bcf03d-a875-5827-bdcb-04bcda0f0a54	37	30
Ho cominciato a preparare la colazione.	I started preparing breakfast.	8125b659-f42d-51f0-9fda-4c89856922d3	39	30
Iniziai a preparare la colazione.	I started preparing breakfast.	518ff46a-012a-5e31-b371-8f0af5a0e284	33	30
Cominciai a preparare la colazione.	I started preparing breakfast.	4aa8fed6-5a35-5904-801a-f122733a5fd4	35	30
Hai saltato la colazione?	Did you skip breakfast?	03488baf-7c5c-532c-b35f-c2fc3d527c8c	25	23
Ha saltato la colazione?	Did you skip breakfast?	d50498f6-ee0f-597c-9ab4-7b973ab873f2	24	23
Avete saltato la colazione?	Did you skip breakfast?	758ca1fd-2826-56cf-8f40-2e65e97dc45e	27	23
Preparerà la colazione.	He'll make breakfast.	95936263-eaaa-5ae9-b35c-a1a702285011	23	21
Le ha preparato la colazione.	He made her breakfast.	76e0196e-7b9f-574e-aadb-87e8951722ba	29	22
Le preparò la colazione.	He made her breakfast.	7bea85a5-c687-5fb2-9dff-b47889382f7d	24	22
Non mangio mai prima della colazione.	I never eat before breakfast.	4db988ed-dc3e-5e70-af48-f15e55756a6d	37	29
Io non mangio mai prima della colazione.	I never eat before breakfast.	4175e8f7-af10-5c45-9354-0e530ab922ad	40	29
Mennad dice tutto a Baya.	Mennad tells Baya everything.	6823f039-edfd-54f0-acfd-615d1e5b7e28	25	29
Stanno facendo soldi in Algeria.	They're making money in Algeria.	69586b32-8f1f-5c87-af59-0a7e405ac5ce	32	32
Non vado a cercare qualcosa in Nigeria?	Am I not going to look for something in Nigeria?	7cf1d9cb-30cb-55bb-8c22-c23ddfdfae0a	39	48
Ti piace Minecraft?	Do you like Minecraft?	4e014aed-fa77-578c-b95e-d3eb0eb0ddb4	19	22
Vi piace Minecraft?	Do you like Minecraft?	a6c1756f-c5ef-5778-bbe9-c760478b1618	19	22
Le piace Minecraft?	Do you like Minecraft?	13e72eb4-3da6-5c8c-a1ea-35031235b29e	19	22
A te piace Minecraft?	Do you like Minecraft?	181b30af-a146-5594-ace5-e0c02e18e29b	21	22
A voi piace Minecraft?	Do you like Minecraft?	6ed83fa1-f232-5b28-991a-c2d535fff54e	22	22
A lei piace Minecraft?	Do you like Minecraft?	7c0e89eb-80fb-54ab-b563-3d8960bd7fa9	22	22
Il bambino è stato chiamato Alfred come suo nonno.	The baby was named Alfred after his grandfather.	c6833a5a-fdfc-5992-ac3b-78edb31a0935	50	48
Il bambino fu chiamato Alfred come suo nonno.	The baby was named Alfred after his grandfather.	0bd416a0-8e26-5872-b58e-b269b1d0c755	45	48
Erano entrambi completamente svegli.	They were both wide awake.	3eeac5b7-917c-5487-a53a-72eb2a0dce50	36	26
Erano entrambe completamente sveglie.	They were both wide awake.	17b91207-0370-59b9-9d52-e0974e9971b8	37	26
Traduci questa frase ora!	Translate this sentence now!	4a33c233-0440-5964-b615-3a50843ff1fc	25	28
Traduci questa frase adesso!	Translate this sentence now!	84ca952f-f91b-5889-84e8-2ebba083f7ff	28	28
Traduca questa frase ora!	Translate this sentence now!	673009a9-2ade-562c-a148-a113754952a3	25	28
Traduca questa frase adesso!	Translate this sentence now!	36e5c2f2-229a-50a0-b87a-a0b6a4d248bf	28	28
Traducete questa frase ora!	Translate this sentence now!	b617b62c-a5e6-5580-94e9-bef8f160ac9f	27	28
Traducete questa frase adesso!	Translate this sentence now!	75d6c0ce-f2dd-5b97-a3c8-fa50a1106809	30	28
Tom ha detto che voleva aiutarci.	Tom said he wanted to help us.	df738718-bcb5-560a-a9a1-8357ea060004	33	30
Tom ha detto che ci voleva aiutare.	Tom said he wanted to help us.	2b18f897-7f65-5839-bd89-747c6b544f72	35	30
Tom disse che voleva aiutarci.	Tom said he wanted to help us.	c9fd538d-5f8b-5916-8780-e26baf178403	30	30
Tom disse che ci voleva aiutare.	Tom said he wanted to help us.	6c8f4bc5-e372-5650-bc85-952898ea8566	32	30
Dan ha finito di vestire sua figlia, Linda.	Dan finished dressing his daughter, Linda.	19cd0a91-5a1c-50c1-bebe-675c65baed45	43	42
Dan finì di vestire sua figlia, Linda.	Dan finished dressing his daughter, Linda.	b0961199-adb3-5d73-b8d6-7cbf31e3b13c	38	42
Dov'è lo studente?	Where is the student?	894110fd-5de8-57fb-87b4-ffc493470155	18	21
Dov'è la studentessa?	Where is the student?	0675103f-5435-5ce1-afbb-d4832544d3db	21	21
Come ha rotto il vetro?	How did it break the glass?	8a297d4b-8dbb-5fa8-aa71-ead9b9b65695	23	27
Come ruppe il vetro?	How did it break the glass?	0f433629-080c-5264-aeee-e3e8fc612626	20	27
Mi sento meglio dopo quello.	I feel better after that.	0e028b3c-b2a3-5e7d-baa3-14983403842e	28	25
C'è del sangue sulla parete.	There's blood on the wall.	0da65828-b843-5056-a300-7d1ac8a3f70d	28	26
Ho bisogno di comprare un orologio nuovo.	I need to buy a new watch.	3e49952d-f6e0-5da5-b362-bea7eb339c8e	41	26
Devo comprare un orologio nuovo.	I need to buy a new watch.	5b3683b9-1dda-5091-a5c6-79d67a385e42	32	26
L'e-commerce è esploso in Cina.	E-commerce has exploded in China.	254dede0-67d8-5fa6-a144-01b202b9988d	31	33
Come ho perso!?	How did I lose!?	ac320f68-efe3-56d9-960d-423887a58ae4	15	16
L'acqua si espande quando congela.	Water expands as it freezes.	a38fe56c-db32-513d-9816-502ca9f4b1db	34	28
La bibita è troppo dolce.	The soda is too sweet.	fca40b5f-f0c0-5827-b896-0841b7bef397	25	22
Come conosci tutta questa roba?	How do you know all this stuff?	1e4ce6b9-e8c7-5467-8e8f-44d5c5a85957	31	31
Come conosce tutta questa roba?	How do you know all this stuff?	611ab0b1-2741-51a5-8604-fb9186e8ec31	31	31
Come conoscete tutta questa roba?	How do you know all this stuff?	3b554a5e-cb1b-5e32-bfd0-1a75611d993f	33	31
Come sai tutta questa roba?	How do you know all this stuff?	78e07639-3490-5715-9c30-791876dd6539	27	31
Come sa tutta questa roba?	How do you know all this stuff?	9d6024a1-86ec-5b47-9f0f-1f0ca9ee4386	26	31
Come sapete tutta questa roba?	How do you know all this stuff?	169962d8-b18d-59cf-b00d-cf623f63cb89	30	31
Il suo cervello non si spegne mai.	Her brain never shuts off.	a4dc3518-c9dd-55b3-b8ed-968fc963627b	34	26
Ha bruciato molti ponti.	He's burned a lot of bridges.	fed1f78a-24f1-5af5-b021-413d1635fc09	24	29
Lui ha bruciato molti ponti.	He's burned a lot of bridges.	8afe8ae3-1652-5bff-bd3b-5a1f7f934a23	28	29
Chiudi il programma.	Close the program out.	57bccd67-e1c5-5a12-b55a-c6a5cd708b0b	20	22
Chiuda il programma.	Close the program out.	1764d81e-908d-5c27-8af3-63a0ea39c547	20	22
Chiudete il programma.	Close the program out.	3793ae4f-3bb2-5474-a90d-40960069c99c	22	22
Esci dal programma.	Exit the program.	3e7fe26e-2c57-57fe-b61f-750f6cbe9995	19	17
Esca dal programma.	Exit the program.	7ab87f04-b255-57bd-b1ab-787bf59487ce	19	17
Uscite dal programma.	Exit the program.	b84e6ce9-01c9-57cc-aa71-e7fa0e72c48e	21	17
Non riesco a vincere in questo gioco.	I can't win at this game.	aa5021da-ec5e-5554-8cec-cfb13760872c	37	25
Non posso vincere in questo gioco.	I can't win at this game.	b6ab6ea4-347e-53e0-88bd-3c29d99c7111	34	25
Non vincerò mai in questo gioco.	I will never win at this game.	17855d4f-f199-57af-b64e-9ae588f7af34	32	30
Io non vincerò mai in questo gioco.	I will never win at this game.	c17139ad-b99c-56f7-9e24-b6ee879c9935	35	30
Non vinco mai in questo gioco.	I never win this game.	deab08b9-97f2-5eee-8009-36af6b102a37	30	22
Io non vinco mai in questo gioco.	I never win this game.	b5698c49-0f35-5fd7-8dd7-c41cae7431a5	33	22
Non l'ho apprezzato.	I didn't appreciate that.	f8833b4e-0e79-5412-b12f-19ffa8602649	20	25
Non lo apprezzai.	I didn't appreciate that.	254ea489-0c3f-5bf0-8e74-5f689e4c3c5d	17	25
Ha ridacchiato di gioia.	She cackled with delight.	24dfedc0-6806-5384-901e-aa0b7438bdfe	24	25
Ridacchiò di gioia.	She cackled with delight.	fcda00b1-90fc-5cce-bea9-877adef024c0	19	25
Le case robuste sono costruite con mattoni.	Sturdy houses are built with bricks.	7087c0e6-3c16-5c6a-ad04-38d49992dd6b	43	36
Prendo i farmaci ogni due settimane.	I take medication biweekly.	6023cd3e-9ef2-5c54-9bb5-5c5d75fa36d3	36	27
Prendo i farmaci giornalmente.	I take medication daily.	f822e067-bd4a-5d16-a39d-d52f8f815355	30	24
Prendo i farmaci ogni giorno.	I take medication daily.	28b19aae-dcb6-57a4-a4ba-c65356bbc083	29	24
Prendo i farmaci ogni settimana.	I take medication weekly.	839eccbd-6a7f-5039-9750-b9943a356d0f	32	25
L'articolo è stato pubblicato sotto pseudonimo.	The article was published under a pseudonym.	bc66d4fd-ec30-5aa6-8fad-343f3c2a5b57	47	44
La neve sta cadendo dal tetto.	Snow is falling off the roof.	ead6c208-3fb5-554e-b181-e1320bf91f7a	30	29
La fine del libro era senza senso.	The end of the book was nonsensical.	fd85c8cd-f3fb-5e7b-826f-a9d9ee80e537	34	36
L'olio di oliva è andato a male.	The olive oil went bad.	3e61c55a-ca32-5176-a58e-5c2dd3d3dbb1	32	23
L'olio d'oliva è andato a male.	The olive oil went bad.	88b850f1-cbd7-5e3c-b911-beeb49cc70cc	31	23
L'olio di oliva andò a male.	The olive oil went bad.	64dbd4c3-d69e-502a-a06c-928c08ba643f	28	23
L'olio d'oliva andò a male.	The olive oil went bad.	2892273d-9328-5a43-9c26-6d695657cb98	27	23
Cinque per tre fa quindici.	Five times three is fifteen.	0e624f62-c238-5706-bad7-72f275d8a19e	27	28
Questo è in francese.	This is in French.	ccdf2fe7-3cf1-5353-ba55-e6a12f9d5a7a	21	18
Klava perdona suo marito.	Klava forgives her husband.	0e98bbbf-2a1e-5e53-b4ef-9bfd3356a589	25	27
Suo marito è americano.	Her husband is American.	9b9629b3-e788-52b8-a89c-54613db34496	23	24
Hai ingannato tuo marito.	You deceived your husband.	2d89ed1d-887d-50d8-9c8a-824fe38ccd6f	25	26
Ha ingannato suo marito.	You deceived your husband.	9d6bed20-ebee-5a5b-8e45-7c404b849c96	24	26
Mio marito si accorge di tutto.	My husband notices everything.	37a73b80-171d-5f2a-89cd-feb2639f2b73	31	30
Ha avvelenato suo marito.	She poisoned her husband.	d68ce21b-4d8b-55d0-8c51-d5ba111d37ce	25	25
Avvelenò suo marito.	She poisoned her husband.	ba482cad-a6c6-5e00-a140-035f059cda10	20	25
Amo mio marito.	I love my husband.	14207ed7-b181-5330-bd42-0b182e215aad	15	18
Io amo mio marito.	I love my husband.	a591f546-55c0-5fb2-89d6-d76afd0ad18e	18	18
Mio marito è un gran lavoratore.	My husband is hardworking.	fb07baa8-ed59-5546-9cbb-1d1466bed246	32	26
Mio marito lavora sodo.	My husband is hardworking.	a41dcb46-1078-5051-aeaf-c3616e95cd7d	23	26
Hai rubato mio marito.	You stole my husband.	a76c194a-cc1f-521b-a6c2-ba573ebcbd81	22	21
Ha rubato mio marito.	You stole my husband.	64ae89a1-27e5-5b3b-8dd1-429299976f29	21	21
Avete rubato mio marito.	You stole my husband.	3962b56a-1df5-5470-8d6a-4ff94db905be	24	21
Rubasti mio marito.	You stole my husband.	a76d9038-10ac-57f4-b623-9ffb88e7e2eb	19	21
Rubaste mio marito.	You stole my husband.	b2b522c3-f3df-5901-a1fc-9bc0358d1c7b	19	21
Rubò mio marito.	You stole my husband.	0856e677-ce64-5b11-83cb-3facdb421dec	16	21
Gli manca suo marito.	He misses his husband.	32fd88aa-eb1e-5ecd-8780-330eb2c077a7	21	22
A lui manca suo marito.	He misses his husband.	7f40672e-e13d-5ae5-9045-1a00ee144b86	23	22
A Mary manca suo marito.	Mary misses her husband.	2aed2a62-b0e3-52f0-874d-02cad3cd2330	24	24
Sami è mio marito.	Sami is my husband.	2fa151c5-18a7-5b5f-be4c-c136d532d477	18	19
Layla ha un marito.	Layla has a husband.	bf05929c-dc77-5c9d-8ca3-638d70d65ba6	19	20
È tuo marito?	Is that your husband?	a2178a7e-5751-5860-bcc1-95bc5feaa00a	13	21
È suo marito?	Is that your husband?	589408f2-b989-52b8-93b9-6225eb54e4a3	13	21
Mary ha perso suo marito.	Mary lost her husband.	2f8270d8-2a9a-57bb-8223-0c35fc28e55d	25	22
Mary perse suo marito.	Mary lost her husband.	c72837c8-1477-5975-946e-74ff98d12fa6	22	22
Mary ha colpito suo marito.	Mary hit her husband.	6f751e3c-e915-5c15-8336-8820ccbeb6bb	27	21
Mary colpì suo marito.	Mary hit her husband.	9b20196a-35d7-5e9e-b0c2-d78fe9b72962	22	21
A Mary mancava suo marito.	Mary missed her husband.	e6746512-e1a3-5834-a99b-6b0e40499f15	26	24
Mio marito è canadese.	My husband is Canadian.	65dd5d34-f301-5434-b7ac-9219450238eb	22	23
Mary ha protetto suo marito.	Mary protected her husband.	9766834b-9cce-5aa7-a38c-d3ace8aa77fe	28	27
Mary protesse suo marito.	Mary protected her husband.	78cea90e-c612-55a2-a93c-51f6a1111743	25	27
Sono tuo marito.	I'm your husband.	553bf0e3-78e4-534e-977d-a2dccd408baf	16	17
Io sono tuo marito.	I'm your husband.	f32b0422-d03f-56e4-a424-226082f71d2c	19	17
Sono suo marito.	I'm your husband.	852e1461-f4fd-5afe-8ffa-b9653e34e124	16	17
Io sono suo marito.	I'm your husband.	b000c649-120c-5166-8780-c5733bee7142	19	17
Sono vostro marito.	I'm your husband.	80f52ee0-bae7-5fea-8bcb-209a11e95a81	19	17
Io sono vostro marito.	I'm your husband.	341698f8-bd40-5640-85a1-107f27b7a665	22	17
Ho lasciato mio marito.	I left my husband.	d7ce4626-a50f-5b2d-bbc4-d0df2be1a114	23	18
Lasciai mio marito.	I left my husband.	14bf3774-0ad4-5207-b44c-f30584c7b255	19	18
Com'è suo marito?	How is her husband?	f35c030c-5e3c-56a0-aeed-ff00db6eb65a	17	19
Suo marito è musulmano.	Her husband is Muslim.	7da480b5-742d-58e9-bcde-1db71ae02492	23	22
Vuole suo marito.	She wants her husband.	5fc92c6f-6081-5210-b87f-779e8714ce99	17	22
Lei vuole suo marito.	She wants her husband.	c974580f-f0d8-5fde-ae3d-9126a728b81f	21	22
Ha ignorato suo marito.	She ignored her husband.	5feb1e05-e532-5258-9139-35c977547d93	23	24
Ignorò suo marito.	She ignored her husband.	cd49d275-f828-579b-bbd1-d6fbb64a6f86	18	24
Tuo marito ti ama.	Your husband loves you.	31ef83d1-5118-5e9b-8a84-ecf73b2cd321	18	23
Suo marito la ama.	Your husband loves you.	98ee65e5-3149-56ba-ac1d-8d042a58409d	18	23
Suo marito è gay.	Her husband is gay.	43ad37ee-27bf-5461-898e-7de3a4ae2655	17	19
Il suo marito è gay.	Her husband is gay.	05e4fac4-7294-5ab2-b34f-6dada3ab73dc	20	19
Tom ama suo marito.	Tom loves his husband.	100b724d-0d47-5a4d-86e0-18921a853853	19	22
È un marito ideale.	He's husband material.	ec25d305-e32e-5c20-9286-c9e505afb5a4	19	22
Lui è un marito ideale.	He's husband material.	757119fe-0695-5a86-9404-124517d925d5	23	22
Bacia suo marito.	She kisses her husband.	58099acd-a622-53a8-8324-a3c1356f5cd3	17	23
Lei bacia suo marito.	She kisses her husband.	62232ffd-87f7-5b18-a4fa-a431ea2aad0a	21	23
Skura ha colpito suo marito.	Skura hit her husband.	f3cdedb2-b1fa-5c01-91b4-5e4edff07d31	28	22
Skura colpì suo marito.	Skura hit her husband.	6947d764-aed6-5d52-8263-385b8884d157	23	22
Skura voleva un marito.	Skura wanted a husband.	f7537f40-3424-52d5-91c0-310e0304ca8b	23	23
Skura ha lasciato suo marito.	Skura left her husband.	258372fe-e6b9-5912-9e93-d6c0f0d4c3de	29	23
