part_of_speech,base_word_italian,english,italian,topics,base_word_english
verb,seguire,they followed,hanno seguito,[directions],they followed
verb,seguire,you (plural) followed,vi siete seguiti,[directions],you (plural) followed
verb,seguendo,following,seguendo,[directions],following
verb,oltrepassare,to pass,oltrepassare,[directions],to pass
verb,oltrepassare,I pass,oltrepasso,[directions],I pass
verb,oltrepassare,you pass,oltrepassi,[directions],you pass
verb,oltrepassare,she passes,oltrepassa,[directions],she passes
verb,oltrepassare,he passes,oltrepassa,[directions],he passes
verb,oltrepassare,you (plural) pass,oltrepassate,[directions],you (plural) pass
verb,oltrepassare,we pass,oltrepassiamo,[directions],we pass
verb,oltrepassare,they pass,oltrepassano,[directions],they pass
verb,oh,I passed,ho oltrepassato,[directions],I passed
verb,oltrepassare,you passed,hai oltrepassato,[directions],you passed
verb,oltrepassare,she passed,ha oltrepassato,[directions],she passed
verb,oltrepassare,he passed,ha oltrepassato,[directions],he passed
verb,oltrepassare,we followed,abbiamo oltrepassato,[directions],we followed
verb,oltrepassare,they passed,hanno oltrepassato,[directions],they passed
verb,oltrepassare,you (plural) passed,vi siete oltrepassati,[directions],you (plural) passed
verb,oltrepassando,passing,oltrepassando,[directions],passing
verb,entrare,to enter,entrare,[directions],to enter
verb,entrare,I enter,entro,[directions],I enter
verb,entrare,you enter,entri,[directions],you enter
verb,entrare,she enters,entra,[directions],she enters
verb,entrare,he enters,entra,[directions],he enters
verb,entrare,you (plural) enter,entrate,[directions],you (plural) enter
verb,entrare,we enter,entriamo,[directions],we enter
verb,entrare,they enter,entrano,[directions],they enter
verb,soh-nare,I entered,sono entrato,[directions],I entered
verb,entrare,you entered,seI entrato,[directions],you entered
verb,entrare,she entered,è entrata,[directions],she entered
verb,entrare,he entered,è entrato,[directions],he entered
verb,entrare,we entered,siamo entrati,[directions],we entered
verb,entrare,they entered,sono entrati,[directions],they entered
verb,entrare,you (plural) entered,vi siete entrati,[directions],you (plural) entered
verb,entrando,entering,entrando,[directions],entering
verb,uscire,to exit,uscire,[directions],to exit
verb,escare,I exit,esco,[directions],I exit
verb,uscire,you exit,esci,[directions],you exit
verb,uscire,she exits,esce,[directions],she exits
verb,uscire,he exits,esce,[directions],he exits
verb,uscire,you (plural) exit,uscite,[directions],you (plural) exit
verb,uscire,we exit,usciamo,[directions],we exit
verb,uscire,they exit,escono,[directions],they exit
verb,soh-nare,I exited,sono uscito,[directions],I exited
verb,uscire,you exited,sei uscito,[directions],you exited
verb,uscire,she exited,è uscita,[directions],she exited
verb,uscire,he exited,è uscito,[directions],he exited
verb,uscire,we exited,siamo usciti,[directions],we exited
verb,uscire,they exited,sono usciti,[directions],they exited
verb,uscire,you (plural) exited,vi siete usciti,[directions],you (plural) exited
verb,uscendo,exiting,uscendo,[directions],exiting
verb,cercare,to look for,cercare,[directions],to look for
verb,cercare,I look for,cerco,[directions],I look for
verb,cercare,you look for,cerca,[directions],you look for
verb,cercare,she looks for,cerca,[directions],she looks for
verb,cercare,he looks for,cerca,[directions],he looks for
verb,cercare,you (plural) look for,cercate,[directions],you (plural) look for
verb,cercare,we look for,cercamos,[directions],we look for
verb,cercare,they look for,cercano,[directions],they look for
verb,oh,I looked for,ho cercato,[directions],I looked for
verb,cercare,you looked for,hai cercato,[directions],you looked for
verb,cercare,she looked for,ha cercato,[directions],she looked for
verb,cercare,he looked for,ha cercato,[directions],he looked for
verb,cercare,we looked for,abbiamo cercato,[directions],we looked for
verb,cercare,they looked for,hanno cercato,[directions],they looked for
verb,cercare,you (plural) looked for,vi siete cercati,[directions],you (plural) looked for
verb,cercando,looking for,cercando,[directions],looking for
verb,amare,to love,amare,[emotions],to love
verb,amare,I love,amo,[emotions],I love
verb,amare,you love,ami,[emotions],you love
verb,amare,you (plural) love,amate,[emotions],you (plural) love
verb,amare,he loves,ama,[emotions],he loves
verb,amare,she loves,ama,[emotions],she loves
verb,amare,we love,amiamo,[emotions],we love
verb,amare,they love,amano,[emotions],they love
verb,amare,I loved,ho amato,[emotions],I loved
verb,amare,you loved,hai amato,[emotions],you loved
verb,amare,you (plural) loved,avete amato,[emotions],you (plural) loved
verb,amare,he loved,ha amato,[emotions],he loved
verb,amare,she loved,ha amato,[emotions],she loved
verb,amare,we loved,abbiamo amato,[emotions],we loved
verb,amare,they loved,hanno amato,[emotions],they loved
verb,amare,loving,amando,[emotions],loving
verb,apprezzare,to like/appreciate,apprezzare,[emotions],to like/appreciate
verb,apprezzare,I like/appreciate,apprezzo,[emotions],I like/appreciate
verb,apprezzare,you like/appreciate,apprezzi,[emotions],you like/appreciate
verb,apprezzare,you (plural) like/appreciate,apprezzate,[emotions],you (plural) like/appreciate
verb,apprezzare,he likes/appreciates,apprezza,[emotions],he likes/appreciates
verb,apprezzare,she likes/appreciates,apprezza,[emotions],she likes/appreciates
verb,apprezzare,we like/appreciate,apprezziamo,[emotions],we like/appreciate
verb,apprezzare,they like/appreciate,apprezzano,[emotions],they like/appreciate
verb,apprezzare,I liked/appreciated,ho apprezzato,[emotions],I liked/appreciated
verb,apprezzare,you liked/appreciated,hai apprezzato,[emotions],you liked/appreciated
verb,apprezzare,you (plural) liked/appreciated,avete apprezzato,[emotions],you (plural) liked/appreciated
verb,apprezzare,he liked/appreciated,ha apprezzato,[emotions],he liked/appreciated
verb,apprezzare,she liked/appreciated,ha apprezzato,[emotions],she liked/appreciated
verb,apprezzare,we liked/appreciated,abbiamo apprezzato,[emotions],we liked/appreciated
verb,apprezzare,they liked/appreciated,hanno apprezzato,[emotions],they liked/appreciated
verb,apprezzare,appreciating,apprezzando,[emotions],appreciating
verb,sentire,to feel,sentire,[emotions],to feel
verb,sentire,I feel,sento,[emotions],I feel
verb,sentire,you feel,senti,[emotions],you feel
verb,sentire,you (plural) feel,sentite,[emotions],you (plural) feel
verb,sentire,he feels,sente,[emotions],he feels
verb,sentire,she feels,sente,[emotions],she feels
verb,sentire,we feel,sentiamo,[emotions],we feel
verb,sentire,they feel,sentono,[emotions],they feel
verb,sentire,I felt,ho sentito,[emotions],I felt
verb,sentire,you felt,hai sentito,[emotions],you felt
verb,sentire,you (plural) felt,avete sentito,[emotions],you (plural) felt
verb,sentire,he felt,ha sentito,[emotions],he felt
verb,sentire,she felt,ha sentito,[emotions],she felt
verb,sentire,we felt,abbiamo sentito,[emotions],we felt
verb,sentire,they felt,hanno sentito,[emotions],they felt
verb,sentire,feeling,sentendo,[emotions],feeling
verb,sperare,to hope,sperare,[emotions],to hope
verb,sperare,I hope,spero,[emotions],I hope
verb,sperare,you hope,speri,[emotions],you hope
verb,sperare,you (plural) hope,sperate,[emotions],you (plural) hope
verb,sperare,he hopes,spera,[emotions],he hopes
verb,sperare,she hopes,spera,[emotions],she hopes
verb,sperare,we hope,speriamo,[emotions],we hope
verb,sperare,they hope,sperano,[emotions],they hope
verb,sperare,I hoped,ho sperato,[emotions],I hoped
verb,sperare,you hoped,hai sperato,[emotions],you hoped
verb,sperare,you (plural) hoped,avete sperato,[emotions],you (plural) hoped
verb,sperare,he hoped,ha sperato,[emotions],he hoped
verb,sperare,she hoped,ha sperato,[emotions],she hoped
verb,sperare,we hoped,abbiamo sperato,[emotions],we hoped
verb,sperare,they hoped,hanno sperato,[emotions],they hoped
verb,sperare,hoping,sperando,[emotions],hoping
verb,temere,to fear,temere,[emotions],to fear
verb,temere,I fear,temo,[emotions],I fear
verb,temere,you fear,temi,[emotions],you fear
verb,temere,you (plural) fear,temete,[emotions],you (plural) fear
verb,temere,he fears,teme,[emotions],he fears
verb,temere,she fears,teme,[emotions],she fears
verb,temere,we fear,temiamo,[emotions],we fear
verb,temere,they fear,temono,[emotions],they fear
verb,temere,I feared,ho temuto,[emotions],I feared
verb,temere,you feared,hai temuto,[emotions],you feared
verb,temere,you (plural) feared,avete temuto,[emotions],you (plural) feared
verb,temere,he feared,ha temuto,[emotions],he feared
verb,temere,she feared,ha temuto,[emotions],she feared
verb,temere,we feared,abbiamo temuto,[emotions],we feared
verb,temere,they feared,hanno temuto,[emotions],they feared
verb,temere,fearing,temendo,[emotions],fearing
verb,preoccuparsi,to worry,preoccuparsi,[emotions],to worry
verb,preoccuparsi,I worry,mi preoccupo,[emotions],I worry
verb,preoccuparsi,you worry,ti preoccupi,[emotions],you worry
verb,preoccuparsi,you (plural) worry,vi preoccupate,[emotions],you (plural) worry
verb,preoccuparsi,he worries,si preoccupa,[emotions],he worries
verb,preoccuparsi,she worries,si preoccupa,[emotions],she worries
verb,preoccuparsi,we worry,ci preoccupiamo,[emotions],we worry
verb,preoccuparsi,they worry,si preoccupano,[emotions],they worry
verb,preoccupare,I worried,mi sono preoccupato,[emotions],I worried
verb,preoccupare,you worried,ti sei preoccupato,[emotions],you worried
verb,preoccupare,you (plural) worried,vi siete preoccupati,[emotions],you (plural) worried
verb,preoccupare,he worried,si è preoccupato,[emotions],he worried
verb,preoccupare,she worried,si è preoccupata,[emotions],she worried
verb,preoccupare,we worried,ci siamo preoccupati,[emotions],we worried
verb,preoccupare,they worried,si sono preoccupati,[emotions],they worried
verb,preoccupandomare,worrying,preoccupandomi,[emotions],worrying
verb,rilassarsi,to relax,rilassarsi,[emotions],to relax
verb,rilassarsi,I relax,mi rilasso,[emotions],I relax
verb,rilassarsi,you relax,ti rilassi,[emotions],you relax
verb,rilassarsi,you (plural) relax,vi rilassate,[emotions],you (plural) relax
verb,rilassarsi,he relaxes,si rilassa,[emotions],he relaxes
verb,rilassarsi,she relaxes,si rilassa,[emotions],she relaxes
verb,rilassarsi,we relax,ci rilassiamo,[emotions],we relax
verb,rilassarsi,they relax,si rilassano,[emotions],they relax
verb,rilassare,I relaxed,mi sono rilassato,[emotions],I relaxed
verb,rilassare,you relaxed,ti sei rilassato,[emotions],you relaxed
verb,rilassare,you (plural) relaxed,vi siete rilassati,[emotions],you (plural) relaxed
verb,rilassare,he relaxed,si è rilassato,[emotions],he relaxed
verb,rilassare,she relaxed,si è rilassata,[emotions],she relaxed
verb,rilassare,we relaxed,ci siamo rilassati,[emotions],we relaxed
verb,rilassare,they relaxed,si sono rilassati,[emotions],they relaxed
verb,rilassandomare,relaxing,rilassandomi,[emotions],relaxing
verb,sorridere,to smile,sorridere,[emotions],to smile
verb,sorridere,I smile,sorrido,[emotions],I smile
verb,sorridere,you smile,sorri,[emotions],you smile
verb,sorridere,you (plural) smile,sorridete,[emotions],you (plural) smile
verb,sorridere,he smiles,sorride,[emotions],he smiles
verb,sorridere,she smiles,sorride,[emotions],she smiles
verb,sorridere,we smile,sorride,[emotions],we smile
verb,sorridere,they smile,sorridono,[emotions],they smile
verb,sorrisare,I smiled,ho sorriso,[emotions],I smiled
verb,sorrisare,you smiled,hai sorriso,[emotions],you smiled
verb,sorrisare,you (plural) smiled,avete sorriso,[emotions],you (plural) smiled
verb,sorrisare,he smiled,ha sorriso,[emotions],he smiled
verb,sorrisare,she smiled,ha sorriso,[emotions],she smiled
verb,sorrisare,we smiled,abbiamo sorriso,[emotions],we smiled
verb,sorrisare,they smiled,hanno sorriso,[emotions],they smiled
verb,sorridere,smiling,sorridendo,[emotions],smiling
verb,piangere,to cry,piangere,[emotions],to cry
verb,piangere,I cry,piango,[emotions],I cry
verb,piangere,you cry,piangi,[emotions],you cry
verb,piangere,you (plural) cry,piangete,[emotions],you (plural) cry
verb,piangere,he cries,piange,[emotions],he cries
verb,piangere,she cries,piange,[emotions],she cries
verb,piangere,we cry,piangiamo,[emotions],we cry
verb,piangere,they cry,piangono,[emotions],they cry
verb,piantare,I cried,ho pianto,[emotions],I cried
verb,piantare,you cried,hai pianto,[emotions],you cried
verb,piantare,you (plural) cried,avete pianto,[emotions],you (plural) cried
verb,piantare,he cried,ha pianto,[emotions],he cried
verb,piantare,she cried,ha pianto,[emotions],she cried
verb,piantare,we cried,abbiamo pianto,[emotions],we cried
verb,piantare,they cried,hanno pianto,[emotions],they cried
verb,piangere,crying,piangendo,[emotions],crying
verb,divertirsi,to enjoy oneself,divertirsi,[emotions],to enjoy oneself
verb,divertare,I enjoy myself,mi diverto,[emotions],I enjoy myself
verb,divertare,you enjoy yourself,ti diverti,[emotions],you enjoy yourself
verb,divertare,you (plural) enjoy yourself,vi divertite,[emotions],you (plural) enjoy yourself
verb,divertare,he enjoys himself,si diverte,[emotions],he enjoys himself
verb,divertare,she enjoys herself,si diverte,[emotions],she enjoys herself
verb,divertare,we enjoy ourselves,ci divertiamo,[emotions],we enjoy ourselves
verb,divertare,they enjoy themselves,si divertono,[emotions],they enjoy themselves
verb,divertire,I enjoyed myself,mi sono divertito,[emotions],I enjoyed myself
verb,divertire,you enjoyed yourself,ti sei divertito,[emotions],you enjoyed yourself
verb,divertire,you (plural) enjoyed yourself,vi siete divertiti,[emotions],you (plural) enjoyed yourself
verb,divertire,he enjoyed himself,si è divertito,[emotions],he enjoyed himself
verb,divertire,she enjoyed herself,si è divertita,[emotions],she enjoyed herself
verb,divertire,we enjoyed ourselves,ci siamo divertiti,[emotions],we enjoyed ourselves
verb,divertire,they enjoyed themselves,si sono divertiti,[emotions],they enjoyed themselves
verb,divertendomare,enjoying oneself,divertendomi,[emotions],enjoying oneself
verb,saldare,to solder,saldare,[jewelry and metal working],to solder
verb,saldare,I solder,saldo,[jewelry and metal working],I solder
verb,saldare,you solder,saldi,[jewelry and metal working],you solder
verb,saldare,she solders,salda,[jewelry and metal working],she solders
verb,saldare,he solders,salda,[jewelry and metal working],he solders
verb,saldare,we solder,saldiamo,[jewelry and metal working],we solder
verb,saldare,they solder,saldano,[jewelry and metal working],they solder
verb,saldare,you (plural) solder,saldete,[jewelry and metal working],you (plural) solder
verb,saldare,I soldered,ho saldato,[jewelry and metal working],I soldered
verb,saldare,you soldered,hai saldato,[jewelry and metal working],you soldered
verb,saldare,she soldered,ha saldato,[jewelry and metal working],she soldered
verb,saldare,he soldered,ha saldato,[jewelry and metal working],he soldered
verb,saldare,we soldered,abbiamo saldato,[jewelry and metal working],we soldered
verb,saldare,they soldered,hanno saldato,[jewelry and metal working],they soldered
verb,saldare,you (plural) soldered,avete saldato,[jewelry and metal working],you (plural) soldered
verb,saldare,soldering,saldando,[jewelry and metal working],soldering
verb,fondere,to melt,fondere,[jewelry and metal working],to melt
verb,fondare,I melt,fondo,[jewelry and metal working],I melt
verb,fondere,you melt,fondi,[jewelry and metal working],you melt
verb,fondere,she melts,fonde,[jewelry and metal working],she melts
verb,fondere,he melts,fonde,[jewelry and metal working],he melts
verb,fondere,we melt,fondiamo,[jewelry and metal working],we melt
verb,fondere,they melt,fondono,[jewelry and metal working],they melt
verb,fondere,you (plural) melt,fondete,[jewelry and metal working],you (plural) melt
verb,fondere,I melted,ho fuso,[jewelry and metal working],I melted
verb,fondere,you melted,hai fuso,[jewelry and metal working],you melted
verb,fondere,she melted,ha fuso,[jewelry and metal working],she melted
verb,fondere,he melted,ha fuso,[jewelry and metal working],he melted
verb,fondere,we melted,abbiamo fuso,[jewelry and metal working],we melted
verb,fondere,they melted,hanno fuso,[jewelry and metal working],they melted
verb,fondere,you (plural) melted,avete fuso,[jewelry and metal working],you (plural) melted
verb,fondere,melting,fon­dendo,[jewelry and metal working],melting
verb,colare,to cast,colare,[jewelry and metal working],to cast
verb,colare,I cast,colo,[jewelry and metal working],I cast
verb,colare,you cast,colii,[jewelry and metal working],you cast
verb,colare,she casts,cola,[jewelry and metal working],she casts
verb,colare,he casts,cola,[jewelry and metal working],he casts
verb,colare,we cast,coliamo,[jewelry and metal working],we cast
verb,colare,they cast,colano,[jewelry and metal working],they cast
verb,colare,you (plural) cast,colate,[jewelry and metal working],you (plural) cast
verb,colare,I casted,ho colato,[jewelry and metal working],I casted
verb,colare,you casted,hai colato,[jewelry and metal working],you casted
verb,colare,she casted,ha colato,[jewelry and metal working],she casted
verb,colare,he casted,ha colato,[jewelry and metal working],he casted
verb,colare,we casted,abbiamo colato,[jewelry and metal working],we casted
verb,colare,they casted,hanno colato,[jewelry and metal working],they casted
verb,colare,you (plural) casted,avete colato,[jewelry and metal working],you (plural) casted
verb,colare,casting,colando,[jewelry and metal working],casting
verb,lucidare,to polish,lucidare,[jewelry and metal working],to polish
verb,lucidare,I polish,lucido,[jewelry and metal working],I polish
verb,lucidare,you polish,lucidi,[jewelry and metal working],you polish
verb,lucidare,she polishes,lucida,[jewelry and metal working],she polishes
verb,lucidare,he polishes,lucida,[jewelry and metal working],he polishes
verb,lucidare,we polish,lucidiamo,[jewelry and metal working],we polish
verb,lucidare,they polish,lucidano,[jewelry and metal working],they polish
verb,lucidare,you (plural) polish,lucidate,[jewelry and metal working],you (plural) polish
verb,lucidare,I polished,ho lucidato,[jewelry and metal working],I polished
verb,lucidare,you polished,hai lucidato,[jewelry and metal working],you polished
verb,lucidare,she polished,ha lucidato,[jewelry and metal working],she polished
verb,lucidare,he polished,ha lucidato,[jewelry and metal working],he polished
verb,lucidare,we polished,abbiamo lucidato,[jewelry and metal working],we polished
verb,lucidare,they polished,hanno lucidato,[jewelry and metal working],they polished
verb,lucidare,you (plural) polished,avete lucidato,[jewelry and metal working],you (plural) polished
verb,lucidare,polishing,lucidando,[jewelry and metal working],polishing
verb,martellare,to hammer,martellare,[jewelry and metal working],to hammer
verb,martellare,I hammer,martello,[jewelry and metal working],I hammer
verb,martellare,you hammer,martelli,[jewelry and metal working],you hammer
verb,martellare,she hammers,martella,[jewelry and metal working],she hammers
verb,martellare,he hammers,martella,[jewelry and metal working],he hammers
verb,martellare,we hammer,martelliamo,[jewelry and metal working],we hammer
verb,martellare,they hammer,martellano,[jewelry and metal working],they hammer
verb,martellare,you (plural) hammer,martellate,[jewelry and metal working],you (plural) hammer
verb,martellare,I hammered,ho martellato,[jewelry and metal working],I hammered
verb,martellare,you hammered,hai martellato,[jewelry and metal working],you hammered
verb,martellare,she hammered,ha martellato,[jewelry and metal working],she hammered
verb,martellare,he hammered,ha martellato,[jewelry and metal working],he hammered
verb,martellare,we hammered,abbiamo martellato,[jewelry and metal working],we hammered
verb,martellare,they hammered,hanno martellato,[jewelry and metal working],they hammered
verb,martellare,you (plural) hammered,avete martellato,[jewelry and metal working],you (plural) hammered
verb,martellare,hammering,martellando,[jewelry and metal working],hammering
verb,segare,to saw,segare,[jewelry and metal working],to saw
verb,segare,I saw,sego,[jewelry and metal working],I saw
verb,segare,you saw,seghi,[jewelry and metal working],you saw
verb,segare,she saws,sega,[jewelry and metal working],she saws
verb,segare,he saws,sega,[jewelry and metal working],he saws
verb,segare,we saw,seghiamo,[jewelry and metal working],we saw
verb,segare,they saw,seghano,[jewelry and metal working],they saw
verb,segare,you (plural) saw,seghiate,[jewelry and metal working],you (plural) saw
verb,segare,I sawed,ho segato,[jewelry and metal working],I sawed
verb,segare,you sawed,hai segato,[jewelry and metal working],you sawed
verb,segare,she sawed,ha segato,[jewelry and metal working],she sawed
verb,segare,he sawed,ha segato,[jewelry and metal working],he sawed
verb,segare,we sawed,abbiamo segato,[jewelry and metal working],we sawed
verb,segare,they sawed,hanno segato,[jewelry and metal working],they sawed
verb,segare,you (plural) sawed,avete segato,[jewelry and metal working],you (plural) sawed
verb,segare,sawing,segando,[jewelry and metal working],sawing
verb,limare,to file,limare,[jewelry and metal working],to file
verb,limare,I file,limo,[jewelry and metal working],I file
verb,limare,you file,limi,[jewelry and metal working],you file
verb,limare,she files,limia,[jewelry and metal working],she files
verb,limare,he files,limia,[jewelry and metal working],he files
verb,limare,we file,limiamo,[jewelry and metal working],we file
verb,limare,they file,limiano,[jewelry and metal working],they file
verb,limare,you (plural) file,limiate,[jewelry and metal working],you (plural) file
verb,limare,I filed,ho limato,[jewelry and metal working],I filed
verb,limare,you filed,hai limato,[jewelry and metal working],you filed
verb,limare,she filed,ha limato,[jewelry and metal working],she filed
verb,limare,he filed,ha limato,[jewelry and metal working],he filed
verb,limare,we filed,abbiamo limato,[jewelry and metal working],we filed
verb,limare,they filed,hanno limato,[jewelry and metal working],they filed
verb,limare,you (plural) filed,avete limato,[jewelry and metal working],you (plural) filed
verb,limare,filing,limando,[jewelry and metal working],filing
verb,forare,to drill,forare,[jewelry and metal working],to drill
verb,forare,I drill,foro,[jewelry and metal working],I drill
verb,forare,you drill,fori,[jewelry and metal working],you drill
verb,forare,she drills,fora,[jewelry and metal working],she drills
verb,forare,he drills,fora,[jewelry and metal working],he drills
verb,forare,we drill,foriamo,[jewelry and metal working],we drill
verb,forare,they drill,forano,[jewelry and metal working],they drill
verb,forare,you (plural) drill,forate,[jewelry and metal working],you (plural) drill
verb,forare,I drilled,ho forato,[jewelry and metal working],I drilled
verb,forare,you drilled,hai forato,[jewelry and metal working],you drilled
verb,forare,she drilled,ha forato,[jewelry and metal working],she drilled
verb,forare,he drilled,ha forato,[jewelry and metal working],he drilled
verb,forare,we drilled,abbiamo forato,[jewelry and metal working],we drilled
verb,forare,they drilled,hanno forato,[jewelry and metal working],they drilled
verb,forare,you (plural) drilled,avete forato,[jewelry and metal working],you (plural) drilled
verb,forare,drilling,forando,[jewelry and metal working],drilling
verb,incidere,to engrave,incidere,[jewelry and metal working],to engrave
verb,incidare,I engrave,incido,[jewelry and metal working],I engrave
verb,incidere,you engrave,incidi,[jewelry and metal working],you engrave
verb,incidere,she engraves,incide,[jewelry and metal working],she engraves
verb,incidere,he engraves,incide,[jewelry and metal working],he engraves
verb,incidere,we engrave,incidiamo,[jewelry and metal working],we engrave
verb,incidere,they engrave,incidono,[jewelry and metal working],they engrave
verb,incidere,you (plural) engrave,incidete,[jewelry and metal working],you (plural) engrave
verb,incidere,I engraved,ho inciso,[jewelry and metal working],I engraved
verb,incidere,you engraved,hai inciso,[jewelry and metal working],you engraved
verb,incidere,she engraved,ha inciso,[jewelry and metal working],she engraved
verb,incidere,he engraved,ha inciso,[jewelry and metal working],he engraved
verb,incidere,we engraved,abbiamo inciso,[jewelry and metal working],we engraved
verb,incidere,they engraved,hanno inciso,[jewelry and metal working],they engraved
verb,incidere,you (plural) engraved,avete inciso,[jewelry and metal working],you (plural) engraved
verb,incidere,engraving,incidendo,[jewelry and metal working],engraving
verb,incastonare,to set,incastonare,[jewelry and metal working],to set
verb,incastonare,I set,incastono,[jewelry and metal working],I set
verb,incastonare,you set,incastoni,[jewelry and metal working],you set
verb,incastonare,she sets,incastona,[jewelry and metal working],she sets
verb,incastonare,he sets,incastona,[jewelry and metal working],he sets
verb,incastonare,we set,incastoniamo,[jewelry and metal working],we set
verb,incastonare,they set,incastonano,[jewelry and metal working],they set
verb,incastonare,you (plural) set,incastonate,[jewelry and metal working],you (plural) set
verb,incastonare,I set (past),ho incastonato,[jewelry and metal working],I set (past)
verb,incastonare,you set (past),hai incastonato,[jewelry and metal working],you set (past)
verb,incastonare,she set (past),ha incastonato,[jewelry and metal working],she set (past)
verb,incastonare,he set (past),ha incastonato,[jewelry and metal working],he set (past)
verb,incastonare,we set (past),abbiamo incastonato,[jewelry and metal working],we set (past)
verb,incastonare,they set (past),hanno incastonato,[jewelry and metal working],they set (past)
verb,incastonare,you (plural) set (past),avete incastonato,[jewelry and metal working],you (plural) set (past)
verb,incastonare,setting,incastonando,[jewelry and metal working],setting
verb,ricuocere,to anneal,ricuocere,[jewelry and metal working],to anneal
verb,ricuociare,I anneal,ricuocio,[jewelry and metal working],I anneal
verb,ricuociare,you anneal,ricuoci,[jewelry and metal working],you anneal
verb,ricuociare,she anneals,ricuoce,[jewelry and metal working],she anneals
verb,ricuociare,he anneals,ricuoce,[jewelry and metal working],he anneals
verb,ricuociare,we anneal,ricuociamo,[jewelry and metal working],we anneal
verb,ricuociare,they anneal,ricuociono,[jewelry and metal working],they anneal
verb,ricuociare,you (plural) anneal,ricuocete,[jewelry and metal working],you (plural) anneal
verb,ricuociare,I annealed,ho ricotto,[jewelry and metal working],I annealed
verb,ricuociare,you annealed,hai ricotto,[jewelry and metal working],you annealed
verb,ricuociare,she annealed,ha ricotto,[jewelry and metal working],she annealed
verb,ricuociare,he annealed,ha ricotto,[jewelry and metal working],he annealed
verb,ricuociare,we annealed,abbiamo ricotto,[jewelry and metal working],we annealed
verb,ricuociare,they annealed,hanno ricotto,[jewelry and metal working],they annealed
verb,ricuociare,you (plural) annealed,avete ricotto,[jewelry and metal working],you (plural) annealed
verb,ricuociare,annealing,ricuocendo,[jewelry and metal working],annealing
verb,levigare,to sand,levigare,[jewelry and metal working],to sand
verb,levigare,I sand,levigo,[jewelry and metal working],I sand
verb,levigare,you sand,levighi,[jewelry and metal working],you sand
verb,levigare,she sands,leviga,[jewelry and metal working],she sands
verb,levigare,he sands,leviga,[jewelry and metal working],he sands
verb,levigare,we sand,levighiamo,[jewelry and metal working],we sand
verb,levigare,they sand,levigano,[jewelry and metal working],they sand
verb,levigare,you (plural) sand,levigate,[jewelry and metal working],you (plural) sand
verb,levigare,I sanded,ho levigato,[jewelry and metal working],I sanded
verb,levigare,you sanded,hai levigato,[jewelry and metal working],you sanded
verb,levigare,she sanded,ha levigato,[jewelry and metal working],she sanded
verb,levigare,he sanded,ha levigato,[jewelry and metal working],he sanded
verb,levigare,we sanded,abbiamo levigato,[jewelry and metal working],we sanded
verb,levigare,they sanded,hanno levigato,[jewelry and metal working],they sanded
verb,levigare,you (plural) sanded,avete levigato,[jewelry and metal working],you (plural) sanded
verb,levigare,sanding,levigando,[jewelry and metal working],sanding
verb,ossidare,to oxidize,ossidare,[jewelry and metal working],to oxidize
verb,ossidare,I oxidize,ossido,[jewelry and metal working],I oxidize
verb,ossidare,you oxidize,ossidi,[jewelry and metal working],you oxidize
verb,ossidare,she oxidizes,ossida,[jewelry and metal working],she oxidizes
verb,ossidare,he oxidizes,ossida,[jewelry and metal working],he oxidizes
verb,ossidare,we oxidize,ossidiamo,[jewelry and metal working],we oxidize
verb,ossidare,they oxidize,ossidano,[jewelry and metal working],they oxidize
verb,ossidare,you (plural) oxidize,ossidate,[jewelry and metal working],you (plural) oxidize
verb,ossidare,I oxidized,ho ossidato,[jewelry and metal working],I oxidized
verb,ossidare,you oxidized,hai ossidato,[jewelry and metal working],you oxidized
verb,ossidare,she oxidized,ha ossidato,[jewelry and metal working],she oxidized
verb,ossidare,he oxidized,ha ossidato,[jewelry and metal working],he oxidized
verb,ossidare,we oxidized,abbiamo ossidato,[jewelry and metal working],we oxidized
verb,ossidare,they oxidized,hanno ossidato,[jewelry and metal working],they oxidized
verb,ossidare,you (plural) oxidized,avete ossidato,[jewelry and metal working],you (plural) oxidized
verb,ossidare,oxidizing,ossidando,[jewelry and metal working],oxidizing
verb,laminare,to roll,laminare,[jewelry and metal working],to roll
verb,laminare,I roll,lamino,[jewelry and metal working],I roll
verb,laminare,you roll,lamini,[jewelry and metal working],you roll
verb,laminare,she rolls,lamina,[jewelry and metal working],she rolls
verb,laminare,he rolls,lamina,[jewelry and metal working],he rolls
verb,laminare,we roll,laminiamo,[jewelry and metal working],we roll
verb,laminare,they roll,laminano,[jewelry and metal working],they roll
verb,laminare,you (plural) roll,laminate,[jewelry and metal working],you (plural) roll
verb,laminare,I rolled,ho laminato,[jewelry and metal working],I rolled
verb,laminare,you rolled,hai laminato,[jewelry and metal working],you rolled
verb,laminare,she rolled,ha laminato,[jewelry and metal working],she rolled
verb,laminare,he rolled,ha laminato,[jewelry and metal working],he rolled
verb,laminare,we rolled,abbiamo laminato,[jewelry and metal working],we rolled
verb,laminare,they rolled,hanno laminato,[jewelry and metal working],they rolled
verb,laminare,you (plural) rolled,avete laminato,[jewelry and metal working],you (plural) rolled
verb,laminare,rolling,laminando,[jewelry and metal working],rolling
verb,trafilare,to draw,trafilare,[jewelry and metal working],to draw
verb,trafilare,I draw,trafilo,[jewelry and metal working],I draw
verb,trafilare,you draw,trafilini,[jewelry and metal working],you draw
verb,trafilare,she draws,trafilina,[jewelry and metal working],she draws
