english_term,italian_term,part_of_speech,topics,english_base_term,italian_base_term,is_base
buffing,spazzolando,verb,[jewelry and metal working],to buff,spazzolare,False
they buff,spazzolano,verb,[jewelry and metal working],to buff,spazzolare,False
we buff,spazzoliamo,verb,[jewelry and metal working],to buff,spazzolare,False
I buff,spazzolo,verb,[jewelry and metal working],to buff,spazzolare,False
to buff,spazzolare,verb,[jewelry and metal working],to buff,spazzolare,True
you buff (familiar),spazzoli,verb,[jewelry and metal working],to buff,spazzolare,False
she buffs,spazzola,verb,[jewelry and metal working],to buff,spazzolare,False
you buy (plural),comprate,verb,[shopping],to buy,comprare,False
buying,comprando,verb,[shopping],to buy,comprare,False
you bought (plural),avete comprato,verb,[shopping],to buy,comprare,False
they bought,hanno comprato,verb,[shopping],to buy,comprare,False
we bought,abbiamo comprato,verb,[shopping],to buy,comprare,False
they buy,comprano,verb,[shopping],to buy,comprare,False
she bought,ha comprato,verb,[shopping],to buy,comprare,False
he bought,ha comprato,verb,[shopping],to buy,comprare,False
we buy,compriamo,verb,[shopping],to buy,comprare,False
I bought,ho comprato,verb,[shopping],to buy,comprare,False
she buys,compra,verb,[shopping],to buy,comprare,False
he buys,compra,verb,[shopping],to buy,comprare,False
I buy,compro,verb,[shopping],to buy,comprare,False
to buy,comprare,verb,[shopping],to buy,comprare,True
you bought (familiar),hai comprato,verb,[shopping],to buy,comprare,False
you buy (familiar),compri,verb,[shopping],to buy,comprare,False
they cast,hanno colato,verb,[jewelry and metal working],to cast,colare,False
we cast,abbiamo colato,verb,[jewelry and metal working],to cast,colare,False
he cast,ha colato,verb,[jewelry and metal working],to cast,colare,False
she cast,ha colato,verb,[jewelry and metal working],to cast,colare,False
you cast (familiar),hai colato,verb,[jewelry and metal working],to cast,colare,False
I cast,ho colato,verb,[jewelry and metal working],to cast,colare,False
they cast,colano,verb,[jewelry and metal working],to cast,colare,False
we cast,coliamo,verb,[jewelry and metal working],to cast,colare,False
he casts,cola,verb,[jewelry and metal working],to cast,colare,False
you cast (familiar),coli,verb,[jewelry and metal working],to cast,colare,False
I cast,colo,verb,[jewelry and metal working],to cast,colare,False
to cast,colare,verb,[jewelry and metal working],to cast,colare,True
you cast (plural),colate,verb,[jewelry and metal working],to cast,colare,False
she casts,cola,verb,[jewelry and metal working],to cast,colare,False
casting,colando,verb,[jewelry and metal working],to cast,colare,False
you cast (plural),avete colato,verb,[jewelry and metal working],to cast,colare,False
she chooses,sceglie,verb,[shopping],to choose,scegliere,False
he chooses,sceglie,verb,[shopping],to choose,scegliere,False
we choose,scegliamo,verb,[shopping],to choose,scegliere,False
they choose,scelgono,verb,[shopping],to choose,scegliere,False
I chose,ho scelto,verb,[shopping],to choose,scegliere,False
you chose (familiar),hai scelto,verb,[shopping],to choose,scegliere,False
she chose,ha scelto,verb,[shopping],to choose,scegliere,False
you choose (familiar),scegli,verb,[shopping],to choose,scegliere,False
we chose,abbiamo scelto,verb,[shopping],to choose,scegliere,False
they chose,hanno scelto,verb,[shopping],to choose,scegliere,False
you chose (plural),avete scelto,verb,[shopping],to choose,scegliere,False
I choose,scelgo,verb,[shopping],to choose,scegliere,False
to choose,scegliere,verb,[shopping],to choose,scegliere,True
choosing,scegliendo,verb,[shopping],to choose,scegliere,False
he chose,ha scelto,verb,[shopping],to choose,scegliere,False
you choose (plural),scegliete,verb,[shopping],to choose,scegliere,False
they continue,continuano,verb,[directions],to continue,continuare,False
you continue (familiar),continui,verb,[directions],to continue,continuare,False
you continue (plural),continuate,verb,[directions],to continue,continuare,False
she continues,continua,verb,[directions],to continue,continuare,False
he continues,continua,verb,[directions],to continue,continuare,False
we continue,continuiamo,verb,[directions],to continue,continuare,False
I continued,ho continuato,verb,[directions],to continue,continuare,False
she continued,ha continuato,verb,[directions],to continue,continuare,False
he continued,ha continuato,verb,[directions],to continue,continuare,False
we continued,abbiamo continuato,verb,[directions],to continue,continuare,False
they continued,hanno continuato,verb,[directions],to continue,continuare,False
you continued (plural),avete continuato,verb,[directions],to continue,continuare,False
continuing,continuando,verb,[directions],to continue,continuare,False
I continue,continuo,verb,[directions],to continue,continuare,False
you continued (familiar),hai continuato,verb,[directions],to continue,continuare,False
to continue,continuare,verb,[directions],to continue,continuare,True
to cost,costare,verb,[shopping],to cost,costare,True
costing,costando,verb,[shopping],to cost,costare,False
I cross,attraverso,verb,[directions],to cross,attraversare,False
you cross (familiar),attraversi,verb,[directions],to cross,attraversare,False
you cross (plural),attraversate,verb,[directions],to cross,attraversare,False
crossing,attraversando,verb,[directions],to cross,attraversare,False
he crosses,attraversa,verb,[directions],to cross,attraversare,False
we cross,attraversiamo,verb,[directions],to cross,attraversare,False
they cross,attraversano,verb,[directions],to cross,attraversare,False
I crossed,ho attraversato,verb,[directions],to cross,attraversare,False
you crossed (familiar),hai attraversato,verb,[directions],to cross,attraversare,False
she crossed,ha attraversato,verb,[directions],to cross,attraversare,False
he crossed,ha attraversato,verb,[directions],to cross,attraversare,False
we crossed,abbiamo attraversato,verb,[directions],to cross,attraversare,False
to cross,attraversare,verb,[directions],to cross,attraversare,True
she crosses,attraversa,verb,[directions],to cross,attraversare,False
you crossed (plural),avete attraversato,verb,[directions],to cross,attraversare,False
they crossed,hanno attraversato,verb,[directions],to cross,attraversare,False
you cried (familiar),hai pianto,verb,[emotions],to cry,piangere,False
we cried,abbiamo pianto,verb,[emotions],to cry,piangere,False
she cried,ha pianto,verb,[emotions],to cry,piangere,False
he cried,ha pianto,verb,[emotions],to cry,piangere,False
you cried (plural),avete pianto,verb,[emotions],to cry,piangere,False
I cried,ho pianto,verb,[emotions],to cry,piangere,False
they cry,piangono,verb,[emotions],to cry,piangere,False
we cry,piangiamo,verb,[emotions],to cry,piangere,False
she cries,piange,verb,[emotions],to cry,piangere,False
he cries,piange,verb,[emotions],to cry,piangere,False
you cry (plural),piangete,verb,[emotions],to cry,piangere,False
you cry (familiar),piangi,verb,[emotions],to cry,piangere,False
I cry,piango,verb,[emotions],to cry,piangere,False
to cry,piangere,verb,[emotions],to cry,piangere,True
they cried,hanno pianto,verb,[emotions],to cry,piangere,False
crying,piangendo,verb,[emotions],to cry,piangere,False
you draw (familiar),trafili,verb,[jewelry and metal working],to draw,trafilare,False
drawing (wire),trafilando,verb,[jewelry and metal working],to draw,trafilare,False
you drew (wire) (plural),avete trafilato,verb,[jewelry and metal working],to draw,trafilare,False
they drew (wire),hanno trafilato,verb,[jewelry and metal working],to draw,trafilare,False
we drew (wire),abbiamo trafilato,verb,[jewelry and metal working],to draw,trafilare,False
he drew (wire),ha trafilato,verb,[jewelry and metal working],to draw,trafilare,False
I draw,trafilo,verb,[jewelry and metal working],to draw,trafilare,False
she drew (wire),ha trafilato,verb,[jewelry and metal working],to draw,trafilare,False
I drew (wire),ho trafilato,verb,[jewelry and metal working],to draw,trafilare,False
you draw (plural),trafilate,verb,[jewelry and metal working],to draw,trafilare,False
they draw,trafilano,verb,[jewelry and metal working],to draw,trafilare,False
we draw,trafiliamo,verb,[jewelry and metal working],to draw,trafilare,False
he draws,trafila,verb,[jewelry and metal working],to draw,trafilare,False
she draws,trafila,verb,[jewelry and metal working],to draw,trafilare,False
you drew (wire) (familiar),hai trafilato,verb,[jewelry and metal working],to draw,trafilare,False
to draw,trafilare,verb,[jewelry and metal working],to draw,trafilare,True
you drill (familiar),fori,verb,[jewelry and metal working],to drill,forare,False
I drill,foro,verb,[jewelry and metal working],to drill,forare,False
he drilled,ha forato,verb,[jewelry and metal working],to drill,forare,False
to drill,forare,verb,[jewelry and metal working],to drill,forare,True
she drills,fora,verb,[jewelry and metal working],to drill,forare,False
he drills,fora,verb,[jewelry and metal working],to drill,forare,False
we drill,foriamo,verb,[jewelry and metal working],to drill,forare,False
they drill,forano,verb,[jewelry and metal working],to drill,forare,False
you drill (plural),forate,verb,[jewelry and metal working],to drill,forare,False
I drilled,ho forato,verb,[jewelry and metal working],to drill,forare,False
you drilled (familiar),hai forato,verb,[jewelry and metal working],to drill,forare,False
she drilled,ha forato,verb,[jewelry and metal working],to drill,forare,False
we drilled,abbiamo forato,verb,[jewelry and metal working],to drill,forare,False
they drilled,hanno forato,verb,[jewelry and metal working],to drill,forare,False
you drilled (plural),avete forato,verb,[jewelry and metal working],to drill,forare,False
drilling,forando,verb,[jewelry and metal working],to drill,forare,False
you engraved (plural),avete inciso,verb,[jewelry and metal working],to engrave,incidere,False
engraving,incidendo,verb,[jewelry and metal working],to engrave,incidere,False
he engraved,ha inciso,verb,[jewelry and metal working],to engrave,incidere,False
to engrave,incidere,verb,[jewelry and metal working],to engrave,incidere,True
they engraved,hanno inciso,verb,[jewelry and metal working],to engrave,incidere,False
I engrave,incido,verb,[jewelry and metal working],to engrave,incidere,False
we engraved,abbiamo inciso,verb,[jewelry and metal working],to engrave,incidere,False
you engrave (familiar),incidi,verb,[jewelry and metal working],to engrave,incidere,False
you engraved (familiar),hai inciso,verb,[jewelry and metal working],to engrave,incidere,False
I engraved,ho inciso,verb,[jewelry and metal working],to engrave,incidere,False
you engrave (plural),incidete,verb,[jewelry and metal working],to engrave,incidere,False
they engrave,incidono,verb,[jewelry and metal working],to engrave,incidere,False
we engrave,incidiamo,verb,[jewelry and metal working],to engrave,incidere,False
he engraves,incide,verb,[jewelry and metal working],to engrave,incidere,False
she engraves,incide,verb,[jewelry and metal working],to engrave,incidere,False
she engraved,ha inciso,verb,[jewelry and metal working],to engrave,incidere,False
to enjoy oneself,divertirsi,verb,[emotions],to enjoy oneself,divertirsi,True
you enjoy yourself (familiar),ti diverti,verb,[emotions],to enjoy oneself,divertirsi,False
you enjoy yourselves (plural),vi divertite,verb,[emotions],to enjoy oneself,divertirsi,False
he enjoys himself,si diverte,verb,[emotions],to enjoy oneself,divertirsi,False
she enjoys herself,si diverte,verb,[emotions],to enjoy oneself,divertirsi,False
we enjoy ourselves,ci divertiamo,verb,[emotions],to enjoy oneself,divertirsi,False
they enjoy themselves,si divertono,verb,[emotions],to enjoy oneself,divertirsi,False
he enjoyed himself,si è divertito,verb,[emotions],to enjoy oneself,divertirsi,False
you enjoyed yourself (masculine) (familiar),ti sei divertito,verb,[emotions],to enjoy oneself,divertirsi,False
you enjoyed yourselves (plural),vi siete divertiti,verb,[emotions],to enjoy oneself,divertirsi,False
she enjoyed herself,si è divertita,verb,[emotions],to enjoy oneself,divertirsi,False
we enjoyed ourselves,ci siamo divertiti,verb,[emotions],to enjoy oneself,divertirsi,False
they enjoyed themselves,si sono divertiti,verb,[emotions],to enjoy oneself,divertirsi,False
I enjoyed myself (masculine),mi sono divertito,verb,[emotions],to enjoy oneself,divertirsi,False
I enjoy myself,mi diverto,verb,[emotions],to enjoy oneself,divertirsi,False
enjoying oneself,divertendosi,verb,[emotions],to enjoy oneself,divertirsi,False
you enter (familiar),entri,verb,[directions],to enter,entrare,False
to enter,entrare,verb,[directions],to enter,entrare,True
I enter,entro,verb,[directions],to enter,entrare,False
she enters,entra,verb,[directions],to enter,entrare,False
you enter (plural),entrate,verb,[directions],to enter,entrare,False
we enter,entriamo,verb,[directions],to enter,entrare,False
they enter,entrano,verb,[directions],to enter,entrare,False
I entered,sono entrato,verb,[directions],to enter,entrare,False
he enters,entra,verb,[directions],to enter,entrare,False
she entered,è entrata,verb,[directions],to enter,entrare,False
he entered,è entrato,verb,[directions],to enter,entrare,False
we entered,siamo entrati,verb,[directions],to enter,entrare,False
they entered,sono entrati,verb,[directions],to enter,entrare,False
you entered (plural),siete entrati,verb,[directions],to enter,entrare,False
entering,entrando,verb,[directions],to enter,entrare,False
you entered (familiar),sei entrato,verb,[directions],to enter,entrare,False
you exchange (plural),cambiate,verb,[shopping],to exchange,cambiare,False
you exchanged (familiar),hai cambiato,verb,[shopping],to exchange,cambiare,False
she exchanged,ha cambiato,verb,[shopping],to exchange,cambiare,False
he exchanged,ha cambiato,verb,[shopping],to exchange,cambiare,False
you exchanged (plural),avete cambiato,verb,[shopping],to exchange,cambiare,False
they exchanged,hanno cambiato,verb,[shopping],to exchange,cambiare,False
exchanging,cambiando,verb,[shopping],to exchange,cambiare,False
they exchange,cambiano,verb,[shopping],to exchange,cambiare,False
we exchanged,abbiamo cambiato,verb,[shopping],to exchange,cambiare,False
we exchange,cambiamo,verb,[shopping],to exchange,cambiare,False
I exchanged,ho cambiato,verb,[shopping],to exchange,cambiare,False
she exchanges,cambia,verb,[shopping],to exchange,cambiare,False
you exchange (familiar),cambi,verb,[shopping],to exchange,cambiare,False
I exchange,cambio,verb,[shopping],to exchange,cambiare,False
to exchange,cambiare,verb,[shopping],to exchange,cambiare,True
he exchanges,cambia,verb,[shopping],to exchange,cambiare,False
to exit,uscire,verb,[directions],to exit,uscire,True
I exit,esco,verb,[directions],to exit,uscire,False
you exit (familiar),esci,verb,[directions],to exit,uscire,False
she exits,esce,verb,[directions],to exit,uscire,False
he exits,esce,verb,[directions],to exit,uscire,False
you exit (plural),uscite,verb,[directions],to exit,uscire,False
we exit,usciamo,verb,[directions],to exit,uscire,False
I exited,sono uscito,verb,[directions],to exit,uscire,False
you exited (familiar),sei uscito,verb,[directions],to exit,uscire,False
she exited,è uscita,verb,[directions],to exit,uscire,False
he exited,è uscito,verb,[directions],to exit,uscire,False
we exited,siamo usciti,verb,[directions],to exit,uscire,False
they exited,sono usciti,verb,[directions],to exit,uscire,False
you exited (plural),siete usciti,verb,[directions],to exit,uscire,False
exiting,uscendo,verb,[directions],to exit,uscire,False
they exit,escono,verb,[directions],to exit,uscire,False
the exit,l'uscita,noun,[directions],to exit,uscita,unknown
an exit,un'uscita,noun,[directions],to exit,uscita,unknown
the exits,le uscite,noun,[directions],to exit,uscita,unknown
you feared (plural),avete temuto,verb,[emotions],to fear,temere,False
you feared (familiar),hai temuto,verb,[emotions],to fear,temere,False
I feared,ho temuto,verb,[emotions],to fear,temere,False
they fear,temono,verb,[emotions],to fear,temere,False
we fear,temiamo,verb,[emotions],to fear,temere,False
she fears,teme,verb,[emotions],to fear,temere,False
she feared,ha temuto,verb,[emotions],to fear,temere,False
we feared,abbiamo temuto,verb,[emotions],to fear,temere,False
to fear,temere,verb,[emotions],to fear,temere,True
they feared,hanno temuto,verb,[emotions],to fear,temere,False
he fears,teme,verb,[emotions],to fear,temere,False
you fear (plural),temete,verb,[emotions],to fear,temere,False
you fear (familiar),temi,verb,[emotions],to fear,temere,False
I fear,temo,verb,[emotions],to fear,temere,False
fearing,temendo,verb,[emotions],to fear,temere,False
he feared,ha temuto,verb,[emotions],to fear,temere,False
we felt,abbiamo sentito,verb,[emotions],to feel,sentire,False
I feel,sento,verb,[emotions],to feel,sentire,False
they felt,hanno sentito,verb,[emotions],to feel,sentire,False
to feel,sentire,verb,[emotions],to feel,sentire,True
he felt,ha sentito,verb,[emotions],to feel,sentire,False
you felt (plural),avete sentito,verb,[emotions],to feel,sentire,False
you felt (familiar),hai sentito,verb,[emotions],to feel,sentire,False
I felt,ho sentito,verb,[emotions],to feel,sentire,False
they feel,sentono,verb,[emotions],to feel,sentire,False
we feel,sentiamo,verb,[emotions],to feel,sentire,False
she feels,sente,verb,[emotions],to feel,sentire,False
he feels,sente,verb,[emotions],to feel,sentire,False
you feel (plural),sentite,verb,[emotions],to feel,sentire,False
you feel (familiar),senti,verb,[emotions],to feel,sentire,False
she felt,ha sentito,verb,[emotions],to feel,sentire,False
feeling,sentendo,verb,[emotions],to feel,sentire,False
the files,le lime,noun,[jewelry and metal working],to file,lima,unknown
a file,una lima,noun,[jewelry and metal working],to file,lima,unknown
the file,la lima,noun,[jewelry and metal working],to file,lima,unknown
they file,limano,verb,[jewelry and metal working],to file,limare,False
she files,lima,verb,[jewelry and metal working],to file,limare,False
he files,lima,verb,[jewelry and metal working],to file,limare,False
we file,limiamo,verb,[jewelry and metal working],to file,limare,False
filing,limando,verb,[jewelry and metal working],to file,limare,False
you filed (plural),avete limato,verb,[jewelry and metal working],to file,limare,False
they filed,hanno limato,verb,[jewelry and metal working],to file,limare,False
we filed,abbiamo limato,verb,[jewelry and metal working],to file,limare,False
he filed,ha limato,verb,[jewelry and metal working],to file,limare,False
she filed,ha limato,verb,[jewelry and metal working],to file,limare,False
you filed (familiar),hai limato,verb,[jewelry and metal working],to file,limare,False
I filed,ho limato,verb,[jewelry and metal working],to file,limare,False
you file (plural),limate,verb,[jewelry and metal working],to file,limare,False
I file,limo,verb,[jewelry and metal working],to file,limare,False
you file (familiar),limi,verb,[jewelry and metal working],to file,limare,False
to file,limare,verb,[jewelry and metal working],to file,limare,True
he follows,segue,verb,[directions],to follow,seguire,False
she follows,segue,verb,[directions],to follow,seguire,False
following,seguendo,verb,[directions],to follow,seguire,False
you followed (plural),avete seguito,verb,[directions],to follow,seguire,False
they followed,hanno seguito,verb,[directions],to follow,seguire,False
we followed,abbiamo seguito,verb,[directions],to follow,seguire,False
she followed,ha seguito,verb,[directions],to follow,seguire,False
you followed (familiar),hai seguito,verb,[directions],to follow,seguire,False
he followed,ha seguito,verb,[directions],to follow,seguire,False
they follow,seguono,verb,[directions],to follow,seguire,False
we follow,seguiamo,verb,[directions],to follow,seguire,False
to follow,seguire,verb,[directions],to follow,seguire,True
I follow,seguo,verb,[directions],to follow,seguire,False
you follow (familiar),segui,verb,[directions],to follow,seguire,False
you follow (plural),seguite,verb,[directions],to follow,seguire,False
I followed,ho seguito,verb,[directions],to follow,seguire,False
you go (plural),andate,verb,[directions],to go,andare,False
I went,sono andato,verb,[directions],to go,andare,False
to go,andare,verb,[directions],to go,andare,True
I go,vado,verb,[directions],to go,andare,False
you go (familiar),vai,verb,[directions],to go,andare,False
she goes,va,verb,[directions],to go,andare,False
they go,vanno,verb,[directions],to go,andare,False
he goes,va,verb,[directions],to go,andare,False
you went (familiar),sei andato,verb,[directions],to go,andare,False
we went,siamo andati,verb,[directions],to go,andare,False
he went,è andato,verb,[directions],to go,andare,False
we go,andiamo,verb,[directions],to go,andare,False
they went,sono andati,verb,[directions],to go,andare,False
you went (plural),siete andati,verb,[directions],to go,andare,False
going,andando,verb,[directions],to go,andare,False
she went,è andata,verb,[directions],to go,andare,False
hammering,martellando,verb,[jewelry and metal working],to hammer,martellare,False
you hammered (plural),avete martellato,verb,[jewelry and metal working],to hammer,martellare,False
we hammered,abbiamo martellato,verb,[jewelry and metal working],to hammer,martellare,False
he hammered,ha martellato,verb,[jewelry and metal working],to hammer,martellare,False
they hammered,hanno martellato,verb,[jewelry and metal working],to hammer,martellare,False
you hammered (familiar),hai martellato,verb,[jewelry and metal working],to hammer,martellare,False
to hammer,martellare,verb,[jewelry and metal working],to hammer,martellare,True
I hammer,martello,verb,[jewelry and metal working],to hammer,martellare,False
she hammered,ha martellato,verb,[jewelry and metal working],to hammer,martellare,False
she hammers,martella,verb,[jewelry and metal working],to hammer,martellare,False
he hammers,martella,verb,[jewelry and metal working],to hammer,martellare,False
you hammer (familiar),martelli,verb,[jewelry and metal working],to hammer,martellare,False
they hammer,martellano,verb,[jewelry and metal working],to hammer,martellare,False
you hammer (plural),martellate,verb,[jewelry and metal working],to hammer,martellare,False
I hammered,ho martellato,verb,[jewelry and metal working],to hammer,martellare,False
we hammer,martelliamo,verb,[jewelry and metal working],to hammer,martellare,False
the hammer,il martello,noun,[jewelry and metal working],to hammer,martello,unknown
a hammer,un martello,noun,[jewelry and metal working],to hammer,martello,unknown
the hammers,i martelli,noun,[jewelry and metal working],to hammer,martello,unknown
to him,gli,pronoun,[object],to him,gli,True
they hoped,hanno sperato,verb,[emotions],to hope,sperare,False
hoping,sperando,verb,[emotions],to hope,sperare,False
we hoped,abbiamo sperato,verb,[emotions],to hope,sperare,False
they hope,sperano,verb,[emotions],to hope,sperare,False
he hoped,ha sperato,verb,[emotions],to hope,sperare,False
you hoped (plural),avete sperato,verb,[emotions],to hope,sperare,False
you hoped (familiar),hai sperato,verb,[emotions],to hope,sperare,False
I hoped,ho sperato,verb,[emotions],to hope,sperare,False
we hope,speriamo,verb,[emotions],to hope,sperare,False
she hopes,spera,verb,[emotions],to hope,sperare,False
he hopes,spera,verb,[emotions],to hope,sperare,False
you hope (familiar),speri,verb,[emotions],to hope,sperare,False
I hope,spero,verb,[emotions],to hope,sperare,False
to hope,sperare,verb,[emotions],to hope,sperare,True
she hoped,ha sperato,verb,[emotions],to hope,sperare,False
you hope (plural),sperate,verb,[emotions],to hope,sperare,False
we liked/appreciated,abbiamo apprezzato,verb,[emotions],to like/appreciate,apprezzare,False
I like/appreciate,apprezzo,verb,[emotions],to like/appreciate,apprezzare,False
to like/appreciate,apprezzare,verb,[emotions],to like/appreciate,apprezzare,True
they like/appreciate,apprezzano,verb,[emotions],to like/appreciate,apprezzare,False
I liked/appreciated,ho apprezzato,verb,[emotions],to like/appreciate,apprezzare,False
you liked/appreciated (familiar),hai apprezzato,verb,[emotions],to like/appreciate,apprezzare,False
we like/appreciate,apprezziamo,verb,[emotions],to like/appreciate,apprezzare,False
you liked/appreciated (plural),avete apprezzato,verb,[emotions],to like/appreciate,apprezzare,False
he liked/appreciated,ha apprezzato,verb,[emotions],to like/appreciate,apprezzare,False
she liked/appreciated,ha apprezzato,verb,[emotions],to like/appreciate,apprezzare,False
they liked/appreciated,hanno apprezzato,verb,[emotions],to like/appreciate,apprezzare,False
she likes/appreciates,apprezza,verb,[emotions],to like/appreciate,apprezzare,False
he likes/appreciates,apprezza,verb,[emotions],to like/appreciate,apprezzare,False
you like/appreciate (plural),apprezzate,verb,[emotions],to like/appreciate,apprezzare,False
you like/appreciate (familiar),apprezzi,verb,[emotions],to like/appreciate,apprezzare,False
appreciating,apprezzando,verb,[emotions],to like/appreciate,apprezzare,False
you looked for (plural),avete cercato,verb,[directions],to look for,cercare,False
looking for,cercando,verb,[directions],to look for,cercare,False
they looked for,hanno cercato,verb,[directions],to look for,cercare,False
you looked for (familiar),hai cercato,verb,[directions],to look for,cercare,False
he looked for,ha cercato,verb,[directions],to look for,cercare,False
she looked for,ha cercato,verb,[directions],to look for,cercare,False
I looked for,ho cercato,verb,[directions],to look for,cercare,False
they look for,cercano,verb,[directions],to look for,cercare,False
we look for,cerchiamo,verb,[directions],to look for,cercare,False
you look for (plural),cercate,verb,[directions],to look for,cercare,False
he looks for,cerca,verb,[directions],to look for,cercare,False
she looks for,cerca,verb,[directions],to look for,cercare,False
you look for (familiar),cerchi,verb,[directions],to look for,cercare,False
to look for,cercare,verb,[directions],to look for,cercare,True
we looked for,abbiamo cercato,verb,[directions],to look for,cercare,False
I look for,cerco,verb,[directions],to look for,cercare,False
we love,amiamo,verb,[emotions],to love,amare,False
to love,amare,verb,[emotions],to love,amare,True
they love,amano,verb,[emotions],to love,amare,False
I loved,ho amato,verb,[emotions],to love,amare,False
you loved (familiar),hai amato,verb,[emotions],to love,amare,False
you loved (plural),avete amato,verb,[emotions],to love,amare,False
he loved,ha amato,verb,[emotions],to love,amare,False
she loved,ha amato,verb,[emotions],to love,amare,False
we loved,abbiamo amato,verb,[emotions],to love,amare,False
they loved,hanno amato,verb,[emotions],to love,amare,False
loving,amando,verb,[emotions],to love,amare,False
he loves,ama,verb,[emotions],to love,amare,False
you love (plural),amate,verb,[emotions],to love,amare,False
you love (familiar),ami,verb,[emotions],to love,amare,False
I love,amo,verb,[emotions],to love,amare,False
she loves,ama,verb,[emotions],to love,amare,False
measuring,misurando,verb,[jewelry and metal working],to measure,misurare,False
she measures,misura,verb,[jewelry and metal working],to measure,misurare,False
I measure,misuro,verb,[jewelry and metal working],to measure,misurare,False
we measure,misuriamo,verb,[jewelry and metal working],to measure,misurare,False
they measure,misurano,verb,[jewelry and metal working],to measure,misurare,False
you measure (plural),misurate,verb,[jewelry and metal working],to measure,misurare,False
I measured,ho misurato,verb,[jewelry and metal working],to measure,misurare,False
you measured (familiar),hai misurato,verb,[jewelry and metal working],to measure,misurare,False
she measured,ha misurato,verb,[jewelry and metal working],to measure,misurare,False
he measured,ha misurato,verb,[jewelry and metal working],to measure,misurare,False
we measured,abbiamo misurato,verb,[jewelry and metal working],to measure,misurare,False
they measured,hanno misurato,verb,[jewelry and metal working],to measure,misurare,False
you measured (plural),avete misurato,verb,[jewelry and metal working],to measure,misurare,False
you measure (familiar),misuri,verb,[jewelry and metal working],to measure,misurare,False
he measures,misura,verb,[jewelry and metal working],to measure,misurare,False
to measure,misurare,verb,[jewelry and metal working],to measure,misurare,True
I melt,fondo,verb,[jewelry and metal working],to melt,fondere,False
you melt (plural),fondete,verb,[jewelry and metal working],to melt,fondere,False
they melt,fondono,verb,[jewelry and metal working],to melt,fondere,False
we melt,fondiamo,verb,[jewelry and metal working],to melt,fondere,False
he melts,fonde,verb,[jewelry and metal working],to melt,fondere,False
she melts,fonde,verb,[jewelry and metal working],to melt,fondere,False
you melt (familiar),fondi,verb,[jewelry and metal working],to melt,fondere,False
she melted,ha fuso,verb,[jewelry and metal working],to melt,fondere,False
to melt,fondere,verb,[jewelry and metal working],to melt,fondere,True
he melted,ha fuso,verb,[jewelry and metal working],to melt,fondere,False
we melted,abbiamo fuso,verb,[jewelry and metal working],to melt,fondere,False
they melted,hanno fuso,verb,[jewelry and metal working],to melt,fondere,False
you melted (plural),avete fuso,verb,[jewelry and metal working],to melt,fondere,False
melting,fondendo,verb,[jewelry and metal working],to melt,fondere,False
I melted,ho fuso,verb,[jewelry and metal working],to melt,fondere,False
you melted (familiar),hai fuso,verb,[jewelry and metal working],to melt,fondere,False
we oxidize,ossidiamo,verb,[jewelry and metal working],to oxidize,ossidare,False
oxidizing,ossidando,verb,[jewelry and metal working],to oxidize,ossidare,False
she oxidizes,ossida,verb,[jewelry and metal working],to oxidize,ossidare,False
he oxidizes,ossida,verb,[jewelry and metal working],to oxidize,ossidare,False
you oxidize (familiar),ossidi,verb,[jewelry and metal working],to oxidize,ossidare,False
I oxidize,ossido,verb,[jewelry and metal working],to oxidize,ossidare,False
to oxidize,ossidare,verb,[jewelry and metal working],to oxidize,ossidare,True
they oxidize,ossidano,verb,[jewelry and metal working],to oxidize,ossidare,False
you oxidize (plural),ossidate,verb,[jewelry and metal working],to oxidize,ossidare,False
you oxidized (familiar),hai ossidato,verb,[jewelry and metal working],to oxidize,ossidare,False
she oxidized,ha ossidato,verb,[jewelry and metal working],to oxidize,ossidare,False
he oxidized,ha ossidato,verb,[jewelry and metal working],to oxidize,ossidare,False
we oxidized,abbiamo ossidato,verb,[jewelry and metal working],to oxidize,ossidare,False
they oxidized,hanno ossidato,verb,[jewelry and metal working],to oxidize,ossidare,False
you oxidized (plural),avete ossidato,verb,[jewelry and metal working],to oxidize,ossidare,False
I oxidized,ho ossidato,verb,[jewelry and metal working],to oxidize,ossidare,False
I passed,ho oltrepassato,verb,[directions],to pass,oltrepassare,False
passing,oltrepassando,verb,[directions],to pass,oltrepassare,False
you passed (plural),avete oltrepassato,verb,[directions],to pass,oltrepassare,False
they passed,hanno oltrepassato,verb,[directions],to pass,oltrepassare,False
we passed,abbiamo oltrepassato,verb,[directions],to pass,oltrepassare,False
he passed,ha oltrepassato,verb,[directions],to pass,oltrepassare,False
you pass (plural),oltrepassate,verb,[directions],to pass,oltrepassare,False
I pass,oltrepasso,verb,[directions],to pass,oltrepassare,False
she passes,oltrepassa,verb,[directions],to pass,oltrepassare,False
you pass (familiar),oltrepassi,verb,[directions],to pass,oltrepassare,False
to pass,oltrepassare,verb,[directions],to pass,oltrepassare,True
she passed,ha oltrepassato,verb,[directions],to pass,oltrepassare,False
they pass,oltrepassano,verb,[directions],to pass,oltrepassare,False
you passed (familiar),hai oltrepassato,verb,[directions],to pass,oltrepassare,False
he passes,oltrepassa,verb,[directions],to pass,oltrepassare,False
we pass,oltrepassiamo,verb,[directions],to pass,oltrepassare,False
she paid,ha pagato,verb,[shopping],to pay,pagare,False
