english_term,italian_term,part_of_speech,topics,english_base_term,italian_base_term
with,con,preposition,"[spotify_lessons, lesson_22_prepositions]",with,con
without,senza,preposition,"[spotify_lessons, lesson_22_prepositions]",without,senza
for / intended for,per,preposition,"[spotify_lessons, lesson_22_prepositions]",for,per
by,da / presso,preposition,"[spotify_lessons, lesson_22_prepositions]",by,da
per,per,preposition,"[spotify_lessons, lesson_22_prepositions]",per,per
on / over,su / sopra,preposition,"[spotify_lessons, lesson_22_prepositions]",on,su
on top of,in cima a,phrase,"[spotify_lessons, lesson_22_prepositions]",on top of,in cima a
under / below,sotto,preposition,"[spotify_lessons, lesson_22_prepositions]",under,sotto
in / into,in,preposition,"[spotify_lessons, lesson_22_prepositions]",in,in
inside,dentro,preposition,"[spotify_lessons, lesson_22_prepositions]",inside,dentro
within,entro,preposition,"[spotify_lessons, lesson_22_prepositions]",within,entro
outside,fuori,preposition,"[spotify_lessons, lesson_22_prepositions]",outside,fuori
in front of / ahead of,davanti a,phrase,"[spotify_lessons, lesson_22_prepositions]",in front of / ahead of,davanti a
in back of / behind,dietro a,phrase,"[spotify_lessons, lesson_22_prepositions]",in back of / behind,dietro a
before,prima di,phrase,"[spotify_lessons, lesson_22_prepositions]",before,prima di
after,dopo di,phrase,"[spotify_lessons, lesson_22_prepositions]",after,dopo di
near to / next to,vicino a,phrase,"[spotify_lessons, lesson_22_prepositions]",near to / next to,vicino a
far from,lontano da,phrase,"[spotify_lessons, lesson_22_prepositions]",far from,lontano da
beside,accanto a,phrase,"[spotify_lessons, lesson_22_prepositions]",beside,accanto a
around,intorno a,phrase,"[spotify_lessons, lesson_22_prepositions]",around,intorno a
against,contro,preposition,"[spotify_lessons, lesson_22_prepositions]",against,contro
between,tra / fra,preposition,"[spotify_lessons, lesson_22_prepositions]",between,tra
during,durante,preposition,"[spotify_lessons, lesson_22_prepositions]",during,durante
since / ever since,da / fin da,phrase,"[spotify_lessons, lesson_22_prepositions]",since / ever since,da / fin da
in the middle of,nel mezzo di / in mezzo a,phrase,"[spotify_lessons, lesson_22_prepositions]",in the middle of,nel mezzo di / in mezzo a
through / across,attraverso,preposition,"[spotify_lessons, lesson_22_prepositions]",through,attraverso
across from / on the other side of,dall'altro lato di,phrase,"[spotify_lessons, lesson_22_prepositions]",across from / on the other side of,dall'altro lato di
at the house of,a casa di,phrase,"[spotify_lessons, lesson_22_prepositions]",at the house of,a casa di
for me,per me,phrase,"[spotify_lessons, lesson_23_prepositional_pronouns]",for me,per me
for you (familiar),per te,phrase,"[spotify_lessons, lesson_23_prepositional_pronouns]",for you (familiar),per te
for you (polite),per Lei,phrase,"[spotify_lessons, lesson_23_prepositional_pronouns]",for you (polite),per Lei
for him,per lui,phrase,"[spotify_lessons, lesson_23_prepositional_pronouns]",for him,per lui
for her,per lei,phrase,"[spotify_lessons, lesson_23_prepositional_pronouns]",for her,per lei
for us,per noi,phrase,"[spotify_lessons, lesson_23_prepositional_pronouns]",for us,per noi
for you (plural) (familiar),per voi,phrase,"[spotify_lessons, lesson_23_prepositional_pronouns]",for you (plural) (familiar),per voi
for them,per loro,phrase,"[spotify_lessons, lesson_23_prepositional_pronouns]",for them,per loro
to him,a lui,phrase,"[spotify_lessons, lesson_23_prepositional_pronouns]",to him,a lui
with her,con lei,phrase,"[spotify_lessons, lesson_23_prepositional_pronouns]",with her,con lei
from you / at your house,da te,phrase,"[spotify_lessons, lesson_23_prepositional_pronouns]",from you / at your house,da te
without me,senza di me,phrase,"[spotify_lessons, lesson_23_prepositional_pronouns]",without me,senza di me
with them,con loro,phrase,"[spotify_lessons, lesson_23_prepositional_pronouns]",with them,con loro
before us,prima di noi,phrase,"[spotify_lessons, lesson_23_prepositional_pronouns]",before us,prima di noi
after you (familiar),dopo di te,phrase,"[spotify_lessons, lesson_23_prepositional_pronouns]",after you (familiar),dopo di te
in front of them,davanti a loro,phrase,"[spotify_lessons, lesson_23_prepositional_pronouns]",in front of them,davanti a loro
near you,vicino a voi,phrase,"[spotify_lessons, lesson_23_prepositional_pronouns]",near you,vicino a voi
behind you (familiar),dietro di te,phrase,"[spotify_lessons, lesson_23_prepositional_pronouns]",behind you (familiar),dietro di te
my suitcase,la mia valigia,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",my suitcase,la mia valigia
my suitcases,le mie valigie,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",my suitcases,le mie valigie
your suitcase (familiar),la tua valigia,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",your suitcase (familiar),la tua valigia
your suitcases (familiar),le tue valigie,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",your suitcases (familiar),le tue valigie
your suitcase (polite),la Sua valigia,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",your suitcase (polite),la Sua valigia
your suitcases (polite),le Sue valigie,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",your suitcases (polite),le Sue valigie
his suitcase / her suitcase,la sua valigia,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",his suitcase / her suitcase,la sua valigia
his suitcases / her suitcases,le sue valigie,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",his suitcases / her suitcases,le sue valigie
our suitcase,la nostra valigia,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",our suitcase,la nostra valigia
our suitcases,le nostre valigie,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",our suitcases,le nostre valigie
your suitcase (plural),la vostra valigia,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",your suitcase (plural),la vostra valigia
your suitcases (plural),le vostre valigie,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",your suitcases (plural),le vostre valigie
their suitcase,la loro valigia,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",their suitcase,la loro valigia
their suitcases,le loro valigie,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",their suitcases,le loro valigie
my gift,il mio regalo,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",my gift,il mio regalo
my gifts,i miei regali,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",my gifts,i miei regali
your gift (familiar),il tuo regalo,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",your gift (familiar),il tuo regalo
your gifts (familiar),i tuoi regali,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",your gifts (familiar),i tuoi regali
your gift (polite),il Suo regalo,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",your gift (polite),il Suo regalo
your gifts (polite),i Suoi regali,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",your gifts (polite),i Suoi regali
his gift / her gift,il suo regalo,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",his gift / her gift,il suo regalo
his gifts / her gifts,i suoi regali,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",his gifts / her gifts,i suoi regali
our gift,il nostro regalo,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",our gift,il nostro regalo
our gifts,i nostri regali,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",our gifts,i nostri regali
your gift (plural),il vostro regalo,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",your gift (plural),il vostro regalo
your gifts (plural),i vostri regali,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",your gifts (plural),i vostri regali
their gift,il loro regalo,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",their gift,il loro regalo
their gifts,i loro regali,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",their gifts,i loro regali
your name (polite),il Suo nome,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",your name (polite),il Suo nome
my male friend,il mio amico,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",my male friend,il mio amico
my female friend,la mia amica,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",my female friend,la mia amica
our sister,nostra sorella,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",our sister,nostra sorella
our brother,nostro fratello,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",our brother,nostro fratello
our wives,le nostre mogli,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",our wives,le nostre mogli
our husbands,i nostri mariti,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",our husbands,i nostri mariti
his car / her car,la sua macchina,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",his car / her car,la sua macchina
your car (familiar),la tua macchina,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",your car (familiar),la tua macchina
their car,la loro macchina,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",their car,la loro macchina
your car (plural),la vostra macchina,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",your car (plural),la vostra macchina
my father,mio padre,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",my father,mio padre
my mother,mia madre,phrase,"[spotify_lessons, lesson_24_possessive_adjectives]",my mother,mia madre
and,e,conjunction,"[spotify_lessons, lesson_25_conjunctions_and_similar_words]",and,e
or,o / oppure,conjunction,"[spotify_lessons, lesson_25_conjunctions_and_similar_words]",or,o
also,anche / pure,adverb,"[spotify_lessons, lesson_25_conjunctions_and_similar_words]",also,anche
but,ma / però,conjunction,"[spotify_lessons, lesson_25_conjunctions_and_similar_words]",but,ma
maybe / perhaps,forse,adverb,"[spotify_lessons, lesson_25_conjunctions_and_similar_words]",maybe,forse
because,perché,conjunction,"[spotify_lessons, lesson_25_conjunctions_and_similar_words]",because,perché
because of,a causa di,phrase,"[spotify_lessons, lesson_25_conjunctions_and_similar_words]",because of,a causa di
if,se,conjunction,"[spotify_lessons, lesson_25_conjunctions_and_similar_words]",if,se
then,allora,conjunction,"[spotify_lessons, lesson_25_conjunctions_and_similar_words]",then,allora
afterward,dopo / in seguito,adverb,"[spotify_lessons, lesson_25_conjunctions_and_similar_words]",afterward,dopo
therefore,perciò,adverb,"[spotify_lessons, lesson_25_conjunctions_and_similar_words]",therefore,perciò
in any case,in ogni caso,phrase,"[spotify_lessons, lesson_25_conjunctions_and_similar_words]",in any case,in ogni caso
however,tuttavia,conjunction,"[spotify_lessons, lesson_25_conjunctions_and_similar_words]",however,tuttavia
I speak Italian,io parlo italiano / parlo italiano,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",I speak Italian,io parlo italiano / parlo italiano
I do not speak Spanish,non parlo spagnolo,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",I do not speak Spanish,non parlo spagnolo
do you speak Italian,Parla italiano?,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",do you speak Italian,Parla italiano?
a little,un poco / un po',phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",a little,un poco / un po'
from here to there,da qui a lì,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",from here to there,da qui a lì
at the station,alla stazione,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",at the station,alla stazione
on the platform,sul marciapiede,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",on the platform,sul marciapiede
in the train,in treno,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",in the train,in treno
I am studying / I study,io studio,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",I am studying / I study,io studio
I am going / I go,vado,verb,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",go,andare
stop here (polite),fermi qui,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",stop here (polite),fermi qui
stop (familiar),ferma,verb,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",stop,fermare
no problem / there is no problem,non c'è problema,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",no problem / there is no problem,non c'è problema
I can / I am able to,posso,verb,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",can,potere
can I? / May I?,posso?,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",can I? / May I?,posso?
may I have,posso avere?,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",may I have,posso avere?
to call,chiamare,verb,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",call,chiamare
my name is / myself I call,mi chiamo,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",my name is / myself I call,mi chiamo
from which country?,di quale paese?,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",from which country?,di quale paese?
from what country do you come (polite)?,da che paese viene?,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",from what country do you come (polite)?,da che paese viene?
from where do you come?,da dove vieni?,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",from where do you come?,da dove vieni?
where are you from (familiar)?,di dove sei?,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",where are you from (familiar)?,di dove sei?
I am,sono,verb,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",be,essere
I am tired,sono stanco / sono stanca,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",I am tired,sono stanco / sono stanca
I come,vengo,verb,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",come,venire
I come from the United States,vengo dagli Stati Uniti,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",I come from the United States,vengo dagli Stati Uniti
there is,c'è,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",there is,c'è
there are,ci sono,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",there are,ci sono
here is / there is / here are / there are,ecco,interjection,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",here is,ecco
I love,amo,verb,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",love,amare
I like,mi piace,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",I like,mi piace
do you like (familiar)?,ti piace?,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",do you like (familiar)?,ti piace?
do you like your gift?,ti piace il tuo regalo?,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",do you like your gift?,ti piace il tuo regalo?
I am leaving,parto,verb,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",leave,partire
excuse me (to pass),permesso,interjection,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",excuse me,permesso
excuse me (to apologize),perdonami / scusa,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",excuse me (to apologize),perdonami / scusa
excuse me (to get attention) (polite),scusi,interjection,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",excuse me,scusare
I have,ho,verb,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",have,avere
of course,certo,adverb,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",of course,certo
certainly,certamente,adverb,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",certainly,certamente
do you have (plural)?,avete?,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",do you have (plural)?,avete?
do you have (plural) a menu in English?,avete un menù in inglese?,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",do you have (plural) a menu in English?,avete un menù in inglese?
how does one say?,come si dice?,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",how does one say?,come si dice?
watch out,attenzione,interjection,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",watch out,attenzione
be careful / stay attentive,stai attento / stai attenta,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",be careful / stay attentive,stai attento / stai attenta
speak slowly please (familiar),parla lentamente per favore,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",speak slowly please (familiar),parla lentamente per favore
repeat please (polite),ripeta per favore,phrase,"[spotify_lessons, lesson_26_sentences_and_phrase_general]",repeat please (polite),ripeta per favore
I want,voglio,verb,"[spotify_lessons, lesson_27_sentences_and_phrase_negative]",want,volere
I do not want,non voglio,phrase,"[spotify_lessons, lesson_27_sentences_and_phrase_negative]",I do not want,non voglio
I would like,vorrei,verb,"[spotify_lessons, lesson_27_sentences_and_phrase_negative]",would like,volere
I would not like,non vorrei,phrase,"[spotify_lessons, lesson_27_sentences_and_phrase_negative]",I would not like,non vorrei
I have,ho,verb,"[spotify_lessons, lesson_27_sentences_and_phrase_negative]",have,avere
I do not have,non ho,phrase,"[spotify_lessons, lesson_27_sentences_and_phrase_negative]",I do not have,non ho
it is,è,verb,"[spotify_lessons, lesson_27_sentences_and_phrase_negative]",be,essere
it is not,non è,phrase,"[spotify_lessons, lesson_27_sentences_and_phrase_negative]",it is not,non è
you have (polite),ha,verb,"[spotify_lessons, lesson_27_sentences_and_phrase_negative]",have,avere
you don't have (polite),non ha,phrase,"[spotify_lessons, lesson_27_sentences_and_phrase_negative]",you don't have (polite),non ha
I know,so,verb,"[spotify_lessons, lesson_27_sentences_and_phrase_negative]",know,sapere
I don't know,non so,phrase,"[spotify_lessons, lesson_27_sentences_and_phrase_negative]",I don't know,non so
I understand,capisco,verb,"[spotify_lessons, lesson_27_sentences_and_phrase_negative]",understand,capire
I don't understand,non capisco,phrase,"[spotify_lessons, lesson_27_sentences_and_phrase_negative]",I don't understand,non capisco
I speak english,parlo inglese,phrase,"[spotify_lessons, lesson_27_sentences_and_phrase_negative]",I speak english,parlo inglese
I don't speak italian,non parlo italiano,phrase,"[spotify_lessons, lesson_27_sentences_and_phrase_negative]",I don't speak italian,non parlo italiano
I like / to me it is pleasing,mi piace,phrase,"[spotify_lessons, lesson_27_sentences_and_phrase_negative]",I like / to me it is pleasing,mi piace
I don't like / to me it is not pleasing,non mi piace,phrase,"[spotify_lessons, lesson_27_sentences_and_phrase_negative]",I don't like / to me it is not pleasing,non mi piace
there is,c'è,phrase,"[spotify_lessons, lesson_27_sentences_and_phrase_negative]",there is,c'è
there isn't,non c'è,phrase,"[spotify_lessons, lesson_27_sentences_and_phrase_negative]",there isn't,non c'è
there are,ci sono,phrase,"[spotify_lessons, lesson_27_sentences_and_phrase_negative]",there are,ci sono
there are not,non ci sono,phrase,"[spotify_lessons, lesson_27_sentences_and_phrase_negative]",there are not,non ci sono
it is big,è grosso / è grande,phrase,"[spotify_lessons, lesson_28_forming_questions]",it is big,è grosso / è grande
is it big?,è grosso? / è grande?,phrase,"[spotify_lessons, lesson_28_forming_questions]",is it big?,è grosso? / è grande?
you have a car (familiar),hai una macchina,phrase,"[spotify_lessons, lesson_28_forming_questions]",you have a car (familiar),hai una macchina
do you have a car (familiar)?,hai una macchina?,phrase,"[spotify_lessons, lesson_28_forming_questions]",do you have a car (familiar)?,hai una macchina?
the train is at the station,il treno è in stazione,phrase,"[spotify_lessons, lesson_28_forming_questions]",the train is at the station,il treno è in stazione
is the train at the station?,il treno è in stazione? / in stazione il treno?,phrase,"[spotify_lessons, lesson_28_forming_questions]",is the train at the station?,il treno è in stazione? / in stazione il treno?
you understand (polite),capisce,verb,"[spotify_lessons, lesson_28_forming_questions]",understand,capire
do you understand (polite)?,capisce?,phrase,"[spotify_lessons, lesson_28_forming_questions]",do you understand (polite)?,capisce?
it is too big,è troppo grande,phrase,"[spotify_lessons, lesson_28_forming_questions]",it is too big,è troppo grande
is it too big?,è troppo grande?,phrase,"[spotify_lessons, lesson_28_forming_questions]",is it too big?,è troppo grande?
there is,c'è,phrase,"[spotify_lessons, lesson_28_forming_questions]",there is,c'è
is there?,c'è?,phrase,"[spotify_lessons, lesson_28_forming_questions]",is there?,c'è?
it is far from here,è lontano da qui,phrase,"[spotify_lessons, lesson_28_forming_questions]",it is far from here,è lontano da qui
is it far from here?,è lontano da qui?,phrase,"[spotify_lessons, lesson_28_forming_questions]",is it far from here?,è lontano da qui?
you want (polite),vuole,verb,"[spotify_lessons, lesson_28_forming_questions]",want,volere
do you want (polite)?,vuole?,phrase,"[spotify_lessons, lesson_28_forming_questions]",do you want (polite)?,vuole?
it is,è,verb,"[spotify_lessons, lesson_28_forming_questions]",be,essere
is it?,è?,phrase,"[spotify_lessons, lesson_28_forming_questions]",is it?,è?
what is it?,che cos'è? / cos'è?,phrase,"[spotify_lessons, lesson_28_forming_questions]",what is it?,che cos'è? / cos'è?
there is a room with a bathroom,c'è una camera con bagno,phrase,"[spotify_lessons, lesson_28_forming_questions]",there is a room with a bathroom,c'è una camera con bagno
is there a room with a bathroom?,c'è una camera con bagno?,phrase,"[spotify_lessons, lesson_28_forming_questions]",is there a room with a bathroom?,c'è una camera con bagno?
I must / I have to,devo,verb,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",must,dovere
I must buy,devo comprare,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",I must buy,devo comprare
I should,dovrei,verb,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",should,dovere
how old are you / how many years have you (familiar)?,quanti anni hai?,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",how old are you / how many years have you (familiar)?,quanti anni hai?
where do you live?,dove abiti? / dove vivi?,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",where do you live?,dove abiti? / dove vivi?
show me,mostrami,verb,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",show,mostrare
slow down,rallenta,verb,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",slow down,rallentare
I want to go,voglio andare,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",I want to go,voglio andare
do you have something else (polite),ha qualcosa d'altro?,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",do you have something else (polite),ha qualcosa d'altro?
the opposite of big,il contrario di grande,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",the opposite of big,il contrario di grande
I don't know the word,non conosco la parola,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",I don't know the word,non conosco la parola
that means,significa,verb,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",mean,significare
does that mean?,significa che?,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",does that mean?,significa che?
what does that mean?,cosa significa?,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",what does that mean?,cosa significa?
I need / I have need of,ho bisogno di,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",I need / I have need of,ho bisogno di
where is joe's suitcase,dov'è la valigia di Joe?,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",where is joe's suitcase,dov'è la valigia di Joe?
very well,molto bene / benissimo,adverb,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",very well,molto bene
of course,certo,adverb,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",of course,certo
it's clear,è chiaro,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",it's clear,è chiaro
it's fine / it goes well,va bene,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",it's fine / it goes well,va bene
it's not bad,non è male,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",it's not bad,non è male
not bad,niente male,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",not bad,niente male
it's good,è buono,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",it's good,è buono
I'm hungry,ho fame,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",I'm hungry,ho fame
I'm thirsty,ho sete,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",I'm thirsty,ho sete
I'm hot / I'm warm,ho caldo,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",I'm hot / I'm warm,ho caldo
I'm cold,ho freddo,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",I'm cold,ho freddo
I'm busy,ho da fare,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",I'm busy,ho da fare
I'm lost,mi sono perso,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",I'm lost,mi sono perso
it's nice weather,fa bel tempo,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",it's nice weather,fa bel tempo
it's cold,fa freddo,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",it's cold,fa freddo
it's hot / it's warm,fa caldo,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",it's hot / it's warm,fa caldo
it's cool,fa fresco,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",it's cool,fa fresco
it's sunny,c'è il sole,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",it's sunny,c'è il sole
it's windy,c'è vento,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",it's windy,c'è vento
you are sick (familiar),stai male / sei malato,phrase,"[spotify_lessons, lesson_29_sentences_and_phrases_general]",you are sick (familiar),stai male / sei malato
"excuse me sir, when does the next train to torino leave","mi scusi signore, quando parte il prossimo treno per Torino",phrase,"[spotify_lessons, lesson_30_sentences_and_phrases_transportation]","excuse me sir, when does the next train to torino leave","mi scusi signore, quando parte il prossimo treno per Torino"
the train leaves in ten minutes,il treno parte fra dieci minuti,phrase,"[spotify_lessons, lesson_30_sentences_and_phrases_transportation]",the train leaves in ten minutes,il treno parte fra dieci minuti
it leaves at ten o'clock in the morning,parte alle dieci del mattino,phrase,"[spotify_lessons, lesson_30_sentences_and_phrases_transportation]",it leaves at ten o'clock in the morning,parte alle dieci del mattino
how much does a ticket cost,quanto costa un biglietto,phrase,"[spotify_lessons, lesson_30_sentences_and_phrases_transportation]",how much does a ticket cost,quanto costa un biglietto
first or second class?,prima o seconda classe?,phrase,"[spotify_lessons, lesson_30_sentences_and_phrases_transportation]",first or second class?,prima o seconda classe?
second class please,seconda classe per piacere,phrase,"[spotify_lessons, lesson_30_sentences_and_phrases_transportation]",second class please,seconda classe per piacere
it's forty two euros,sono quarantadue euro,phrase,"[spotify_lessons, lesson_30_sentences_and_phrases_transportation]",it's forty two euros,sono quarantadue euro
he wants a ticket for the train that leaves for Naples at 10 o'clock in the morning,lui vuole un biglietto per il treno che parte per Napoli alle dieci del mattino,phrase,"[spotify_lessons, lesson_30_sentences_and_phrases_transportation]",he wants a ticket for the train that leaves for Naples at 10 o'clock in the morning,lui vuole un biglietto per il treno che parte per Napoli alle dieci del mattino
"excuse me sir, where is the bus to the beach?","mi scusi signore, dov'è l'autobus per la spiaggia?",phrase,"[spotify_lessons, lesson_30_sentences_and_phrases_transportation]","excuse me sir, where is the bus to the beach?","mi scusi signore, dov'è l'autobus per la spiaggia?"
it's over there on the left,è laggiù a sinistra,phrase,"[spotify_lessons, lesson_30_sentences_and_phrases_transportation]",it's over there on the left,è laggiù a sinistra
which one? There are many of them,qual è? Ce ne sono molti,phrase,"[spotify_lessons, lesson_30_sentences_and_phrases_transportation]",which one? There are many of them,qual è? Ce ne sono molti
it's the number five,è il numero cinque,phrase,"[spotify_lessons, lesson_30_sentences_and_phrases_transportation]",it's the number five,è il numero cinque
thank you very much,grazie mille,phrase,"[spotify_lessons, lesson_30_sentences_and_phrases_transportation]",thank you very much,grazie mille
does this bus go to the beach?,questo autobus va alla spiaggia?,phrase,"[spotify_lessons, lesson_30_sentences_and_phrases_transportation]",does this bus go to the beach?,questo autobus va alla spiaggia?
"no, the number five goes to the beach","no, il numero cinque va alla spiaggia",phrase,"[spotify_lessons, lesson_30_sentences_and_phrases_transportation]","no, the number five goes to the beach","no, il numero cinque va alla spiaggia"
at what time does the last bus for the beach leave,a che ora parte l'ultimo autobus per la spiaggia,phrase,"[spotify_lessons, lesson_30_sentences_and_phrases_transportation]",at what time does the last bus for the beach leave,a che ora parte l'ultimo autobus per la spiaggia
the last bus leaves at seventeen twenty,l'ultimo autobus parte alle diciassette e venti,phrase,"[spotify_lessons, lesson_30_sentences_and_phrases_transportation]",the last bus leaves at seventeen twenty,l'ultimo autobus parte alle diciassette e venti
