text_it	text_en	hash	text_it_length	text_en_length
Penso che avremo bisogno di più cibo.	I think we'll need more food.	beee3ff2-4413-5b85-9472-e6713a9120e9	37	29
Penso che ci servirà più cibo.	I think we'll need more food.	150e259e-cc03-52a6-8ab8-2514bcff8378	30	29
Tom ha detto che non è stanco.	Tom said he isn't tired.	270a5ecf-d752-5363-8ce6-655d42c61316	30	24
Quante partite possiamo vincere?	How many games can we win?	655ff37b-fa8c-578c-8a93-c1ea53c70700	32	26
Quante partite riusciamo a vincere?	How many games can we win?	5c791b5a-bb0d-56fa-8acc-22e3d37197e6	35	26
Tom attualmente vive con suo zio.	Tom currently lives with his uncle.	75053797-75d1-57f5-9d41-293b1b523ed7	33	35
Tom attualmente abita con suo zio.	Tom currently lives with his uncle.	424c4941-7629-52a0-8700-23343fcd6317	34	35
Vorrei comprare un cane.	I would like to buy a dog.	5f9c3966-d847-583d-ad5f-45115c01e72b	24	26
Io vorrei comprare un cane.	I would like to buy a dog.	f9f151b7-8543-5cfb-9493-8b76ddc6f5f3	27	26
Mi piacerebbe comprare un cane.	I would like to buy a dog.	a4244387-063e-5fce-b04d-f4fabc66baf1	31	26
A me piacerebbe comprare un cane.	I would like to buy a dog.	0b7b1e2e-da1a-5f85-a7ae-eeb924f488b2	33	26
So che sembra ingenuo.	I know that sounds naive.	bcef195b-5d22-5cf4-b09f-7d078d3c30ce	22	25
Tom ha mangiato un intero boccaccio di cetriolini.	Tom ate a whole jar of pickles.	c6f84b5c-5ffa-55f0-9c46-426dfc3305ed	50	31
Non ritornerà prima dell'anno prossimo.	She is not coming back until next year.	51546d57-3911-5a85-9dee-2f3117b3c9bc	39	39
Ti fa ancora male la testa?	Does your head still hurt?	20292142-e107-5bf5-9dd0-b679e8c1cab3	27	26
Mi piace danzare con Maria.	I like dancing with Maria.	53dfb813-c068-5f34-8383-8cdfb913b02b	27	26
Mi piace ballare con Maria.	I like dancing with Maria.	1c445028-1919-529f-8bc7-211cc4ec6053	27	26
Balla con lui!	Dance with him!	1e4a2133-b9dc-5c20-bb63-2e8982f37f2e	14	15
Andiamo, balla con me!	Come on, dance with me!	1ed4b27b-eb9e-5f56-894b-295d23d0ccee	22	23
È l'edificio più alto di questa città.	It's the highest building in this city.	11c9a92b-71f4-5e53-8d7d-8d228bc605be	38	39
Tom mi ha detto che Mary era impegnata.	Tom told me that Mary was busy.	2110f498-2b6a-5278-ad6c-cc1e972af4b7	39	31
Tom mi ha detto che Mary era occupata.	Tom told me that Mary was busy.	81df19af-d5e1-5b05-9f7c-f2c6bebd799b	38	31
Tom mi disse che Mary era impegnata.	Tom told me that Mary was busy.	f433487f-5336-53c3-9c88-639c7088199f	36	31
Tom mi disse che Mary era occupata.	Tom told me that Mary was busy.	17b9040f-ce34-50b4-88e5-965c611e3980	35	31
Sai che amo Tom, vero?	You know I love Tom, don't you?	e2f16ff7-47be-55b8-a9f2-6efb50274a2e	22	31
Tu sai che amo Tom, vero?	You know I love Tom, don't you?	9494b06b-2880-56e3-9387-0cce0b0f7e6c	25	31
Sa che amo Tom, vero?	You know I love Tom, don't you?	fadd8428-2bc5-504f-9abc-6b827894883f	21	31
Lei sa che amo Tom, vero?	You know I love Tom, don't you?	c70c6ade-0afe-5ba1-83ac-5457f08ff858	25	31
Sapete che amo Tom, vero?	You know I love Tom, don't you?	b4c5bd72-f2c6-59b2-9342-04067d3ce8a6	25	31
Voi sapete che amo Tom, vero?	You know I love Tom, don't you?	3c076300-8f67-576f-a467-c90fd1d396fd	29	31
Pensi che Tom stia ancora dormendo?	Do you think Tom is still asleep?	884f4b37-edf9-5ea5-bace-6134de3898d4	35	33
Tu pensi che Tom stia ancora dormendo?	Do you think Tom is still asleep?	00b8917d-d371-5515-8cf1-2704040b91f1	38	33
Pensa che Tom stia ancora dormendo?	Do you think Tom is still asleep?	7b47790e-4989-54b3-ad5b-58f939d50449	35	33
Lei pensa che Tom stia ancora dormendo?	Do you think Tom is still asleep?	379fc113-0742-54db-b869-08fb4e7ab7b8	39	33
Pensate che Tom stia ancora dormendo?	Do you think Tom is still asleep?	a5eb6499-af10-5d74-a271-7a43c84e522a	37	33
Voi pensate che Tom stia ancora dormendo?	Do you think Tom is still asleep?	9c5369bf-f906-5977-9281-f89226d0fde3	41	33
Tom probabilmente è ancora perso.	Tom is probably still lost.	869e437f-c323-58d8-8210-aa5f31051c52	33	27
Ho meno soldi di voi.	I have less money than you.	f3c6f449-1525-5e87-9306-455ef6d1cc5e	21	27
Tom comprò un biglietto a Mary.	Tom bought Mary a ticket.	ced7bcbb-0ef1-5635-9571-b7bdf5c216ab	31	25
Tom ha comprato un biglietto a Mary.	Tom bought Mary a ticket.	8bc7b28d-dfcb-5891-91fb-22490a1ff42d	36	25
Sono rimasto dentro.	I stayed inside.	df2291c8-2828-583c-8dc3-d915d38a43c1	20	16
Sono rimasta dentro.	I stayed inside.	599ef748-6303-5287-af13-5ce55410f3cc	20	16
Tom è l'insegnante di francese di Mary.	Tom is Mary's French teacher.	9fc6928d-5f04-573c-a8d9-a8ed726b0656	39	29
Hai la tua patente?	Do you have your driver's license?	d0bd9ca4-3514-58aa-8867-eab86e354786	19	34
Hai la tua patente di guida?	Do you have your driver's license?	a9a2ae43-0711-5858-bf41-327026eb96d0	28	34
Faccio quello che è richiesto.	I do what is required.	051e2770-0b2e-5c34-8fef-c77e59bc6755	30	22
Io faccio quello che è richiesto.	I do what is required.	88eb2327-aedc-5309-bad8-35996b1033e7	33	22
Faccio ciò che è richiesto.	I do what is required.	24e65e1c-8e0f-54a3-a937-25d25027e32c	27	22
Io faccio ciò che è richiesto.	I do what is required.	8ee19eb2-b9ae-5678-9717-0ba6331a1e00	30	22
Non mi piace così tanto Tom.	I don't like Tom so much.	da4461e6-8b0e-5d3d-9c93-f5339bef2a34	28	25
A me non piace così tanto Tom.	I don't like Tom so much.	a582407e-c7e1-55de-bd2d-c39bbb39282a	30	25
Tom era qui quando sei arrivato?	Was Tom here when you arrived?	79ce2573-71ae-556c-8f80-71857e9b7b3d	32	30
Tom era qui quando sei arrivata?	Was Tom here when you arrived?	f82a35b5-7ee6-53ab-9efe-80a6ad711416	32	30
Tom era qui quando è arrivato?	Was Tom here when you arrived?	deaaae9c-742b-57a0-8d14-d8f34ced75b6	30	30
Tom era qui quando è arrivata?	Was Tom here when you arrived?	dd7da851-9c59-5a7a-a6ce-7d990c64dbe6	30	30
Tom era qui quando siete arrivati?	Was Tom here when you arrived?	141ced13-9dfd-589e-9531-26243c88696c	34	30
Tom era qui quando siete arrivate?	Was Tom here when you arrived?	afb43dc5-83aa-53b6-92c2-1ce39dfa6d62	34	30
Tom era qua quando sei arrivato?	Was Tom here when you arrived?	f0bcab45-4885-5b4c-a48e-4d104b0493bb	32	30
Tom era qua quando sei arrivata?	Was Tom here when you arrived?	6fe9289a-c468-5158-a3e1-ec62bc008802	32	30
Tom era qua quando è arrivato?	Was Tom here when you arrived?	b4210f51-00df-5670-a9a9-178df3b400e7	30	30
Tom era qua quando è arrivata?	Was Tom here when you arrived?	55804d2e-0d46-5c2b-af4e-ed1061fee322	30	30
Tom era qua quando siete arrivati?	Was Tom here when you arrived?	e94c66fc-fda9-57b7-81a9-f58312f8c455	34	30
Tom era qua quando siete arrivate?	Was Tom here when you arrived?	cb387920-3baa-5ce5-a991-c5ec1ce90fe0	34	30
Tom si aspetta di farlo presto.	Tom expects to do that soon.	f335bc83-8a84-5b8d-9994-9ee4618f2e81	31	28
Ho comprato diversi pezzi di tessuto.	I bought various pieces of cloth.	f90d6449-fd3e-5662-be31-50ebf3144872	37	33
Comprai diversi pezzi di tessuto.	I bought various pieces of cloth.	7d9cf8de-e3ef-5158-a1a1-2e1aea949463	33	33
Voglio delle scarpe marroni, non nere.	I want brown shoes, not black ones.	4a042763-6a54-5996-b771-b2d6146f773c	38	35
Io voglio delle scarpe marroni, non nere.	I want brown shoes, not black ones.	9d4b556d-47f5-57c1-b84c-275243c71ee2	41	35
Gli ha cucinato dei pasti.	She cooked him meals.	67026cf2-e858-58d2-8f2c-878526705fb3	26	21
Gli cucinò dei pasti.	She cooked him meals.	1c77f3b7-d390-5361-8431-ee7ea9602873	21	21
Sono molto dispiaciuto di averlo fatto.	I'm very sorry I did that.	cf632e3f-1148-5c10-894f-17b963fd1b12	39	26
Io sono molto dispiaciuto di averlo fatto.	I'm very sorry I did that.	283254cd-9c6e-5f6b-95df-dbab3050f99a	42	26
Sono molto dispiaciuta di averlo fatto.	I'm very sorry I did that.	719c738b-3f18-50bc-917f-4ee2879cc3d4	39	26
Io sono molto dispiaciuta di averlo fatto.	I'm very sorry I did that.	ad43bec9-2764-52a6-8c17-fdd68d1cca80	42	26
Ti piace la storia antica?	Do you like ancient history?	01ae1e11-6486-5b37-9014-74a6f067bcb0	26	28
Vi piace la storia antica?	Do you like ancient history?	4001287c-e779-5340-81ec-c4819438a94e	26	28
Le piace la storia antica?	Do you like ancient history?	b0c538da-e5a2-522e-8dfa-873dabb517bb	26	28
A te piace la storia antica?	Do you like ancient history?	27995558-b151-5f60-9a0d-4366dc15ba55	28	28
A voi piace la storia antica?	Do you like ancient history?	cd8577dd-cab2-5d50-bfbc-668c0b65205a	29	28
A lei piace la storia antica?	Do you like ancient history?	2729c0df-ce5e-5706-8903-1d820b6c57ea	29	28
Dovresti riprovare l'esame.	You should try the exam again.	fa56b42d-8c52-5318-b250-0b04a0f3c8fc	27	30
Dovreste riprovare l'esame.	You should try the exam again.	cd8b7002-21ac-5378-9b5c-577a197a90bd	27	30
Dovrebbe riprovare l'esame.	You should try the exam again.	f88c1506-b0a4-5b89-9390-87b59be50133	27	30
Sono andato all'università a Boston.	I went to college in Boston.	9b301e6a-ab67-56ee-97f8-3070854bd488	36	28
Sono andata all'università a Boston.	I went to college in Boston.	f38a9df4-9772-56fe-883d-a67f564b1575	36	28
Andai all'università a Boston.	I went to college in Boston.	c9c655c9-2045-50fa-bbdd-6597965833a3	30	28
Non sono qui.	They're not here.	c65dd443-462e-5c9c-94e1-97334605342b	13	17
Loro non sono qui.	They're not here.	a58740ca-7649-5a57-979f-b2f4ab8706cf	18	17
Non sono qua.	They're not here.	08fe99d3-830c-55bf-ada2-946a32593090	13	17
Loro non sono qua.	They're not here.	33d1ba7e-7dd7-55a2-82fb-8154018cd833	18	17
Io non sono qui.	I'm not here.	9c4fda7c-9bd3-57e7-ab3f-4d065b5ae5d9	16	13
Io non sono qua.	I'm not here.	a4706506-28f9-51fb-a704-39b76b3c4271	16	13
Lascia che ti porti in ospedale.	Let me take you to the hospital.	7dc1372d-92c4-55dc-a686-298b386f62f7	32	32
Lasci che la porti in ospedale.	Let me take you to the hospital.	b7a29e05-5b86-5d19-8019-d5d50b66d979	31	32
Lasciate che vi porti in ospedale.	Let me take you to the hospital.	34251e11-e648-58ae-8c0e-b1faf2690759	34	32
Ho fatto diversi errori nell'esame finale.	I made several mistakes on the final exam.	b130ca1f-85a9-52ac-84fc-c08462a361b9	42	42
Feci diversi errori nell'esame finale.	I made several mistakes on the final exam.	c76558bd-8452-5143-af81-18857e4195b5	38	42
Io ho fatto diversi errori nell'esame finale.	I made several mistakes on the final exam.	b662aca2-fea7-5c5e-a4ba-fce60a3d36be	45	42
Io feci diversi errori nell'esame finale.	I made several mistakes on the final exam.	c9fce1f3-05c9-56ea-af5c-cd9242e7c4e6	41	42
Non penso che Tom fosse in ritardo.	I don't think Tom was late.	acb19ccf-a169-5be6-b760-f30c01fd8d7d	35	27
Io non penso che Tom fosse in ritardo.	I don't think Tom was late.	9d5f14dd-bbea-5b9e-aeeb-0b7b7ac730c3	38	27
Devi leggere tutto.	You have to read everything.	a6202b72-4d71-5beb-abf7-2ba4ba58f0bd	19	28
Tu devi leggere tutto.	You have to read everything.	bafc300a-0234-538b-8a80-05e0cf1148de	22	28
Deve leggere tutto.	You have to read everything.	44a4f122-24d0-5753-9c32-10178514e783	19	28
Lei deve leggere tutto.	You have to read everything.	f2775271-804b-5e71-b464-f1746f270430	23	28
Dovete leggere tutto.	You have to read everything.	2223cf88-b288-5af0-abfb-d0d47b3a1f7b	21	28
Voi dovete leggere tutto.	You have to read everything.	e98c0f6d-a78b-51f0-9924-7cf244264e72	25	28
Ho sempre avuto un problema a farlo.	I've always had a problem doing that.	c8f43944-ce02-5e20-9dba-47669ef9f98c	36	37
Io ho sempre avuto un problema a farlo.	I've always had a problem doing that.	6b45c72c-eb28-597e-987f-32e0a3afd32f	39	37
I prezzi sono stati ridotti dal 20 al 40 percento.	Prices have been reduced by 20 to 40 percent.	16c8bf44-16e8-5964-9005-c7c38a0b195d	50	45
Tom ha letto la poesia che ha scritto a Mary.	Tom read the poem he wrote to Mary.	25de562c-ee12-5d33-89e4-2d49b3d65c2f	45	35
Tom lesse la poesia che ha scritto a Mary.	Tom read the poem he wrote to Mary.	c4125743-c6fe-5756-a983-074d0b9d3114	42	35
Cos'ha mai fatto per noi Tom?	What has Tom ever done for us?	724582cc-1867-5d58-8e29-061aa1098c68	29	30
Abbiamo cambiato tutto.	We changed everything.	9a8ab794-e0ef-5254-a5bc-2bbe6f283a10	23	22
Cambiammo tutto.	We changed everything.	b6a5878b-00f1-5ef7-a6ad-f6fc7101cac0	16	22
Tom sembrava scettico.	Tom looked skeptical.	f7e5332d-74ea-5d13-a28a-b7eafd5de5c5	22	21
Eri con Tom ieri, vero?	You were with Tom yesterday, weren't you?	fe7f8926-3f5e-5d7b-90a0-7623efe2649e	23	41
Tu eri con Tom ieri, vero?	You were with Tom yesterday, weren't you?	9c70319e-57f0-514a-a96d-d2b01f096edd	26	41
Era con Tom ieri, vero?	You were with Tom yesterday, weren't you?	cfbb0029-0e83-5357-ac72-870884c62035	23	41
Lei era con Tom ieri, vero?	You were with Tom yesterday, weren't you?	c26e1a2b-0623-54cf-aa07-d96d360cd243	27	41
Eravate con Tom ieri, vero?	You were with Tom yesterday, weren't you?	0714a8c2-c366-59b3-b68b-5ad116ea3d2d	27	41
Voi eravate con Tom ieri, vero?	You were with Tom yesterday, weren't you?	a2695bd8-bba1-528b-a7dd-20d26ae0a94d	31	41
Ho visto Tom litigare con Mary.	I saw Tom arguing with Mary.	3891eda4-b9d2-5648-9b19-9c049851626f	31	28
Vidi Tom litigare con Mary.	I saw Tom arguing with Mary.	dad4e940-4c87-595e-b241-60ece1d41452	27	28
Non possiamo lavorare in queste condizioni.	We can't work under these conditions.	fb03970b-da19-529f-be56-4485f939a5f9	43	37
Noi non possiamo lavorare in queste condizioni.	We can't work under these conditions.	7764f015-4bf7-57c3-9eb5-8446e99c5213	47	37
Non riusciamo a lavorare in queste condizioni.	We can't work under these conditions.	f0c3ecbe-f3e3-5193-acc1-130450916c25	46	37
Noi non riusciamo a lavorare in queste condizioni.	We can't work under these conditions.	c0ffea8a-1fa6-5ee5-b3c6-3b8602c865eb	50	37
Tom ha chiesto una penna.	Tom asked for a pen.	d6443d72-9265-5a4a-af2e-ba228edde8b9	25	20
Tom ha chiesto una biro.	Tom asked for a pen.	0f44e01d-9a42-57d1-88e7-2f4eea7b702e	24	20
Tom chiese una penna.	Tom asked for a pen.	4b6d451d-7762-5796-acdc-09f43484599f	21	20
Tom chiese una biro.	Tom asked for a pen.	3fb4fb39-850c-5f8d-8cd3-29372368d694	20	20
L'hai fatto intenzionalmente?	Did you do that intentionally?	66120722-a758-55e4-aff6-1cfced482202	29	30
L'ha fatto intenzionalmente?	Did you do that intentionally?	7f453d76-8449-500f-a928-884209555520	28	30
Lo avete fatto intenzionalmente?	Did you do that intentionally?	b819e43c-0d5e-5261-a92c-a25b80201afd	32	30
Tom non era molto affettuoso.	Tom wasn't very affectionate.	2b241fb2-1eb7-5f68-a365-5de18b3c4712	29	29
Tom non era molto caloroso.	Tom wasn't very affectionate.	47001b10-5cfb-5f87-81d1-eb39cf7fd010	27	29
I tifoni colpiscono il Giappone ogni anno.	Typhoons hit Japan every year.	f0f8c577-0b05-5cb8-b853-be98e7d46cc2	42	30
Andiamo nel mio ufficio.	Let's go in my office.	51d1bde2-d5c6-5d8a-b89c-9ed62bed69a4	24	22
Tom non può comprare una macchina.	Tom can't buy a car.	606f192a-e735-5ad3-a41c-d98f54d0a775	34	20
Tom non riesce a comprare una macchina.	Tom can't buy a car.	9c3c3de0-fb43-5705-8048-d1af181698a2	39	20
Tom non può comprare un'auto.	Tom can't buy a car.	370784e2-075d-5713-b3b5-f835287f4ca4	29	20
Tom non riesce a comprare un'auto.	Tom can't buy a car.	597cc781-1438-55d7-856b-37f3c5917991	34	20
Tom non può comprare un'automobile.	Tom can't buy a car.	4cb81b99-e533-5063-a136-113256a794f3	35	20
Tom non riesce a comprare un'automobile.	Tom can't buy a car.	7f1c20dd-08d4-5914-a6d9-a54accf07403	40	20
Tom mi deve ancora trecento dollari.	Tom still owes me three hundred dollars.	026876de-8719-5fc0-bb0f-7b1f27c048cc	36	40
Tom e Mary si stavano divertendo.	Tom and Mary were having fun.	02ea1cd0-da23-54f5-aa69-746b37d6b436	33	29
Voglio che ti fermi.	I want you to stop.	c1ddcd9f-fc0b-5ea0-b1d0-6c2db848ba02	20	19
Voglio che vi fermiate.	I want you to stop.	60ecbe3a-b148-5b1c-8ab8-1a187a63fc17	23	19
Spero che Tom venga punito.	I hope Tom is punished.	5c6f1afb-da83-5f29-9990-84c90a4934a8	27	23
Io spero che Tom venga punito.	I hope Tom is punished.	b2787008-46ec-539d-905a-6239ff836830	30	23
Tom non ascolta mai Mary.	Tom never listens to Mary.	a855cf71-c3bb-566c-9a48-74ca7ac7d653	25	26
Tom non si è unito a noi per il pranzo.	Tom didn't join us for lunch.	86c9cc07-8ccb-5d0e-878f-a9dc45056959	39	29
È un giornalista.	He's a journalist.	5020b127-80e5-5db2-8872-12664b78f2ee	17	18
Lui è un giornalista.	He's a journalist.	5e83ff57-a4c1-51c3-adad-6e3709dddc5a	21	18
Torniamo fra novanta secondi.	We're back in ninety seconds.	169e5b5f-b565-591c-bc55-721f67eed954	29	29
Ritorniamo fra novanta secondi.	We're back in ninety seconds.	ccd4d67b-c96d-525e-a11d-734180586578	31	29
Ogni insegnante sa che Ann è una brava atleta.	Every teacher knows that Ann is a good athlete.	efb137e6-c28d-5a2c-bf25-9081da3ed7d9	46	47
Ho perso l'orologio che mi ha dato mio padre.	I lost the watch that my father gave me.	fe81d8d6-f435-5799-8a90-e18cfb370817	45	40
Persi l'orologio che mi diede mio padre.	I lost the watch that my father gave me.	c69f6656-7996-5e70-8b6b-0a3fc327ceaa	40	40
Ascolti dei podcast?	Do you listen to podcasts?	07a0709d-5805-5058-a355-0a0035820662	20	26
Tu ascolti dei podcast?	Do you listen to podcasts?	adba80d4-e71b-5d3d-a6b8-44f823a24b49	23	26
Ascolta dei podcast?	Do you listen to podcasts?	8cfbf262-36bf-5280-93c2-f87a535e8cf0	20	26
Lei ascolta dei podcast?	Do you listen to podcasts?	5b7a655f-8f8e-5166-b613-d193fb48084c	24	26
Ascoltate dei podcast?	Do you listen to podcasts?	a011ce98-70dd-5609-af57-c37f456f855f	22	26
Voi ascoltate dei podcast?	Do you listen to podcasts?	fb9ee0aa-72ae-55a6-a9fa-4b6138c61f5a	26	26
Chi ha scritto quella canzone pop?	Who wrote that pop song?	683ea10c-bf90-53ec-bbdc-5caf19de33f3	34	24
Ho così tante cose di cui non ho bisogno.	I have so many things I don't need.	0ba63092-da23-5ae9-a76d-e922b8d084d5	41	35
Io ho così tante cose di cui non ho bisogno.	I have so many things I don't need.	39ee9561-20bf-5459-a398-cb8319d2f202	44	35
Non posso proteggere Tom.	I can't protect Tom.	dd59e854-fb6e-5af9-8ab4-43ea1add132b	25	20
Io non posso proteggere Tom.	I can't protect Tom.	a2288fa5-eda2-527a-8074-82abe09cfd54	28	20
Non riesco a proteggere Tom.	I can't protect Tom.	013ae163-2c37-5b3b-883c-ef92bd00b197	28	20
Io non riesco a proteggere Tom.	I can't protect Tom.	e60730ee-9939-5082-9890-f5dca6624035	31	20
Torno al lavoro.	I'm going back to work.	5cc4e9ff-1337-565e-85bf-6ddc51583b0a	16	23
Ritorno al lavoro.	I'm going back to work.	dd922d75-22e0-5634-a51c-211b9bba6cb2	18	23
Sospetto che Tom non abbia paura di farlo.	I suspect Tom isn't afraid to do that.	c3f19444-2572-54b7-bdce-b6a734206f9f	42	38
Sono tutti molto impegnati.	Everybody is very busy.	3e055a4a-7e7e-5f9b-b653-d1e904151905	27	23
Sono tutti molto occupati.	Everybody is very busy.	65e903ed-f9e9-52de-a117-649c48f1d190	26	23
Posso prendere in prestito le tue cuffie?	May I borrow your headphones?	87314e3b-9f87-57c4-9c06-58e4d5ce6f38	41	29
Posso prendere in prestito le sue cuffie?	May I borrow your headphones?	29f52859-7e43-50cb-b5e3-d1d5dde53fca	41	29
Posso prendere in prestito le vostre cuffie?	May I borrow your headphones?	204a878f-3b3e-52ea-94e8-0b56bcc1bb09	44	29
Tutti sembrano essere nervosi.	Everyone seems to be nervous.	f7ac4c44-6c33-5d99-9a13-32dbff952877	30	29
Non sono andato all'università.	I didn't go to college.	86a5786a-44ad-5323-b0c3-f66af17c6008	31	23
Io non sono andato all'università.	I didn't go to college.	2ea00707-04b9-5c7e-951f-32cd719dce63	34	23
Non sono andata all'università.	I didn't go to college.	a9c1db01-b0ac-531f-b4cc-f92df1e90c28	31	23
Io non sono andata all'università.	I didn't go to college.	10127bdc-b412-5096-bd3e-c55b3dd93779	34	23
Non andai all'università.	I didn't go to college.	8d26ba89-61cc-5b9c-a368-a59d17304aef	25	23
Io non andai all'università.	I didn't go to college.	797fa4cd-e68a-5e49-baab-b09848a5604e	28	23
Non sono molto religioso.	I'm not very religious.	ac564968-2532-5b70-9b44-d978c2fa9f85	25	23
Io non sono molto religioso.	I'm not very religious.	730cd8bd-19bb-5da7-9d44-44b0b763df98	28	23
Non sono molto religiosa.	I'm not very religious.	ef38c4f6-1e1b-532d-9f0f-40da0cc5738d	25	23
Io non sono molto religiosa.	I'm not very religious.	41539363-b6ca-5d1e-9b6a-9fe3895b2d86	28	23
Abbiamo anche imparato molto.	We've learned a lot, too.	64593364-5569-5257-8e05-63a74566fc8d	29	25
Noi abbiamo anche imparato molto.	We've learned a lot, too.	39cdb205-fd31-5250-86aa-f8194c238ba0	33	25
Abbiamo avuto troppa sfortuna.	We've had too much bad luck.	b6cc2ee2-2883-5e82-b10a-8b6aea70aced	30	28
Tom stava respirando profondamente.	Tom was breathing deeply.	8f055090-5f02-55bf-b652-70e4af11d298	35	25
Tom non ascolterà mai Mary.	Tom will never listen to Mary.	4a1544e7-cd7b-52de-a1fd-729e5255fc5c	27	30
Non parlerai con Tom?	Aren't you going to go talk to Tom?	2199ca31-984c-5845-9dae-d9f5f7268c44	21	35
Non parlerà con Tom?	Aren't you going to go talk to Tom?	0044b140-3aba-55f3-a377-86b51a534cdb	20	35
Non parlerete con Tom?	Aren't you going to go talk to Tom?	6889b86d-68a0-52d6-9d49-33a52116a059	22	35
Sembra un ottimo piano.	That sounds like a great plan.	1b5011b3-0f85-57bb-ac1f-1bd07e0a2c89	23	30
Tom non insegna più francese.	Tom doesn't teach French anymore.	dc48ab76-362f-5a3d-a881-af32962c8e76	29	33
Tom non insegna più il francese.	Tom doesn't teach French anymore.	c58f61d1-166b-5f2c-85b2-0aa6d3a124c5	32	33
Tom ha saltato la lezione di francese oggi.	Tom skipped French class today.	51fe81db-9444-5162-ba00-94737533a7f9	43	31
Dammi un altro po' di tè.	Give me some more tea.	3069d8aa-1a36-57ce-87b8-ac81c26768c7	25	22
Mi dia un altro po' di tè.	Give me some more tea.	2a33b338-9b03-5725-b64e-58f2bbad828a	26	22
Datemi un altro po' di tè.	Give me some more tea.	5d1f690e-2ee0-5e5f-b0f6-5d0ea7831c2a	26	22
Non sono dell'umore in questo momento.	I'm not in the mood right now.	d220835b-d09c-507f-8234-086ab8533a36	38	30
Io non sono dell'umore in questo momento.	I'm not in the mood right now.	9c8080bc-cbf7-500b-a193-58f6dfb5f49e	41	30
C'era qualcuno nella stanza?	Was anyone in the room?	2ab9c0ce-18a2-5a04-8edf-b1fecff4aa89	28	23
Tom ci ha invitati a pranzo.	Tom invited us to lunch.	50d20bfc-b224-5d5c-a224-8fffe6302a75	28	24
Tom ci ha invitate a pranzo.	Tom invited us to lunch.	f4bcb556-1d62-57c6-ab8b-a39dcdaf9709	28	24
Tom ci invitò a pranzo.	Tom invited us to lunch.	2c19a648-0f41-519c-a5c7-a829c52f8756	23	24
Sono cresciuto da queste parti.	I grew up around here.	93d43d64-6b72-5de6-bea8-f679ef32ec13	31	22
Io sono cresciuto da queste parti.	I grew up around here.	26fa52e6-0258-55c5-9c60-65a6d28eb462	34	22
Sono cresciuta da queste parti.	I grew up around here.	5de13eea-5e51-57ca-9e69-122d5729e8ce	31	22
Io sono cresciuta da queste parti.	I grew up around here.	ac347bb8-f4d4-58e8-b72c-c66650aa6a4b	34	22
Tom era tentato di dire la verità a Mary.	Tom was tempted to tell Mary the truth.	f9731395-0485-55be-9448-b1495de29bb3	41	39
Tom lo intende.	Tom means it.	64b99156-e69a-56e0-8545-328fcaee3c03	15	13
Tom la intende.	Tom means it.	2e321a90-3500-5f24-aa15-1916f08a429c	15	13
Tom non ha il tempo di parlare con te.	Tom doesn't have time to talk to you.	5de0a6fd-e048-54e6-8c05-c205190ef72a	38	37
Tom non ha il tempo di parlare con voi.	Tom doesn't have time to talk to you.	bcd5501b-5a2b-5ee6-8622-14b54f6928ad	39	37
Tom non ha il tempo di parlare con lei.	Tom doesn't have time to talk to you.	6386f150-3686-5b3e-8bb8-26cdc2d6b2e3	39	37
Di' a Tom che il problema è risolto.	Tell Tom the problem is solved.	cf019a65-2373-566c-94d8-30e5ee2379b7	36	31
Dica a Tom che il problema è risolto.	Tell Tom the problem is solved.	eec9f712-c748-56f1-9ca8-be289c1ebfd7	37	31
Dite a Tom che il problema è risolto.	Tell Tom the problem is solved.	82dc0b85-c6c0-5089-a5e6-ca417a813c67	37	31
Tom non deve niente a nessuno.	Tom doesn't owe anybody anything.	9076fee1-c8db-5d7d-a20b-52daf30616e4	30	33
Tom non deve nulla a nessuno.	Tom doesn't owe anybody anything.	bad4d391-7e84-5346-92da-850b8d1b3b8d	29	33
È consapevole della difficoltà?	Is he aware of the difficulty?	4b234e2f-fa0d-583c-8960-e0083d43301d	31	30
Lui è consapevole della difficoltà?	Is he aware of the difficulty?	fbd21936-8faa-547b-80a4-0cbe43175521	35	30
Tom non ha lavorato da solo.	Tom didn't work alone.	12a7b772-295a-5eb4-9679-fbc642e87352	28	22
Tom non lavorò da solo.	Tom didn't work alone.	c85e287b-4e22-5589-8db7-8129eb8a0232	23	22
Mia madre mi ha comprato un vestito nuovo.	My mother bought me a new dress.	a8ad2403-d26f-5d4f-8a37-fc6239fd3e23	42	32
La risposta breve è no.	The short answer is no.	5f2ef726-9fae-5764-b8e6-58ac079b4361	23	23
Non fare altre domande.	Don't ask any more questions.	88055b06-ac2a-5809-9c6e-1fb4b31a31bc	23	29
Non fate altre domande.	Don't ask any more questions.	d85788b3-ca90-5701-95e6-0e3d1f77d465	23	29
Non faccia altre domande.	Don't ask any more questions.	6a17e68a-2ace-5796-b4ad-53ced383e2b0	25	29
Devi avere visto Tom.	You must've seen Tom.	da61cf18-700d-5a72-a794-4f3779360d9b	21	21
Deve avere visto Tom.	You must've seen Tom.	6ffa0e1d-c378-5d6a-bc38-2575d443b2e3	21	21
Dovete avere visto Tom.	You must've seen Tom.	aeb8d424-9d07-5307-96b7-ff1505332c2c	23	21
Tom può avere fatto questo.	Tom may have done this.	06091be1-6948-5064-a861-a1e6975ee73c	27	23
